Place,Name,Country,Points,Record,Opp. Win %,Opp. Opp. %,Deck,List,Player ID
1,TrevorC2021,,41,13 - 2 - 2,,,Palkia Inteleon,,trevorc2021
2,Christian Cruz,,37,12 - 4 - 1,,,Palkia Inteleon,,christiancruz
3,arielgmo,,39,13 - 3 - 0,,,Palkia Inteleon,,arielgmo
4,GUSTAVOWADA,,36,12 - 4 - 0,,,Giratina LZ Box,,gustavowada
5,Smart TCG,,33,10 - 2 - 3,,,Kyurem Palkia,,gabrielsmarttcg
6,asapi2034,,32,10 - 3 - 2,,,Palkia Inteleon,,asapi2034
7,MrMighty314,,32,10 - 3 - 2,,,Lost Zone Box,,mrmighty314
8,ZhiYi20070415,,31,10 - 4 - 1,,,Kyurem Palkia,,zhiyi20070415
9,jakenewton,,31,10 - 3 - 1,51.00%,56.46%,Arceus Inteleon,,jakenewton
10,AndyGantner,,30,10 - 4 - 0,59.00%,56.09%,Arceus Giratina,,andygantner
11,Jacob Howard,,30,10 - 4 - 0,45.00%,55.45%,Lost Zone Box,,thejacobhoward
12,VolcanTurtleTCG,,28,9 - 4 - 1,64.00%,54.58%,Hisuian Goodra,,volcanturtletcg
13,TeammatesTCG,,28,9 - 4 - 1,59.00%,56.46%,Mew Genesect,,teammatestcg
14,Andrew Hier,,28,9 - 4 - 1,56.25%,54.21%,Rapid Strike Malamar,,perfectpenguin7
15,melfo,,28,9 - 4 - 1,53.00%,51.46%,Kyurem Palkia,,melfo
16,denerrigoli,,28,9 - 4 - 1,51.00%,51.60%,Lost Zone Box,,denerrigoli
17,Farzad Razi,,28,9 - 4 - 1,48.00%,52.25%,Mew Genesect,,fdizzle12
18,takami,,28,9 - 4 - 1,39.00%,52.38%,Regis,,takami
19,grantm12,,27,9 - 5 - 0,56.00%,51.82%,Cramorant,,grantm12
20,Mew097,,26,8 - 4 - 2,47.00%,49.35%,Lost Zone Box,,mew097
21,MrBacon,,25,8 - 5 - 1,51.00%,48.33%,Palkia Inteleon,,mrbacon
22,Jonsern,,25,8 - 5 - 1,50.00%,46.88%,Hisuian Zoroark,,jonsern
