Place,Name,Country,Points,Record,Opp. Win %,Opp. Opp. %,Deck,List,Player ID
1,newton0428,,41,13 - 3 - 2,,,Palkia Inteleon,,newton0428
2,ESPINOLA,,37,12 - 5 - 1,,,Regis,,espinola
3,mitchelsilva,,35,11 - 4 - 2,,,Giratina LZ Box,,mitchelsilva
4,asapi2034,,34,11 - 5 - 1,,,Lost Zone Box,,asapi2034
5,Lucas Gusso,,37,12 - 3 - 1,,,Palkia Inteleon,,lzambrottitcg
6,James Simms,,37,12 - 3 - 1,,,Palkia Inteleon,,4600737
7,Cesar G,,34,11 - 4 - 1,,,Hisuian Zoroark,,sternseezer
8,Josh Frink,,34,11 - 4 - 1,,,Arceus Giratina,,dreamjew
9,oreodude12345,,33,10 - 2 - 3,,,Lost Zone Box,,oreodude12345
10,srslynothing,,32,10 - 3 - 2,,,Giratina LZ Box,,srslynothing
11,Jonathan Frommeyer,,31,10 - 4 - 1,,,Kyurem Palkia,,jfro17
12,Jamie Chesnut,,29,9 - 4 - 2,,,Hisuian Zoroark,,pianist3494
13,Colin Hawley,,29,9 - 4 - 2,,,Regis,,pip7up
14,EvanCampbell94,,28,9 - 5 - 1,,,Mew Genesect,,evancampbell94
15,metalheadDT,,27,9 - 6 - 0,,,Lost Zone Box,,metalheaddt
16,Kashvinder Singh,,27,9 - 6 - 0,,,Giratina LZ Box,,kashmann27
17,butadbut,,27,9 - 5 - 0,40.83%,52.33%,Arceus Giratina,,butadbut
18,I4RU,,26,8 - 4 - 2,57.00%,49.68%,Regis,,i4ru
19,melfo,,26,8 - 4 - 2,54.00%,49.70%,Giratina LZ Box,,melfo
20,Sephsoul1986,,25,8 - 5 - 1,61.00%,51.46%,Lost Zone Box,,sephsoul1986
21,papapokeca,,25,8 - 5 - 1,59.00%,54.20%,Giratina LZ Box,,papapokeca
22,Minekaze,,25,8 - 5 - 1,51.25%,51.42%,Giratina LZ Box,,minekaze
23,Kimmy S,,22,7 - 5 - 1drop,65.00%,49.92%,Mew Genesect,,jasonleonard
24,Nicholas Shockley,,22,7 - 6 - 1,54.00%,49.60%,Arceus Giratina,,ngshockley
25,Diego Ruiz Orta,,22,7 - 6 - 1,44.00%,48.97%,Dialga LZ,,gold5372
26,Johnathan H,,21,7 - 4 - 0drop,70.00%,52.00%,Kyurem Palkia,,ninjjadragon
27,bicheins,,21,7 - 4 - 0drop,65.00%,51.00%,Palkia Inteleon,,bicheins
28,Jeremy Gibson,,21,7 - 5 - 0drop,63.33%,47.14%,Lost Zone Box,,jgibsongt21
29,Matthew44,,21,7 - 3 - 0drop,40.00%,57.00%,Arceus Inteleon,,matthew44
30,CupofFrogs,,19,6 - 5 - 1drop,51.67%,47.33%,Giratina LZ Box,,cupoffrogs
31,arielgmo,,18,6 - 4 - 0drop,90.00%,41.00%,Kyurem Palkia,,arielgmo
32,Manboyguydad,,18,6 - 5 - 0drop,60.00%,47.96%,Rotom,,manboyguydad
33,Cptnsime,,18,6 - 3 - 0,48.40%,51.57%,Arceus Goodra,,cptnsime
34,Flynnus89,,18,6 - 3 - 0,47.53%,51.32%,Hisuian Zoroark,,flynnus89
35,Xpredate,,18,6 - 3 - 0,45.96%,51.71%,Hisuian Zoroark,,xpredate
36,BlondonBoy,,17,5 - 2 - 2,59.35%,56.92%,Giratina LZ Box,,blondonboy
37,Cal Connor,,16,5 - 3 - 1,58.82%,53.34%,Mew Genesect,,calcal206
38,Tankmin5,,16,5 - 3 - 1,58.02%,57.42%,Regis,,tankmin5
39,nookington,,15,5 - 3 - 0drop,70.86%,56.41%,Blissey,,nookington
40,DazuTheDevastator,,15,5 - 4 - 0,65.92%,52.32%,Mew Genesect,,dazuthedevastator
41,Digocoltro,,15,5 - 4 - 0,60.80%,57.53%,Hisuian Zoroark,,digocoltro
42,eagle0205tw,,15,5 - 3 - 0drop,60.07%,55.41%,Mew Genesect,,eagle0205tw
43,MQTpokemon06,,15,5 - 3 - 0drop,60.07%,52.75%,Palkia Inteleon,,mqtpokemon06
44,Haoson,,15,5 - 4 - 0,59.74%,51.12%,Giratina LZ Box,,haoson
45,Master Disaster369,,15,5 - 3 - 0drop,56.33%,51.35%,Arceus Flying Pikachu,,jonah2705
46,APackOfAlpacas,,15,5 - 3 - 0drop,55.74%,54.61%,Giratina LZ Box,,apackofalpacas
47,aninhacns,,15,5 - 4 - 0,53.88%,54.05%,Giratina LZ Box,,aninhacns
48,DoomLoud,,15,5 - 4 - 0,51.37%,50.78%,Palkia Inteleon,,doomloud
49,Jakub Hargraves,,15,5 - 4 - 0,50.11%,49.72%,Hisuian Zoroark,,czechers
50,ienaga,,15,5 - 4 - 0,49.99%,53.02%,Arceus Giratina,,ienaga
51,mille1216,,15,5 - 4 - 0,49.10%,51.90%,Kyurem,,mille1216
52,CSSaints17,,15,5 - 4 - 0,46.91%,51.77%,Arceus Duraludon,,cssaints17
53,fortenat,,15,5 - 4 - 0,44.70%,47.45%,Lost Zone Box,,fortenat
54,Jolteonstar,,15,5 - 4 - 0,42.28%,49.97%,Lost Zone Box,,jolteonstar
55,camcho1892,,15,5 - 4 - 0,32.53%,45.57%,Kyurem Palkia,,camcho1892
56,Jared Grimes,,14,4 - 2 - 2drop,43.74%,50.78%,Palkia Inteleon,,jaredlgrimes
57,ShirtlessWonder,,12,4 - 3 - 0drop,59.92%,54.52%,Regis,,shirtlesswonder
58,hgibbon13,,12,4 - 5 - 0,58.92%,54.03%,Lost Zone Box,,hgibbon13
59,santosan23992,,12,4 - 3 - 0drop,57.55%,55.28%,Mew Genesect,,santosan23992
60,Eze33,,12,4 - 4 - 0drop,55.23%,53.53%,Kyurem Palkia,,eze33
61,pjwitusik,,12,4 - 4 - 0drop,53.26%,52.61%,Lost Zone Box,,pjwitusik
62,Ace702,,12,4 - 3 - 0drop,52.37%,50.24%,Eternatus,,ace702
63,Doubllez,,12,4 - 3 - 0drop,52.01%,52.35%,Mew Genesect,,doubllez
64,Axlgh,,12,4 - 4 - 0drop,51.53%,53.75%,Blissey,,axlgh
65,Orion Sutherland,,12,4 - 4 - 0drop,49.83%,50.96%,Arceus Giratina,,joshuasutherland21
66,koga,,12,4 - 5 - 0,49.78%,49.11%,Giratina LZ Box,,koga
67,Mauricio Javier S,,12,4 - 4 - 0drop,49.44%,50.68%,Vikavolt,,meowth568
68,bbmilo20,,12,4 - 4 - 0drop,48.96%,45.08%,Blissey,,bbmilo20
69,daycamp,,12,4 - 5 - 0,48.94%,51.69%,Zeraora,,daycamp
70,ntmgpkc,,12,4 - 3 - 0drop,48.17%,51.62%,Lost Zone Box,,ntmgpkc
71,Brandon J,,12,4 - 3 - 0drop,48.17%,51.38%,Arceus Mewtwo,,lordbj101
72,ietomo20,,12,4 - 3 - 0drop,47.79%,48.94%,Giratina LZ Box,,ietomo20
73,Duhskull,,12,4 - 4 - 0drop,47.22%,48.88%,Regis,,duhskull
74,CutortapButler,,12,4 - 3 - 0drop,46.03%,52.75%,Arceus Goodra,,cutortapbutler
75,NoaWithoutaH,,12,4 - 3 - 0drop,43.85%,47.55%,Mew Genesect,,noawithoutah
76,Nathan Hampton,,12,4 - 5 - 0,35.93%,43.54%,Arceus Goodra,,nwhampton
77,Miguekage16,,11,3 - 4 - 2,49.48%,44.55%,Other,,miguekage16
78,RileyFromTwitter,,10,3 - 3 - 1drop,51.31%,52.07%,Dialga,,rileyfromtwitter
79,john wanggaard,,9,3 - 2 - 0drop,68.89%,58.90%,Mew Genesect,,ttoabyssal
80,LordSterculius,,9,3 - 3 - 0drop,58.98%,48.32%,Kyurem Palkia,,lordsterculius
81,SirFelyne,,9,3 - 3 - 0drop,57.41%,54.11%,Arceus Goodra,,sirfelyne
82,Alex Faust,,9,3 - 3 - 0drop,57.39%,47.19%,Mew Genesect,,toastedcrabb
83,sacksack17,,9,3 - 3 - 0drop,55.09%,50.17%,Mew Genesect,,sacksack17
84,Capcrew,,9,3 - 3 - 0drop,54.81%,49.90%,Arceus Giratina,,capcrew
85,Vaughn,,9,3 - 2 - 0drop,54.21%,55.69%,Mew Genesect,,vaughn
86,MiloticMelanie,,9,3 - 3 - 0drop,52.50%,53.51%,Arceus Giratina,,miloticmelanie
87,gabrielpachecop,,9,3 - 6 - 0,52.34%,47.56%,Gengar,,gabrielpachecop
88,zattack10,,9,3 - 4 - 0drop,51.58%,47.59%,Kyurem Palkia,,zattack10
89,CoolPillow22,,9,3 - 3 - 0drop,50.00%,48.16%,Lost Zone Box,,coolpillow22
90,FelixSSA,,9,3 - 3 - 0drop,50.00%,46.34%,Hisuian Zoroark,,felixssa
