Place,Name,Country,Points,Record,Opp. Win %,Opp. Opp. %,Deck,List,Player ID
1,shpanda,,29,9 - 0 - 2,,,Gardevoir,,shpanda
2,monsterbasic,,25,8 - 2 - 1,,,Lugia Archeops,,monsterbasic
3,Pilgrimjim,,24,8 - 2 - 0,,,Giratina LZ Box,,pilgrimjim
4,Solomon Shurge,,22,7 - 2 - 1,,,Gardevoir,,freedomfightre
5,kappadorcards,,21,7 - 2 - 0,,,Gardevoir,,kappadorcards
6,owntempo,,20,6 - 1 - 2,,,Lugia Archeops,,owntempo
7,FranceLZ,,19,6 - 2 - 1,,,Mew Genesect,,francelz
8,unikim,,18,6 - 3 - 0,,,Arceus Giratina,,unikim
9,Akhorail,,18,6 - 2 - 0,62.61%,59.10%,Lost Zone Box,,akhorail
10,PastelPalettes,,18,6 - 2 - 0,61.83%,60.88%,Fusion Mew,,pastelpalettes
11,bananaleks,,18,6 - 2 - 0,60.54%,57.71%,Gardevoir,,bananaleks
12,Omar T,,18,6 - 2 - 0,58.33%,58.15%,Gardevoir,,ccot
13,Lugia VSTAR is my BFF,,18,6 - 2 - 0,55.47%,55.58%,Lugia Archeops,,plepine
14,zio,,18,6 - 2 - 0,55.21%,58.15%,Fusion Mew,,zio
15,SubaruPtcg,,18,6 - 2 - 0,54.69%,58.74%,Gardevoir Mewtwo,,subaruptcg
16,RiotTown,,18,6 - 2 - 0,54.32%,57.38%,Fusion Mew,,riottown
17,Weisshert,,18,6 - 2 - 0,53.65%,60.18%,Mew Genesect,,weisshert
18,Noahs,,18,6 - 2 - 0,46.21%,53.15%,Lost Zone Box,,noahs
19,TeachMePokemonPodcast,,18,6 - 2 - 0,45.16%,57.58%,Lugia Archeops,,teachmepokemonpodcast
20,Andrew Hier,,17,5 - 1 - 2,54.64%,55.73%,Gardevoir,,perfectpenguin7
21,iamflukeovo,,16,5 - 2 - 1,60.62%,57.29%,Lost Zone Box,,iamflukeovo
22,Athos4813,,16,5 - 2 - 1,49.74%,55.09%,Giratina LZ Box,,athos4813
23,facufacio,,15,5 - 3 - 0,63.13%,53.39%,Inteleon Urshifu,,facufacio
24,Nectar17,,15,5 - 3 - 0,60.99%,53.45%,Hisuian Zoroark,,nectar17
25,Lsanchez10,,15,5 - 3 - 0,59.49%,54.78%,Lost Zone Box,,lsanchez10
26,Mirek67,,15,5 - 3 - 0,58.65%,51.84%,Goodra LZ Box,,mirek67
