Place,Name,Country,Points,Record,Opp. Win %,Opp. Opp. %,Deck,List,Player ID
1,Dalten Cross,,29,9 - 0 - 2,,,Calyrex Palkia,,vovuvu
2,Loc Nguyen,,25,8 - 2 - 1,,,Arceus Charizard,,lnguyen0750
3,本田翼しか勝たん,,22,7 - 2 - 1,,,Palkia Inteleon,,haruto0621
4,Victor García,,22,7 - 2 - 1,,,Palkia Inteleon,,vicgar08
5,PipoRealG4Life,,22,7 - 1 - 1,,,Mew Genesect,,piporealg4life
6,YoongKaiJian,,21,7 - 2 - 0,,,Palkia Inteleon,,yoongkaijian
7,NotAetrna,,20,6 - 1 - 2,,,Palkia,,notaetrna
8,Anti,,19,6 - 2 - 1,,,Palkia Inteleon,,anti
9,irvintyes,,19,6 - 1 - 1,50.63%,52.46%,Durant,,irvintyes
10,Koustelix,,18,6 - 2 - 0,63.85%,59.86%,Palkia Inteleon,,koustelix
11,BORUTO UZUMAKI LDA,,18,6 - 2 - 0,62.09%,56.11%,Palkia Inteleon,,tai
12,Millionzodollaz,,18,6 - 2 - 0,61.72%,55.45%,Eternatus,,millionzodollaz
13,Javitogol,,18,6 - 2 - 0,61.20%,51.29%,Frosmoth Inteleon Box,,javitogol
14,Hooligan,,18,6 - 2 - 0,61.05%,53.00%,Zoroark Box,,hooligan
15,iStark11,,18,6 - 2 - 0,56.14%,56.85%,Calyrex Inteleon,,istark11
16,Adam  Kalamat,,18,6 - 2 - 0,55.63%,57.26%,Palkia Inteleon,,adamkalamat
17,Akiyama,,18,6 - 2 - 0,53.44%,57.36%,Palkia Inteleon,,akiyama
18,TokenTardigrade,,18,6 - 2 - 0,51.88%,54.76%,Palkia Inteleon,,tokentardigrade
19,Leadlomas,,18,6 - 2 - 0,51.15%,55.31%,Inteleon Inteleon,,leadlomas
20,khazardy,,18,6 - 2 - 0,50.68%,55.84%,Palkia Inteleon,,mugi19212
21,Eduardo Correa,,18,6 - 2 - 0,48.44%,55.21%,Dialga,,edureishu
22,Chunkles,,18,6 - 2 - 0,46.98%,58.85%,Blissey,,chunkles
23,zattack10,,18,6 - 2 - 0,44.22%,50.54%,Mew Genesect,,zattack10
24,ienaga,,18,6 - 2 - 0,43.90%,53.87%,Palkia Inteleon,,ienaga
25,JorgeR,,17,5 - 1 - 2,42.72%,48.99%,Arceus Inteleon,,jorger
26,Pilonzitos,,15,5 - 3 - 0,67.45%,52.45%,Palkia Inteleon,,pilonzitos
27,pedromon,,15,5 - 3 - 0,63.93%,53.10%,Shadow Rider Calyrex,,pedromon
28,KINGNALDOF,,15,5 - 3 - 0,62.76%,57.30%,Lunatone Solrock,,kingnaldof
29,EliMaclean,,15,5 - 3 - 0,59.95%,55.81%,Palkia Inteleon,,elimaclean
30,peteau89,,15,5 - 3 - 0,56.88%,55.37%,Arceus,,peteau89
31,allantcg,,15,5 - 3 - 0,56.62%,53.07%,Calyrex Inteleon,,allantcg
32,clonazepanda,,15,5 - 3 - 0,56.36%,56.45%,Arceus Inteleon,,clonazepanda
33,chriis1,,15,5 - 3 - 0,56.25%,50.95%,Lunatone Solrock,,chriis1
34,Jonathan Patricio Ch.,,15,5 - 3 - 0,55.99%,53.50%,Darkrai,,jonah2705
35,Takaki,,15,5 - 3 - 0,54.80%,53.77%,Blissey,,takaki
36,Adam914,,15,5 - 3 - 0,54.69%,52.12%,Dialga,,adam914
37,Pedro Faceira,,15,5 - 3 - 0,54.17%,56.80%,Mew Genesect,,pedonxp
38,James Simms,,15,5 - 3 - 0,54.02%,52.20%,Palkia Inteleon,,4600737
39,tdawg1627,,15,5 - 3 - 0,53.59%,51.67%,Palkia Inteleon,,tdawg1627
40,yongkyoo,,15,5 - 3 - 0,51.77%,51.62%,Gengar,,yongkyoo
41,Jorden Hamilton,,15,5 - 3 - 0,51.52%,50.80%,Palkia Inteleon,,jordenhamiltontcg
42,TrainerDjair,,15,5 - 3 - 0,50.31%,54.70%,Arceus Gyarados,,trainerdjair
43,Thomas Harvey,,15,5 - 3 - 0,45.07%,51.35%,Shadow Rider Calyrex,,csffarm
44,KR54,,15,5 - 3 - 0,42.56%,46.85%,Inteleon Box,,kr54
45,VictorVonDoom,,15,5 - 3 - 0,42.50%,50.59%,Regis,,victorvondoom
46,Ko,,14,4 - 2 - 2,49.79%,50.31%,Urshifu Inteleon,,ko
47,Jonsern,,13,4 - 3 - 1,56.62%,52.62%,Blissey,,jonsern
48,Austin P,,13,4 - 2 - 1drop,56.38%,50.09%,Stonjourner,,austinpierce07
49,RamboFW,,13,4 - 3 - 1,53.91%,52.87%,Arceus Flying Pikachu,,rambofw
50,asapi2034,,12,4 - 3 - 0drop,62.76%,53.37%,Palkia Inteleon,,asapi2034
51,OnGaard,,12,4 - 4 - 0,61.72%,48.82%,Arceus Lycanroc,,ongaard
52,Heitor Trindade,,12,4 - 3 - 0drop,59.35%,57.39%,Palkia Inteleon,,ratex38
53,SpiderPigGC,,12,4 - 3 - 0drop,56.38%,49.41%,Palkia Inteleon,,spiderpiggc
54,pdrualves,,12,4 - 4 - 0,56.25%,46.65%,Calyrex Palkia,,pdrualves
55,Ruan Andrade,,12,4 - 4 - 0,54.69%,50.74%,Arceus,,naur11
56,Juan Candisano,,12,4 - 3 - 0drop,54.35%,52.39%,Palkia Inteleon,,juankcandi
57,Liam Aesir,,12,4 - 2 - 0drop,53.47%,56.10%,Dialga,,pheonix
58,Wrexodia,,12,4 - 4 - 0,53.24%,49.54%,Mew Genesect,,wrexodia
59,JoiseJo,,12,4 - 4 - 0,52.25%,50.06%,Regis,,joisejo
60,Marcelo Henrique de Oliveira,,12,4 - 4 - 0,52.08%,47.38%,Dialga,,omarcelohs
61,Firefox3203,,12,4 - 3 - 0drop,49.59%,55.42%,Mewtwo Miltank,,firefox3203
62,AFalling8rick,,12,4 - 4 - 0,48.70%,50.61%,Arceus Tapu Koko,,afalling8rick
63,Henrique Gonçalves,,12,4 - 3 - 0drop,48.09%,52.84%,Urshifu Inteleon,,gatanashg
64,EricSmash,,12,4 - 4 - 0,47.28%,53.59%,Crobat,,ericsmash
65,ColinFerguson,,12,4 - 4 - 0,46.88%,51.22%,Rapid Strike Malamar,,colinferguson
66,fdizzle12,,12,4 - 4 - 0,46.24%,52.61%,Mew Genesect,,fdizzle12
67,Kaotom35,,12,4 - 3 - 0drop,41.43%,43.53%,Arceus Inteleon,,kaotom35
68,Tate Whitesell,,10,3 - 3 - 1drop,44.94%,50.46%,Rapid Strike Malamar,,leukocyte
69,Midnite,,9,3 - 2 - 0drop,63.75%,57.91%,Dialga,,midnite
70,RoguePanda,,9,3 - 5 - 0,56.88%,48.54%,Darkrai Weezing,,roguepanda
71,CenzoTheEnzo,,9,3 - 3 - 0drop,55.56%,50.23%,Arceus Inteleon,,cenzotheenzo
72,pititu,,9,3 - 4 - 0drop,53.27%,50.07%,Arceus Malamar,,pititu
73,chingpaq,,9,3 - 2 - 0drop,53.00%,49.62%,Palkia Inteleon,,chingpaq
74,langolango,,9,3 - 3 - 0drop,52.08%,46.41%,Dialga,,langolango
75,SmallHeat,,9,3 - 2 - 0drop,51.75%,49.75%,Arceus Inteleon,,smallheat
76,Voidry,,9,3 - 3 - 0drop,51.04%,52.59%,Suicune Ludicolo,,voidry
77,Fizzyzoe,,9,3 - 3 - 0drop,48.33%,52.74%,Arceus Duraludon,,fizzyzoe
