Place,Name,Country,Points,Record,Opp. Win %,Opp. Opp. %,Deck,List,Player ID
1,PCGMcaceres,,22,7 - 1 - 1,,,Arceus Ice Rider,,pcgmcaceres
2,CTCatsGK,,18,6 - 3 - 0,,,Arceus Tapu Koko,,ctcatsgk
3,low k,,16,5 - 2 - 1,,,Palkia Inteleon,,kienxun55
4,jdangler,,15,5 - 3 - 0,,,Dialga,,jdangler
5,PokeEmmi,,16,5 - 1 - 1,,,Mew Genesect,,pokeemmi
6,16RedGunner,,15,5 - 2 - 0,,,Gengar,,16redgunner
7,Mhall1207,,13,4 - 2 - 1,,,Dialga,,mhall1207
8,GODDO7,,12,4 - 3 - 0,,,Palkia Inteleon,,goddo7
9,AndresJgames,,12,4 - 2 - 0,53.89%,55.65%,Mew Genesect,,andresjgames
10,ElxRookie,,12,4 - 2 - 0,51.39%,54.64%,Palkia Inteleon,,elxrookie
11,chriis1,,12,4 - 2 - 0,51.39%,54.01%,Hisuian Samurott,,chriis1
12,Orion Sutherland,,12,4 - 2 - 0,50.00%,55.11%,Jolteon Inteleon,,joshuasutherland21
13,Dan Perez,,9,3 - 3 - 0,60.00%,54.05%,Calyrex Inteleon,,notoriousd13
14,Elmenor21,,9,3 - 3 - 0,58.33%,53.39%,Shadow Rider Calyrex,,elmenor21
15,Thiccboi503,,9,3 - 3 - 0,46.67%,47.60%,Dialga,,thiccboi503
16,Memorroide69,,9,3 - 3 - 0,41.67%,50.30%,Orbeetle,,memorroide69
17,cjsolis09,,9,3 - 3 - 0,40.00%,52.82%,Rapid Strike Malamar,,cjsolis09
18,sawyermelban,,6,2 - 3 - 0drop,58.33%,50.32%,Urshifu Inteleon,,sawyermelban
19,Zach Roy,,6,2 - 2 - 0drop,58.33%,48.97%,Calyrex Inteleon,,senordoom
20,Marzymon,,6,2 - 2 - 0drop,56.25%,60.42%,Dialga,,marzymon
21,john wanggaard,,6,2 - 1 - 0drop,52.78%,51.39%,Gengar,,ttoabyssal
22,ProfesorJJ,,6,2 - 2 - 0drop,47.92%,52.70%,Palkia,,profesorjj
23,Jothaniel,,6,2 - 1 - 0drop,47.22%,53.89%,Calyrex Inteleon,,jothaniel
24,rixsterexe,,6,2 - 4 - 0,47.22%,50.56%,Arceus,,rixsterexe
25,spadille,,6,2 - 4 - 0drop,44.44%,43.28%,Gengar,,spadille
26,JorgeR,,3,1 - 2 - 0drop,58.33%,50.52%,Arceus Inteleon,,jorger
27,pjwitusik,,3,1 - 2 - 0drop,52.78%,50.00%,Zoroark Box,,pjwitusik
28,TypicalLegend,,3,1 - 3 - 0drop,52.08%,49.37%,Palkia,,typicallegend
29,Kingofgames94,,3,1 - 2 - 0drop,50.00%,54.69%,Mew Genesect,,kingofgames94
30,AlexTheBaller20,,3,1 - 3 - 0drop,47.92%,46.81%,Urshifu Moltres,,alextheballer20
31,Strikingsteelix,,3,1 - 2 - 0drop,47.22%,51.39%,Regis,,strikingsteelix
32,mkirby,,3,1 - 2 - 0drop,44.44%,46.08%,Palkia,,mkirby
33,Cocoboy,,3,1 - 3 - 0drop,39.58%,43.94%,Arceus,,cocoboy
34,SwineOmite,,3,1 - 4 - 0drop,30.00%,44.33%,Arceus Rayquaza,,swineomite
35,CaptainK,,0,0 - 2 - 0drop,58.33%,45.00%,Dialga Bronzong,,captaink
36,YoongKaiJian,,0,0 - 6 - 0drop,44.44%,43.15%,Palkia Inteleon,,yoongkaijian
37,Carlos Bustamante,,0,0 - 2 - 0drop,41.67%,56.48%,Rillaboom,,carlosybatz50
38,xfishx,,0,0 - 2 - 0drop,41.67%,52.38%,Mew Genesect,,xfishx
39,Riguel,,0,0 - 2 - 0drop,32.50%,55.56%,Dark Inteleon,,riguel
