Place,Name,Country,Points,Record,Opp. Win %,Opp. Opp. %,Deck,List,Player ID
1,Sota Kasai,,41,13 - 2 - 2,,,Gardevoir,,puninko
2,infernohippo,,38,12 - 3 - 2,,,Arceus Duraludon,,infernohippo
3,Shun Takahashi,,37,12 - 3 - 1,,,Gardevoir,,zero
4,Uapha,,37,12 - 3 - 1,,,Lugia Archeops,,uapha
5,David Hendrickson,,33,11 - 4 - 0,,,Lost Zone Box,,royalcheez
6,Daniel777,,33,11 - 4 - 0,,,Fusion Mew,,daniel777
7,Yasaka H,,30,10 - 5 - 0,,,Lugia Archeops,,ssh
8,kingslowking,,30,10 - 5 - 0,,,Lost Zone Box,,kingslowking
9,Vicente Canales-Loyola (MoeHawk),,29,9 - 3 - 2,56.00%,50.93%,Giratina LZ Box,,moehawk
10,TornadusF4n,,29,9 - 3 - 2,55.00%,54.20%,Gardevoir,,tornadusf4n
11,Lkkk1333,,28,9 - 4 - 1,64.67%,46.96%,Fusion Mew,,lkkk1333
12,TAKITA,,28,9 - 4 - 1,58.00%,51.60%,Lost Zone Box,,takita
13,Jesus V,,28,9 - 4 - 1,55.00%,46.60%,Arceus Vulpix,,jezuz
14,Cal Connor,,28,9 - 4 - 1,53.75%,52.75%,Inteleon Urshifu,,calcal206
15,ichyopoke,,28,9 - 4 - 1,51.00%,55.42%,Giratina LZ Box,,ichyopoke
16,Hooligan835,,28,9 - 4 - 1,47.00%,49.71%,Fusion Mew,,hooligan835
17,Aidan M,,28,9 - 4 - 1,45.00%,57.20%,Lost Zone Box,,kingcobra
18,Gio,,27,9 - 5 - 0,55.00%,48.18%,Giratina LZ Box,,gio
19,Neo Erlandsson,,25,8 - 5 - 1,51.00%,49.77%,Mew Genesect,,neoerlandsson
20,nearby,,25,8 - 5 - 1,50.00%,49.78%,Fusion Mew,,nearby
21,Katnoaga,,25,8 - 5 - 1,46.25%,48.00%,Gardevoir,,katnoaga
22,Nathan Ginsburg,,25,8 - 5 - 1,45.00%,54.68%,Lost Zone Box,,ngtcg
23,Miggy Hayakawa,,25,8 - 5 - 1,41.25%,48.82%,Giratina LZ Box,,bakalmastergx
24,HellaPKMNTCG2,,24,8 - 6 - 0,40.00%,52.10%,Giratina LZ Box,,hellapkmntcg2
25,MysteriousPlayer,,22,7 - 4 - 1drop,58.33%,55.71%,Chien-Pao Baxcalibur,,mysteriousplayer
26,SirRmor,,22,7 - 5 - 1drop,49.58%,47.22%,Arceus Flying Pikachu,,sirrmor
27,Koichi Kimura,,21,7 - 4 - 0drop,95.00%,47.50%,Lost Zone Box,,symphogear119
28,kikuiK,,21,7 - 7 - 0,57.00%,50.21%,Inteleon Urshifu,,kikuik
29,혁주 권,,19,6 - 3 - 1drop,90.00%,49.00%,Giratina LZ Box,,amane
30,Harukim,,19,6 - 4 - 1drop,65.00%,48.33%,Lost Zone Box,,harukim
31,TOPGEAR1992,,19,6 - 4 - 1drop,40.00%,46.67%,Lost Zone Box,,topgear1992
32,Horo,,18,6 - 5 - 0drop,80.00%,43.50%,Miraidon Flaaffy,,horo
33,Andrew Hedrick,,18,6 - 3 - 0,55.86%,55.51%,Lost Zone Box,,pokehawkeye
34,Mirek67,,18,6 - 3 - 0,52.17%,52.64%,Giratina LZ Box,,mirek67
35,Alex Schemanske,,18,6 - 3 - 0,51.85%,52.54%,Single Strike Lugia,,mewpip
