Place,Name,Country,Points,Record,Opp. Win %,Opp. Opp. %,Deck,List,Player ID
1,Math Liu,,28,9 - 1 - 1,,,Palkia Inteleon,,tdonmt1989
2,Javitogol,,25,8 - 2 - 1,,,Kyurem Palkia,,javitogol
3,Ho-oh S,,22,7 - 2 - 1,,,Lost Zone Box,,remi
4,Mads Jensen,,22,7 - 2 - 1,,,Giratina LZ Box,,luckyboy
5,zio,,20,6 - 1 - 2,,,Palkia Inteleon,,zio
6,GUSTAVOWADA,,20,6 - 1 - 2,,,Giratina LZ Box,,gustavowada
7,Harrison Burch,,19,6 - 2 - 1,,,Arceus Aggron,,burchh
8,Ajolt,,19,6 - 2 - 1,,,Arceus Inteleon,,ajolt
9,Olle24,,19,6 - 1 - 1,49.22%,53.70%,Urshifu Inteleon,,olle24
10,I4RU,,18,6 - 2 - 0,65.31%,57.50%,Hisuian Zoroark,,i4ru
11,ChaloZamorano,,18,6 - 2 - 0,63.39%,60.93%,Mew Genesect,,chalozamorano
12,TOCO,,18,6 - 2 - 0,62.50%,61.18%,Lost Zone Box,,toco
13,AVARIN JR VILLARREAL,,18,6 - 2 - 0,55.49%,53.89%,Mew Genesect,,avarinjr88
14,JJTcg,,18,6 - 2 - 0,53.97%,59.02%,Arcanine Zoroark,,jjtcg
15,Ariorio,,18,6 - 2 - 0,53.39%,55.11%,Giratina LZ Box,,ariorio
16,Godz1lla,,18,6 - 2 - 0,53.27%,56.90%,Arceus Inteleon,,godz1lla
17,McMuffinLebron,,18,6 - 2 - 0,50.89%,56.54%,Arceus,,mcmuffinlebron
18,Jinony,,15,5 - 3 - 0,64.66%,57.78%,Arceus Duraludon,,jinony
19,Blask,,15,5 - 3 - 0,60.75%,56.24%,Mew Genesect,,blask
20,Freddie C,,15,5 - 2 - 0drop,59.82%,57.71%,Mew Genesect,,xgodson
21,Yu Ito,,15,5 - 3 - 0,59.58%,54.22%,Lost Zone Box,,yuyu
22,Lukáš V,,15,5 - 3 - 0,59.26%,57.24%,Mew Genesect,,lefy
23,jasm1ne,,15,5 - 3 - 0,58.59%,55.44%,Mew Genesect,,jasm1ne
24,Kimi0509,,15,5 - 3 - 0,56.82%,53.20%,Giratina LZ Box,,kimi0509
25,Grillorinho,,15,5 - 3 - 0,55.73%,55.57%,Hisuian Zoroark,,grillorinho
26,bandar alshahman,,15,5 - 3 - 0,54.06%,53.51%,Hisuian Zoroark,,banderals
27,Lucas O,,15,5 - 3 - 0,54.06%,53.34%,Kyurem Palkia,,aoldale
28,Sphealasaur,,15,5 - 3 - 0,53.66%,52.69%,Mew Genesect,,sphealasaur
29,Iori127,,15,5 - 3 - 0,52.83%,53.54%,Lost Zone Box,,iori127
30,Shaarni,,15,5 - 3 - 0,52.83%,52.68%,Mew Genesect,,shaarni
31,VictorVonDoom,,15,5 - 3 - 0,51.62%,55.48%,Arceus Giratina,,victorvondoom
32,peteau89,,15,5 - 3 - 0,51.51%,58.20%,Arceus,,peteau89
33,animus,,15,5 - 3 - 0,46.67%,52.63%,Palkia Inteleon,,animus
34,Hashem (Kuwait),,15,5 - 3 - 0,45.00%,50.36%,Other,,hashem
35,sadcyndaquil,,15,5 - 3 - 0,42.71%,51.91%,Lunatone Solrock,,sadcyndaquil
36,Nawon,,12,4 - 2 - 0drop,60.68%,57.88%,Arceus Flying Pikachu,,nawon
37,sino,,12,4 - 3 - 0drop,60.12%,56.00%,Regis,,sino
38,jasmej271190,,12,4 - 4 - 0,58.54%,54.80%,Mew Genesect,,jasmej271190
39,moriwo0115,,12,4 - 3 - 0drop,54.76%,53.59%,Hisuian Goodra,,moriwo0115
40,Sebastià C,,12,4 - 3 - 0drop,53.96%,55.72%,Urshifu Inteleon,,tia2604
41,Lucas Paglia,,12,4 - 4 - 0,53.91%,50.23%,Giratina LZ Box,,luhbra
42,GoRush,,12,4 - 4 - 0,53.48%,49.59%,Hisuian Zoroark,,gorush
