Place,Name,Country,Points,Record,Opp. Win %,Opp. Opp. %,Deck,List,Player ID
1,takami,,31,10 - 0 - 1,,,Mew Genesect,,takami
2,nosoness,,27,9 - 2 - 0,,,Giratina LZ Box,,nosoness
3,ikahan521,,24,8 - 2 - 0,,,Giratina LZ Box,,ikahan521
4,dongriss0817,,24,8 - 2 - 0,,,Giratina LZ Box,,dongriss0817
5,JamesCox190,,20,6 - 1 - 2,,,Gardevoir,,jamescox190
6,Takumi T,,20,6 - 1 - 2,,,Gardevoir,,waitoman
7,ppolq1121,,19,6 - 2 - 1,,,Gardevoir,,ppolq1121
8,chadwicks1164,,19,6 - 2 - 1,,,Single Strike Lugia,,chadwicks1164
9,Urikus,,18,6 - 2 - 0,69.48%,55.65%,Charizard,,urikus
10,ROTURS,,18,6 - 2 - 0,60.36%,56.20%,Gardevoir,,roturs
11,Raizo117,,18,6 - 2 - 0,60.16%,58.55%,Fusion Mew,,raizo117
12,Funnik3,,18,6 - 2 - 0,59.29%,60.11%,Gardevoir,,funnik3
13,Killerbe4t,,18,6 - 2 - 0,58.71%,56.30%,Giratina LZ Box,,killerbe4t
14,Christian Azzopardi,,18,6 - 2 - 0,56.56%,54.51%,Miraidon Flaaffy,,chricamo89
15,Weston67,,18,6 - 2 - 0,54.95%,55.88%,Regis,,weston67
16,Snorlax0909,,18,6 - 2 - 0,54.69%,57.27%,Miraidon Flaaffy,,snorlax0909
17,Yasushi9314,,18,6 - 2 - 0,52.46%,56.55%,Arceus,,yasushi9314
18,David Lugo,,18,6 - 2 - 0,51.58%,56.47%,Gardevoir,,wildfangs
19,Greninjaboi,,18,6 - 2 - 0,51.35%,55.47%,Fusion Mew,,greninjaboi
20,kentin0835O,,18,6 - 2 - 0,49.79%,51.89%,Giratina LZ Box,,kentin0835o
21,seaphire,,17,5 - 1 - 2,48.02%,51.70%,Giratina LZ Box,,seaphire
22,Anti,,16,5 - 2 - 1,67.56%,57.09%,Gardevoir,,anti
23,roi85,,15,5 - 3 - 0,69.01%,57.41%,Fusion Mew,,roi85
24,xyb1111,,15,5 - 3 - 0,62.50%,59.77%,Goodra LZ Box,,xyb1111
25,Nomorox,,15,5 - 3 - 0,62.19%,55.98%,Miraidon Flaaffy,,nomorox
26,Jmazz64,,15,5 - 3 - 0,60.53%,58.36%,Inteleon Urshifu,,jmazz64
27,THEPOSSU,,15,5 - 3 - 0,60.06%,52.91%,Fusion Mew,,thepossu
28,TheRicardoToddy,,15,5 - 3 - 0,59.06%,55.04%,Fusion Mew,,thericardotoddy
29,Oscar C,,15,5 - 3 - 0,58.59%,55.49%,Single Strike Lugia,,kokashar
30,Colerprix,,15,5 - 3 - 0,58.18%,53.32%,Fusion Mew,,colerprix
31,forsomereason,,15,5 - 3 - 0,55.21%,52.26%,Miraidon Flaaffy,,forsomereason
32,AvengerPR,,15,5 - 3 - 0,54.89%,55.24%,Charizard Arceus,,avengerpr
33,spadille,,15,5 - 3 - 0,54.85%,53.30%,Miraidon Flaaffy,,spadille
34,Mijee,,15,5 - 3 - 0,54.33%,53.40%,Miraidon Flaaffy,,mijee
35,Vicente Canales-Loyola (MoeHawk),,15,5 - 3 - 0,51.35%,51.97%,Lost Zone Box,,moehawk
36,xxNico,,15,5 - 3 - 0,49.58%,49.44%,Giratina LZ Box,,xxnico
37,mitigationmorris,,15,5 - 3 - 0,48.75%,49.50%,Fusion Mew,,mitigationmorris
