Place,Name,Country,Points,Record,Opp. Win %,Opp. Opp. %,Deck,List,Player ID
1,Pizzatime15,,24,8 - 2 - 0,,,Lugia Archeops,,pizzatime15
2,Opun4130,,22,7 - 2 - 1,,,Lugia Archeops,,opun4130
3,Gabriel Pino Semedo,,19,6 - 2 - 1,,,Arceus,,gabrielsemedo
4,DongAn ^^,,19,6 - 2 - 1,,,Regis,,qkrwnpdn
5,BertSanz,,18,6 - 2 - 0,,,Regis,,bertsanz
6,homemadebiscuit,,17,5 - 1 - 2,,,Other,,homemadebiscuit
7,Norman C,,17,5 - 1 - 2,,,Mew Genesect,,norm
8,JohnnyB,,16,5 - 2 - 1,,,Mew Genesect,,johnnyb
9,Hooligan,,15,5 - 2 - 0,61.73%,54.55%,Lost Zone Box,,hooligan
10,Doubllez,,15,5 - 2 - 0,60.20%,53.60%,Mew Genesect,,doubllez
11,Brollama,,15,5 - 2 - 0,48.13%,54.71%,Vikavolt,,brollama
12,Iori127,,15,5 - 2 - 0,46.43%,52.67%,Lugia Archeops,,iori127
13,dougisraw,,15,5 - 2 - 0,45.41%,48.97%,Mew Genesect,,dougisraw
14,rowsterman,,13,4 - 2 - 1,52.04%,52.16%,Regis,,rowsterman
15,VolcanTurtleTCG,,12,4 - 3 - 0,57.65%,54.09%,Blissey,,volcanturtletcg
16,Fr0y077,,12,4 - 3 - 0,55.78%,52.23%,Kyurem,,fr0y077
17,sapocururu,,12,4 - 2 - 0drop,51.19%,52.53%,Lugia Archeops,,sapocururu
18,TheHighSchoolCo,,12,4 - 3 - 0,50.00%,53.59%,Regis,,thehighschoolco
19,Ant4391,,12,4 - 3 - 0,47.62%,48.20%,Regidrago Box,,ant4391
20,hgibbon13,,12,4 - 3 - 0,47.11%,50.16%,Lost Zone Box,,hgibbon13
21,Dynamite,,12,4 - 3 - 0,42.86%,52.83%,Mew Genesect,,dynamite
22,hpadron,,11,3 - 2 - 2,39.90%,47.19%,Mew Genesect,,hpadron
23,Finger,,9,3 - 3 - 0drop,63.49%,53.83%,Lugia Archeops,,finger
24,igortotozistico,,9,3 - 3 - 0drop,58.25%,48.68%,Mew Genesect,,igortotozistico
25,fortenat,,9,3 - 3 - 0drop,56.55%,51.70%,Lugia Archeops,,fortenat
26,SupremeBlaze7,,9,3 - 3 - 0drop,54.88%,46.01%,Arceus Giratina,,supremeblaze7
27,Koizata,,9,3 - 4 - 0,52.82%,50.23%,Lugia Archeops,,koizata
28,Vaughn,,9,3 - 2 - 0drop,49.67%,54.62%,Lugia Archeops,,vaughn
29,peteau89,,9,3 - 4 - 0,48.98%,52.42%,Arceus Flying Pikachu,,peteau89
30,Nate Kirksey,,9,3 - 4 - 0,47.72%,46.16%,Mew Genesect,,pokenate
31,TreyJ9k,,9,3 - 4 - 0,44.56%,49.81%,Zoroark Box,,treyj9k
32,Oriddle11,,6,2 - 5 - 0,54.35%,47.28%,Lost Zone Box,,oriddle11
33,wcg,,6,2 - 2 - 0drop,52.68%,52.73%,Arceus Duraludon,,wcg
34,Selen Tatsuki,,6,2 - 2 - 0drop,49.11%,55.69%,Arceus,,edgevnv
35,Roughly52,,6,2 - 3 - 0drop,42.71%,47.58%,Lost Zone Box,,roughly52
36,Orion Sutherland,,6,2 - 3 - 0drop,38.57%,50.81%,Vikavolt Regieleki,,joshuasutherland21
37,Anthony Barragan,,3,1 - 2 - 0drop,66.67%,55.95%,Giratina LZ Box,,anternbar
38,golddaud,,3,1 - 2 - 0drop,58.33%,51.79%,Shadow Rider Calyrex,,golddaud
39,Sly93,,3,1 - 3 - 0drop,56.96%,52.68%,Lugia Archeops,,sly93
40,redwater,,3,1 - 1 - 0drop,55.36%,58.86%,Lugia Archeops,,redwater
41,kong01361955,,3,1 - 1 - 0drop,51.79%,56.25%,Lugia Archeops,,kong01361955
42,dackertaz,,3,1 - 2 - 0drop,49.21%,44.26%,Lugia Archeops,,dackertaz
43,centsrus,,3,1 - 6 - 0,49.15%,46.24%,Palkia Inteleon,,centsrus
44,laborlink,,3,1 - 3 - 0drop,48.81%,52.21%,Other,,laborlink
45,VitorKF,,3,1 - 1 - 0drop,48.21%,58.02%,Durant,,vitorkf
46,Cxndr,,3,1 - 6 - 0,46.43%,46.59%,Vikavolt Regieleki,,cxndr
47,TheRadiantKing,,3,1 - 6 - 0,43.37%,47.74%,Mew Genesect,,theradiantking
48,Jsyatica,,3,1 - 6 - 0,42.96%,44.30%,Hisuian Zoroark,,jsyatica
49,LostInTana,,3,1 - 6 - 0,40.82%,46.21%,Lost Zone Box,,lostintana
50,YoongKaiJian,,3,1 - 2 - 0drop,40.63%,48.67%,Mew Genesect,,yoongkaijian
51,john wanggaard,,3,1 - 6 - 0,39.12%,46.24%,Vikavolt Regieleki,,ttoabyssal
52,MusicLover32699,,3,1 - 2 - 0drop,38.49%,46.43%,Kyurem Palkia,,musiclover32699
53,TrgTcg,,3,1 - 2 - 0drop,33.73%,45.54%,Hisuian Zoroark,,trgtcg
54,Jroc286,,3,1 - 2 - 0drop,30.95%,49.82%,Mew Genesect,,jroc286
55,lindsayrosecup,,1,0 - 2 - 1drop,62.70%,47.54%,Zoroark Box,,lindsayrosecup
56,Frizzant,,0,0 - 1 - 0drop,85.71%,63.78%,Lugia Archeops,,frizzant
57,pokeboi123,,0,0 - 1 - 0drop,85.71%,53.40%,Mew Genesect,,pokeboi123
58,dneubauer13,,0,0 - 1 - 0drop,71.43%,60.20%,Palkia Inteleon,,dneubauer13
59,SmallBoulder,,0,0 - 1 - 0drop,71.43%,48.13%,Lugia Archeops,,smallboulder
60,Dcintell,,0,0 - 1 - 0drop,57.14%,50.00%,Regidrago Box,,dcintell
61,LordSterculius,,0,0 - 3 - 0drop,52.38%,47.14%,Kyurem Palkia,,lordsterculius
62,Savid400,,0,0 - 1 - 0drop,50.00%,51.79%,Urshifu Inteleon,,savid400
63,Kingofgames94,,0,0 - 2 - 0drop,45.24%,43.45%,Palkia Inteleon,,kingofgames94
64,mwarren2500,,0,0 - 2 - 0drop,45.00%,44.29%,Giratina LZ Box,,mwarren2500
65,EletruX,,0,0 - 4 - 0drop,44.64%,48.68%,Giratina LZ Box,,eletrux
66,maualmeida88,,0,0 - 1 - 0drop,42.86%,48.98%,Giratina LZ Box,,maualmeida88
67,blogstar,,0,0 - 2 - 0drop,41.67%,40.71%,Regidrago Box,,blogstar
68,Max Maier,,0,0 - 2 - 0drop,38.10%,48.52%,Regidrago Box,,maxwmaier
69,JackDaniel789,,0,0 - 2 - 0drop,36.67%,45.98%,Kyurem Palkia,,jackdaniel789
70,zio,,0,0 - 1 - 0drop,25.00%,40.82%,Mew Genesect,,zio
