Place,Name,Country,Points,Record,Opp. Win %,Opp. Opp. %,Deck,List,Player ID
1,Andrew Hedrick,,24,8 - 1 - 0,,,Arceus Inteleon,,pokehawkeye
2,NickH777,,20,6 - 1 - 2,,,Arceus Inteleon,,nickh777
3,Cal Connor,,17,5 - 1 - 2,,,Other,,calcal206
4,Chomper2204,,17,5 - 1 - 2,,,Blissey,,chomper2204
5,SwineOmite,,15,5 - 2 - 0,,,Arceus Lycanroc,,swineomite
6,cchewnin,,15,5 - 2 - 0,,,Arceus Inteleon,,cchewnin
7,Matthew Barbeau,,14,4 - 1 - 2,,,Calyrex Inteleon,,waterocean
8,Vini Fernandez,,13,4 - 2 - 1,,,Mew Genesect,,warexpert
9,Mario Vasquez,,13,4 - 1 - 1,54.44%,58.46%,Arceus Inteleon,,pokeyonko
10,Capcrew,,13,4 - 1 - 1,53.61%,55.88%,Other,,capcrew
11,BlakeM,,12,4 - 2 - 0,61.11%,54.41%,Arceus Gyarados,,blakem
12,RamboFW,,12,4 - 2 - 0,58.61%,57.22%,Arceus Flying Pikachu,,rambofw
13,EvanCampbell94,,12,4 - 2 - 0,55.56%,55.00%,Arceus Duraludon,,evancampbell94
14,Fatman,,12,4 - 2 - 0,48.33%,54.52%,Rapid Strike Urshifu,,fatman
15,peteau89,,12,4 - 2 - 0,46.94%,51.31%,Arceus,,peteau89
16,Jonathan Combs,,12,4 - 2 - 0,44.44%,53.96%,Mew Genesect,,cmoneyarkham
17,GabrielSmartTCG,,10,3 - 2 - 1,60.83%,53.52%,Lunatone Solrock,,gabrielsmarttcg
18,bujijia1105,,9,3 - 2 - 0drop,58.33%,54.93%,Lunatone Solrock,,bujijia1105
19,Zach Lesage,,9,3 - 2 - 0drop,58.00%,48.89%,Arceus Duraludon,,zlesage
20,Benny B,,9,3 - 3 - 0,56.94%,51.91%,Arceus Inteleon,,bbillinger
21,Fitypaldis,,9,3 - 3 - 0,52.78%,53.75%,Arceus Inteleon,,fitypaldis
22,Mazzi,,9,3 - 3 - 0,51.39%,57.67%,Calyrex Inteleon,,mazzi
23,banoonw,,9,3 - 3 - 0,51.39%,48.33%,Other,,banoonw
24,Dread Admiral Eliza,,9,3 - 2 - 0drop,50.00%,54.94%,Palkia Inteleon,,bart
25,Jahoostis,,9,3 - 3 - 0,48.61%,52.81%,Shadow Rider Calyrex,,jahoostis
26,Ryan Walsh,,9,3 - 3 - 0,45.83%,50.14%,Darkrai,,evsanger246
27,Geohoffa,,9,3 - 3 - 0,37.50%,52.28%,Calyrex Inteleon,,geohoffa
28,WesleyTopG,,6,2 - 4 - 0,62.78%,51.00%,Shadow Rider Calyrex,,wesleytopg
29,Anti,,6,2 - 1 - 0drop,58.33%,58.22%,Mew Genesect,,anti
30,Jaybob952,,6,2 - 4 - 0,58.33%,51.67%,Arceus Duraludon,,jaybob952
31,Vaughn,,6,2 - 3 - 0drop,58.33%,50.83%,Urshifu Inteleon,,vaughn
32,CollectorMike,,6,2 - 4 - 0,51.39%,46.76%,Arceus Flying Pikachu,,collectormike
33,thebigcheese,,6,2 - 4 - 0,50.28%,45.48%,Arceus Inteleon,,thebigcheese
34,mugi19212,,6,2 - 2 - 0drop,47.92%,56.47%,Mew Genesect,,mugi19212
35,PokeDRUMMER97,,6,2 - 2 - 0drop,47.92%,50.42%,Calyrex Inteleon,,pokedrummer97
36,rixsterexe,,6,2 - 3 - 0drop,47.00%,52.27%,Arceus,,rixsterexe
37,LamLam0731,,6,2 - 2 - 0drop,43.75%,53.42%,Lunatone Solrock,,lamlam0731
38,AndresJgames,,6,2 - 4 - 0,43.06%,48.48%,Palkia Inteleon,,andresjgames
39,kaichichichi,,6,2 - 2 - 0drop,41.67%,53.51%,Palkia Inteleon,,kaichichichi
40,Soar,,6,2 - 2 - 0drop,37.92%,46.18%,Calyrex Inteleon,,soar
41,Orion Sutherland,,3,1 - 2 - 0drop,75.00%,58.33%,Arceus Inteleon,,joshuasutherland21
42,pokeoh09,,3,1 - 3 - 0drop,56.25%,47.08%,Arceus,,pokeoh09
43,Joshua Jathanna,,3,1 - 2 - 0drop,53.33%,50.56%,Lunatone Solrock,,jexpeall
44,tostycr,,3,1 - 2 - 0drop,52.78%,50.00%,Palkia Inteleon,,tostycr
45,CruzControl,,3,1 - 1 - 0drop,50.00%,53.33%,Rapid Strike Urshifu,,cruzcontrol
46,16RedGunner,,3,1 - 3 - 0drop,49.58%,46.98%,Arceus Charizard,,16redgunner
47,Jacob Stillwell,,3,1 - 2 - 0drop,47.22%,50.15%,Palkia Inteleon,,jakesterisit
48,Andrew Hier,,3,1 - 5 - 0,47.00%,43.21%,Rapid Strike Malamar,,perfectpenguin7
49,Dezzy510,,3,1 - 3 - 0drop,41.25%,47.00%,Gengar,,dezzy510
50,Zachary Zavelsky,,3,1 - 2 - 0drop,38.89%,50.21%,Inteleon Box,,datpickleman
51,KingSlayer,,3,1 - 5 - 0,36.11%,46.02%,Lunatone Solrock,,kingslayer
52,Scottjacob1413,,0,0 - 1 - 0drop,83.33%,57.22%,Arceus Inteleon,,scottjacob1413
53,CasparWu0902,,0,0 - 2 - 0drop,71.67%,50.91%,Palkia Inteleon,,casparwu0902
54,Jothaniel,,0,0 - 1 - 0drop,66.67%,58.61%,Lunatone Solrock,,jothaniel
55,André Chiasson,,0,0 - 2 - 0drop,66.67%,52.67%,Miltank,,andrechiasson
56,coronelzeta,,0,0 - 1 - 0drop,66.67%,48.33%,Calyrex Inteleon,,coronelzeta
57,Savid400,,0,0 - 2 - 0drop,62.50%,45.97%,Tapu Koko,,savid400
58,John Konkle,,0,0 - 3 - 0drop,57.78%,48.33%,Orbeetle,,jk338
59,Cocoboy,,0,0 - 2 - 0drop,50.00%,51.04%,Arceus,,cocoboy
60,Proto1551,,0,0 - 1 - 0drop,50.00%,47.92%,Orbeetle,,proto1551
61,zattack10,,0,0 - 2 - 0drop,41.67%,49.44%,Mew Genesect,,zattack10
62,ShutoAndo,,0,0 - 2 - 0drop,37.50%,53.33%,Palkia Inteleon,,shutoando
63,Alex4champion,,0,0 - 3 - 0drop,36.11%,49.23%,Rapid Strike Malamar,,alex4champion
64,Neji30,,0,0 - 1 - 0drop,33.33%,47.22%,Palkia,,neji30
