Place,Name,Country,Points,Record,Opp. Win %,Opp. Opp. %,Deck,List,Player ID
1,Shun Ito,,41,13 - 2 - 2,,,Rapid Strike Malamar,,dedenneshun
2,Augusto Beringuer,,38,12 - 3 - 2,,,Mew Genesect,,augustoberinguer
3,Juan Andree,,35,11 - 3 - 2,,,Mew Genesect,,juanandree
4,UltraNko,,34,11 - 4 - 1,,,Arceus Inteleon,,ultranko
5,John Orgel,,32,10 - 3 - 2,,,Dark Inteleon + Arceus,,champbuster
6,OnGaard,,32,10 - 3 - 2,,,Arceus Lycanroc,,ongaard
7,Bruno Paredes,,32,10 - 3 - 2,,,Arceus Inteleon,,setheboo
8,[GUH]Flavio Arechiga,,32,10 - 3 - 2,,,Arceus Charizard,,flantastic
9,MasterLeBui,,30,10 - 4 - 0,55.00%,54.40%,Calyrex Inteleon,,masterlebui
10,Alloutblitzle,,30,10 - 4 - 0,50.00%,56.96%,Dark Inteleon + Arceus,,alloutblitzle
11,João  Pires,,28,9 - 4 - 1,57.00%,58.57%,Arceus Inteleon,,luisao99
12,JacePatrick,,28,9 - 4 - 1,52.00%,49.20%,Dark Arceus,,jacepatrick
13,NRG allezliverpool,,28,9 - 4 - 1,50.00%,53.75%,Urshifu Inteleon,,allezliverpool69
14,yaminoibat,,28,9 - 4 - 1,50.00%,52.63%,Arceus Raichu,,yaminoibat
15,Taylor Lowe,,28,9 - 4 - 1,41.25%,52.00%,Gengar,,lowet03
16,callyshih,,28,9 - 4 - 1,38.00%,55.95%,Inteleon Inteleon,,callyshih
17,peke,,28,9 - 4 - 1,34.00%,54.78%,Entei,,peke
18,Matthew Wright,,25,8 - 5 - 1,56.00%,48.60%,Arceus Duraludon,,redpyro1266
19,Guilherme Ramalho,,25,8 - 5 - 1,56.00%,43.33%,Arceus Inteleon,,adamastor
20,Leomarin94,,25,8 - 5 - 1,53.00%,47.08%,Sylveon Arceus,,leomarin94
21,Victor García,,25,8 - 5 - 1,52.00%,50.21%,Arceus Inteleon,,vicgar08
22,BFFBEAR,,24,8 - 6 - 0,60.00%,47.50%,Gengar,,bffbear
23,mikemrtn,,24,8 - 5 - 0drop,51.25%,52.94%,Togekiss,,mikemrtn
24,matthewalvis,,22,7 - 6 - 1,49.00%,48.16%,Dark Arceus,,matthewalvis
25,FlowTKast,,21,7 - 5 - 0drop,58.33%,45.71%,Mew Genesect,,flowtkast
26,Wu JinYin,,19,6 - 4 - 1drop,60.00%,47.50%,Arceus,,nba820117
27,Rory Sharpe,,19,6 - 3 - 1drop,25.00%,49.00%,Arceus Inteleon,,stazzy69
28,wadedaze,,18,6 - 3 - 0,63.16%,52.90%,Mew Genesect,,wadedaze
29,Ajolt,,18,6 - 3 - 0,60.95%,54.83%,Mew Genesect,,ajolt
30,Rebo,,18,6 - 3 - 0,60.49%,58.28%,Victini,,rebo
31,waburgod,,18,6 - 3 - 0,59.74%,57.51%,Eternatus,,waburgod
32,Walker Moss,,18,6 - 3 - 0,58.15%,57.55%,Jolteon Inteleon,,atomicsmash
33,Hussemon,,18,6 - 3 - 0,56.97%,55.75%,Suicune Ludicolo,,hussemon
34,AndresJgames,,18,6 - 3 - 0,53.51%,52.64%,Whimsicott,,andresjgames
35,Kashvinder Singh,,18,6 - 3 - 0,53.32%,52.35%,Arceus Inteleon,,kashmann27
36,Descafeinado,,18,6 - 3 - 0,50.12%,49.88%,Arceus,,descafeinado
37,tyranitar,,18,6 - 3 - 0,48.89%,52.02%,Whimsicott,,tyranitar
38,GABY,,18,6 - 3 - 0,48.62%,47.98%,Mad Party,,gaby
39,Takuto,,18,6 - 3 - 0,48.61%,52.46%,Mew Genesect,,takuto
40,Hayden Matthews,,18,6 - 3 - 0,46.90%,53.88%,Suicune Ludicolo,,hdos39
41,Lucas O,,18,6 - 3 - 0,45.79%,49.89%,Whimsicott,,aoldale
42,iStark11,,18,6 - 3 - 0,43.96%,53.20%,Arceus Duraludon,,istark11
43,DangerAce,,16,5 - 3 - 1,54.01%,54.62%,Urshifu Inteleon,,dangerace
44,Iori127,,16,5 - 3 - 1,53.75%,55.31%,Whimsicott Arceus,,iori127
45,Phattara Chuyim,,15,5 - 3 - 0drop,63.59%,57.20%,Durant,,mppooh
46,Lime,,15,5 - 3 - 0drop,61.81%,56.34%,Arceus Inteleon,,lime
47,TimDanklin,,15,5 - 4 - 0,59.74%,56.06%,Other,,timdanklin
