Place,Name,Country,Points,Record,Opp. Win %,Opp. Opp. %,Deck,List,Player ID
1,TaxiCabbage,,40,13 - 3 - 1,,,Lost Zone Box,,taxicabbage
2,mille1216,,37,12 - 4 - 1,,,Giratina LZ Box,,mille1216
3,butadbut,,34,11 - 4 - 1,,,Chien-Pao Baxcalibur,,butadbut
4,Kashvinder Singh Mann,,34,11 - 4 - 1,,,Arceus Giratina,,kashmann27
5,xyb1111,,33,11 - 4 - 0,,,Lost Zone Box,,xyb1111
6,Fuyu,,33,11 - 4 - 0,,,Giratina LZ Box,,fuyu
7,Chris Stotts,,32,10 - 3 - 2,,,Giratina LZ Box,,chrisstotts
8,James Simms,,32,10 - 3 - 2,,,Giratina LZ Box,,4600737
9,bughalover33,,28,9 - 4 - 1,62.67%,55.29%,Lost Zone Box,,bughalover33
10,Samwise200,,28,9 - 4 - 1,61.25%,52.72%,Giratina LZ Box,,samwise200
11,Vicente Canales-Loyola (MoeHawk),,28,9 - 4 - 1,53.00%,51.67%,Giratina LZ Box,,moehawk
12,Aqukinmaster,,28,9 - 4 - 1,43.67%,57.98%,Giratina LZ Box,,aqukinmaster
13,OkFine,,28,9 - 4 - 1,42.00%,57.41%,Charizard,,okfine
14,YH,,27,9 - 5 - 0,61.00%,45.56%,Giratina LZ Box,,yh
15,The Dominican Blown,,27,9 - 5 - 0,45.83%,54.72%,Palkia,,jeremyg3289
16,Alloutblitzle,,27,9 - 2 - 0drop,36.67%,66.88%,Lugia Archeops,,alloutblitzle
17,RiotTown,,26,8 - 1 - 2drop,50.00%,65.00%,Miraidon Flaaffy,,riottown
18,trdaun,,26,8 - 2 - 2drop,50.00%,61.90%,Lost Zone Box,,trdaun
19,Ziudxs,,24,8 - 4 - 0drop,76.67%,42.22%,Giratina LZ Box,,ziudxs
20,Neo Erlandsson,,24,8 - 4 - 0drop,53.33%,46.15%,Chien-Pao Baxcalibur,,neoerlandsson
21,Adam  Kalamat,,24,8 - 6 - 0,44.58%,47.78%,Arceus,,adamkalamat
22,Unown player,,23,7 - 5 - 2,70.00%,50.09%,Snorlax Stall,,palpitoat
23,mitigationmorris,,22,7 - 4 - 1drop,80.00%,48.06%,Fusion Mew,,mitigationmorris
24,EvanCampbell94,,22,7 - 4 - 1drop,75.56%,51.03%,Fusion Mew,,evancampbell94
25,PrinceVortex,,22,7 - 4 - 1drop,55.00%,54.17%,Arceus,,princevortex
26,Zac C,,22,7 - 2 - 1drop,50.00%,59.00%,Giratina LZ Box,,globaltrainer71
27,geekgamesSBO,,21,7 - 4 - 0drop,53.33%,56.87%,Giratina LZ Box,,geekgamessbo
28,Jacob Stillwell,,21,7 - 4 - 0drop,29.17%,70.00%,Giratina LZ Box,,jakesterisit
29,Martin Erlandsson,,19,5 - 2 - 4drop,60.00%,48.33%,Other,,martinzander
30,jayapollo,,19,6 - 3 - 1drop,60.00%,42.00%,Arceus Goodra,,jayapollo
31,Sc,,19,6 - 4 - 1drop,36.67%,49.05%,Giratina LZ Box,,sc
32,Evan P,,18,6 - 4 - 0drop,50.00%,29.17%,Single Strike Lugia,,evanp
33,ANG3Lstreams,,18,6 - 3 - 0,60.03%,55.31%,Miraidon Regieleki,,ang3lstreams
34,OGCranGran,,18,6 - 3 - 0,58.30%,55.53%,Charizard,,ogcrangran
35,saitama,,18,6 - 3 - 0,57.76%,53.20%,Gardevoir,,saitama
36,MreMOEtional,,18,6 - 3 - 0,56.48%,50.20%,Inteleon Urshifu,,mremoetional
37,wwkw0211,,18,6 - 3 - 0,54.72%,59.04%,Miraidon Flaaffy,,wwkw0211
38,Ethanp4,,18,6 - 3 - 0,54.34%,52.14%,Lost Zone Box,,ethanp4
39,piavgc,,18,6 - 3 - 0,53.11%,55.60%,Charizard,,piavgc
40,Montana Drew,,18,6 - 3 - 0,52.90%,53.51%,Arceus Goodra,,tanaxjordan
41,VideoGameHouse,,18,6 - 3 - 0,49.20%,52.74%,Miraidon Regieleki,,videogamehouse
42,Elias Correia,,18,6 - 3 - 0,48.61%,56.02%,Giratina LZ Box,,eliascorreia
43,Oscar C,,18,6 - 3 - 0,48.59%,55.68%,Single Strike Lugia,,kokashar
44,hgibbon13,,18,6 - 3 - 0,47.04%,54.49%,Gardevoir,,hgibbon13
45,Jaze688,,17,5 - 2 - 2,64.38%,56.27%,Lost Zone Box,,jaze688
46,melfo,,17,5 - 2 - 2,63.86%,53.45%,Charizard,,melfo
47,takami,,17,5 - 2 - 2,55.94%,55.48%,Gardevoir,,takami
48,TheWantedBongo,,16,5 - 3 - 1,56.21%,54.37%,Lost Zone Box,,thewantedbongo
49,Flamesillooo,,15,5 - 4 - 0,65.59%,54.71%,Mew Genesect,,flamesillooo
50,Stephen S,,15,5 - 3 - 0drop,62.22%,53.75%,Giratina LZ Box,,stevedumb
51,caiocruz,,15,5 - 3 - 0drop,59.42%,56.58%,Arceus Giratina,,caiocruz
52,Bryson Hunt,,15,5 - 4 - 0,57.41%,55.08%,Chien-Pao Baxcalibur,,bryson
53,syakachiki,,15,5 - 3 - 0drop,57.14%,49.87%,Miraidon Flaaffy,,syakachiki
54,Emanuele Del Sorbo,,15,5 - 3 - 0drop,56.16%,54.95%,Charizard,,erglis91
55,Abyssalarrg,,15,5 - 4 - 0,55.99%,48.76%,Arceus Giratina,,abyssalarrg
56,OYYO,,15,5 - 3 - 0drop,55.75%,57.34%,Chien-Pao Baxcalibur,,oyyo
57,Collins Eckard,,15,5 - 4 - 0,55.37%,53.45%,Giratina LZ Box,,cceckard
58,Alfredo Arenas,,15,5 - 4 - 0,54.76%,53.87%,Charizard,,ghoztare
59,tupochan,,15,5 - 4 - 0,53.88%,55.34%,Charizard,,tupochan
60,Callie Moore,,15,5 - 4 - 0,53.69%,53.88%,Goodra LZ Box,,cannedkiwi
61,pokejoe21,,15,5 - 1 - 0drop,53.47%,60.32%,Ting-Lu,,pokejoe21
62,Paulo Anderson,,15,5 - 4 - 0,51.84%,51.89%,Single Strike Lugia,,fumikage
63,Caleb Rogerson,,15,5 - 4 - 0,51.38%,54.51%,Arceus Giratina,,memaanhc
64,David Hendrickson,,15,5 - 4 - 0,51.36%,50.19%,Giratina LZ Box,,royalcheez
65,Kensuke H,,15,5 - 3 - 0drop,50.68%,52.94%,Gardevoir,,hamuson
66,nathantcg,,15,5 - 4 - 0,43.64%,51.52%,Lost Box Charizard,,nathantcg
67,Avalanche,,15,5 - 4 - 0,43.21%,50.70%,Other,,avalanche
68,Diego Gomez,,15,5 - 4 - 0,41.17%,49.67%,Lost Box Charizard,,darkweb
69,AionCr,,15,5 - 4 - 0,39.01%,51.83%,Palkia,,aioncr
70,Tate Whitesell,,15,5 - 4 - 0,38.76%,47.87%,Arceus,,leukocyte
71,Hyey1712,,15,5 - 4 - 0,36.11%,48.17%,Darkrai,,hyey1712
72,maya,,13,4 - 1 - 1drop,55.09%,60.97%,Lugia Archeops,,maya
73,Wyatt Palguta,,13,4 - 3 - 1drop,54.69%,51.93%,Miraidon Flaaffy,,urpalwyatt
74,Shaggy96,,13,4 - 4 - 1,52.28%,48.08%,Giratina LZ Box,,shaggy96
