Place,Name,Country,Points,Record,Opp. Win %,Opp. Opp. %,Deck,List,Player ID
1,PokeEmmi,,19,6 - 1 - 1,,,Mew Genesect,,pokeemmi
2,theBROTH,,16,5 - 2 - 1,,,Hisuian Samurott,,thebroth
3,Lucas O,,16,5 - 1 - 1,,,Calyrex Inteleon,,aoldale
4,Christian Jaramillo,,15,5 - 2 - 0,,,Samurott Inteleon,,setokaiba1308
5,yoppe06,,13,4 - 1 - 1,,,Palkia Inteleon,,yoppe06
6,diamondsord008,,10,3 - 2 - 1,,,Arceus,,diamondsord008
7,Michele  Babin,,10,3 - 2 - 1,,,Arceus Mewtwo,,michelebabin
8,Jahoostis,,9,3 - 3 - 0,,,Shadow Rider Calyrex,,jahoostis
9,Mario Yanez,,9,3 - 2 - 0,39.67%,56.19%,Dialga,,marioyanez
10,Sconniebass,,6,2 - 3 - 0,61.25%,49.27%,Lunatone Solrock,,sconniebass
11,StayySuper,,6,2 - 3 - 0,59.67%,55.18%,Palkia Inteleon,,stayysuper
12,Zach Lesage,,6,2 - 3 - 0,53.67%,53.26%,Arceus Duraludon,,zlesage
13,BraviaryBoi,,6,2 - 2 - 0drop,49.58%,55.88%,Arceus Mewtwo,,braviaryboi
14,MoshiYBM,,6,2 - 3 - 0,48.00%,49.52%,Dialga,,moshiybm
15,MoshiDaMon5ta,,6,2 - 3 - 0,41.67%,52.67%,Calyrex Palkia,,moshidamon5ta
16,redwater,,3,1 - 2 - 0drop,60.00%,48.67%,Dialga,,redwater
17,rixsterexe,,3,1 - 3 - 0drop,53.33%,48.98%,Arceus,,rixsterexe
18,mkirby,,3,1 - 4 - 0,52.50%,51.05%,Arceus Inteleon,,mkirby
19,Orion Sutherland,,3,1 - 2 - 0drop,50.00%,48.56%,Arceus Inteleon,,joshuasutherland21
20,Matthew Barbeau,,3,1 - 2 - 0drop,48.33%,48.72%,Stonjourner,,waterocean
21,Jonathan Combs,,0,0 - 2 - 0drop,65.00%,48.33%,Darkrai,,cmoneyarkham
22,cdelloiaco,,0,0 - 2 - 0drop,55.00%,50.50%,Durant,,cdelloiaco
23,Huntiemon,,0,0 - 1 - 0drop,40.00%,61.25%,Palkia Inteleon,,huntiemon
24,PVD44,,0,0 - 1 - 0drop,40.00%,59.67%,Leafeon,,pvd44
