Place,Name,Country,Points,Record,Opp. Win %,Opp. Opp. %,Deck,List,Player ID
1,ChaloZamorano,,41,13 - 2 - 2,,,Arceus Inteleon,,chalozamorano
2,PCGMcaceres,,39,13 - 4 - 0,,,Arceus Malamar,,pcgmcaceres
3,Anti,,34,11 - 4 - 1,,,Arceus Inteleon,,anti
4,Toninokm,,34,11 - 4 - 1,,,Calyrex Inteleon,,toninokm
5,Renato Christian,,33,10 - 2 - 3,,,Arceus Inteleon,,manokrebs
6,wadedaze,,32,10 - 3 - 2,,,Mew Genesect,,wadedaze
7,MasterLeBui,,32,10 - 3 - 2,,,Calyrex Inteleon,,masterlebui
8,Hman,,31,10 - 4 - 1,,,Mew Genesect,,hman
9,zio,,31,10 - 3 - 1,41.00%,59.32%,Mew Genesect,,zio
10,Frenillo,,30,10 - 4 - 0,58.00%,57.20%,Calyrex Inteleon,,frenillo
11,EvanCampbell94,,30,10 - 4 - 0,53.00%,51.41%,Arceus,,evancampbell94
12,kitneras y,,28,9 - 4 - 1,72.00%,47.30%,Arceus Inteleon,,rafaelyuiti
13,TOF Fabrizio I,,28,9 - 4 - 1,66.00%,47.50%,Mew Genesect,,fabrizioinsi10
14,APackOfAlpacas,,28,9 - 4 - 1,60.00%,52.70%,Arceus Inteleon,,apackofalpacas
15,kaia,,28,9 - 4 - 1,54.00%,58.13%,Rapid Strike Malamar,,kaia
16,TimDanklin,,28,9 - 4 - 1,33.50%,52.39%,Other,,timdanklin
17,Takuto,,27,9 - 5 - 0,56.00%,46.10%,Arceus Inteleon,,takuto
18,Jeremy Gibson,,27,9 - 5 - 0,49.00%,45.62%,Dark Inteleon,,jgibsongt21
19,BeamMeUp,,27,9 - 5 - 0,34.00%,52.05%,Arceus Inteleon,,beammeup
20,Augusto Beringuer,,25,8 - 5 - 1,58.00%,46.90%,Mew Genesect,,augustoberinguer
21,Chapo Gordian,,25,8 - 5 - 1,53.00%,45.65%,Mew Genesect,,renantiranytar
22,denerrigoli,,25,8 - 5 - 1,50.00%,46.70%,Arceus Duraludon,,denerrigoli
23,Jervis382000,,25,8 - 5 - 1,48.50%,50.62%,Arceus Inteleon,,jervis382000
24,Jester19,,24,8 - 5 - 0drop,55.00%,52.75%,Galarian Weezing,,jester19
25,arielgmo,,24,8 - 6 - 0,37.50%,47.06%,Urshifu Inteleon,,arielgmo
26,Stannytsunami,,22,7 - 5 - 1drop,48.75%,43.62%,Charizard,,stannytsunami
27,KinZo,,22,7 - 5 - 1drop,48.75%,42.35%,Whimsicott,,kinzo
28,studlygnome,,22,7 - 6 - 1,41.00%,43.80%,Mew Genesect,,studlygnome
29,Mario Yanez,,19,6 - 4 - 1drop,80.00%,43.00%,Whimsicott,,marioyanez
30,coronelzeta,,19,6 - 4 - 1drop,75.00%,39.00%,Dark Arceus,,coronelzeta
31,sapocururu,,18,6 - 5 - 0drop,32.50%,35.42%,Whimsicott,,sapocururu
32,[GUH]Flavio Arechiga,,18,6 - 5 - 0drop,31.25%,43.33%,Arceus Charizard,,flantastic
33,Alloutblitzle,,18,6 - 3 - 0,55.59%,54.64%,Arceus Gyarados,,alloutblitzle
34,Serperior5010,,18,6 - 3 - 0,54.93%,55.52%,Arceus Inteleon,,serperior5010
35,Possessed,,18,6 - 3 - 0,53.06%,55.41%,Arceus Duraludon,,possessed
36,JacePatrick,,18,6 - 3 - 0,49.23%,51.47%,Dark Arceus,,jacepatrick
37,Dylan C,,18,6 - 3 - 0,47.06%,52.66%,Mew Genesect,,dylclark21
38,Kashvinder Singh,,18,6 - 3 - 0,46.91%,56.96%,Arceus Inteleon,,kashmann27
39,Jaybob952,,18,6 - 3 - 0,40.74%,48.45%,Duraludon,,jaybob952
40,SestoSento,,16,5 - 3 - 1drop,59.85%,52.23%,Arceus,,sestosento
41,Grifogames24,,16,5 - 3 - 1,57.04%,56.87%,Urshifu Inteleon,,grifogames24
42,JorgeR,,16,5 - 3 - 1,55.70%,53.51%,Urshifu Inteleon,,jorger
43,Lave508,,16,5 - 3 - 1,54.57%,51.63%,Arceus Inteleon,,lave508
44,Bielcosta,,16,5 - 3 - 1,48.48%,53.22%,Calyrex Inteleon,,bielcosta
45,Jechtt1,,16,5 - 3 - 1,47.35%,52.75%,Other,,jechtt1
46,Eze33,,16,5 - 3 - 1,44.43%,54.31%,Arceus Inteleon,,eze33
47,Flarima,,15,5 - 3 - 0drop,69.12%,56.34%,Arceus,,flarima
48,Jonathan Patricio Ch.,,15,5 - 4 - 0,63.27%,56.09%,Arceus Duraludon,,jonah2705
49,Christopher B,,15,5 - 4 - 0,58.87%,54.39%,Arceus Lycanroc,,daycamp
50,rhhaeder,,15,5 - 4 - 0,57.30%,53.81%,Rapid Strike Malamar,,rhhaeder
51,GregFrenchTCG,,15,5 - 3 - 0drop,57.28%,52.21%,Arceus Duraludon,,gregfrenchtcg
52,MrMighty314,,15,5 - 3 - 0drop,56.80%,53.23%,Calyrex Inteleon,,mrmighty314
53,mkirby,,15,5 - 4 - 0,56.48%,52.15%,Arceus Inteleon,,mkirby
54,Igor Araujo,,15,5 - 3 - 0drop,55.55%,56.78%,Calyrex Inteleon,,zephirusz3003
