Place,Name,Country,Points,Record,Opp. Win %,Opp. Opp. %,Deck,List,Player ID
1,hgibbon13,,28,9 - 1 - 1,,,Lost Zone Box,,hgibbon13
2,Josh Frink,,26,8 - 1 - 2,,,Lost Zone Box,,dreamjew
3,Iyla Sutherland,,22,7 - 2 - 1,,,Arceus Giratina,,joshuasutherland21
4,David Hendrickson,,22,7 - 2 - 1,,,Lost Zone Box,,royalcheez
5,TomHagen0308,,22,7 - 1 - 1,,,Giratina LZ Box,,tomhagen0308
6,Harrison Burch,,20,6 - 1 - 2,,,Arceus,,burchh
7,LFriend,,19,6 - 2 - 1,,,Mew Genesect,,lfriend
8,Nimno,,19,6 - 2 - 1,,,Goodra LZ Box,,nimno
9,Axel Sarmento,,18,6 - 2 - 0,61.92%,57.09%,Lugia Archeops,,axelmatheus
10,Chesslife,,18,6 - 2 - 0,61.41%,56.70%,Lugia Archeops,,chesslife
11,ReddHarry,,18,6 - 2 - 0,61.20%,53.63%,Arceus Duraludon,,reddharry
12,Andrew Hedrick,,18,6 - 2 - 0,61.05%,59.23%,Mew Genesect,,pokehawkeye
13,PastelPalettes,,18,6 - 2 - 0,59.84%,55.27%,Fusion Mew,,pastelpalettes
14,brinbo,,18,6 - 2 - 0,55.73%,56.77%,Arceus Regidrago,,brinbo
15,Smart TCG,,18,6 - 2 - 0,55.36%,54.42%,Mew Genesect,,gabrielsmarttcg
16,ferchkc09,,18,6 - 2 - 0,54.69%,54.73%,Lost Zone Box,,ferchkc09
17,Meccer,,18,6 - 2 - 0,52.60%,55.87%,Lugia Archeops,,meccer
18,Huntiemon,,15,5 - 3 - 0,65.36%,52.24%,Arceus,,huntiemon
19,Hazeo,,15,5 - 3 - 0,61.72%,53.54%,Lost Zone Box,,hazeo
20,Jacovious,,15,5 - 3 - 0,60.16%,54.70%,Lost Zone Box,,jacovious
21,Cocoboy,,15,5 - 3 - 0,57.77%,54.10%,Lost Zone Box,,cocoboy
22,MysteriousPlayer,,15,5 - 3 - 0,57.34%,52.56%,Lost Zone Box,,mysteriousplayer
23,Weston67,,15,5 - 3 - 0,55.98%,51.04%,Gardevoir,,weston67
24,Christian Cruz,,15,5 - 3 - 0,55.83%,59.01%,Gardevoir,,christiancruz
25,Jacobi420,,15,5 - 3 - 0,55.57%,49.92%,Arceus,,jacobi420
26,Kashvinder Singh Mann,,15,5 - 3 - 0,54.80%,49.68%,Mew Genesect,,kashmann27
27,Huffer,,15,5 - 3 - 0,53.70%,56.40%,Miraidon Flaaffy,,huffer
28,ZmanCuddles,,15,5 - 3 - 0,53.04%,53.93%,Mew Genesect,,zmancuddles
29,owntempo,,15,5 - 3 - 0,52.54%,54.46%,Lugia Archeops,,owntempo
30,Puninko,,15,5 - 3 - 0,49.53%,53.83%,Gardevoir,,puninko
31,James Simms,,15,5 - 3 - 0,48.86%,53.12%,Gardevoir,,4600737
32,Spring,,15,5 - 3 - 0,47.19%,53.47%,Lost Zone Box,,spring
33,msych,,15,5 - 3 - 0,43.23%,52.98%,Giratina LZ Box,,msych
34,Hammerhead,,15,5 - 3 - 0,40.73%,48.95%,Lost Zone Box,,hammerhead
35,burgerburgerburger,,12,4 - 1 - 0drop,60.00%,59.24%,Lost Box Charizard,,ascotpokes
36,Rsandoval986,,12,4 - 4 - 0,58.28%,49.47%,Lunatone Solrock,,rsandoval986
37,SADATO69,,12,4 - 3 - 0drop,58.27%,53.18%,Mew Genesect,,sadato69
38,MoeHawk,,12,4 - 4 - 0,51.04%,47.93%,Fusion Mew,,moehawk
39,TeachMePokemonPodcast,,12,4 - 4 - 0,50.26%,47.56%,Lugia Archeops,,teachmepokemonpodcast
40,Kenny P,,12,4 - 4 - 0,50.26%,47.14%,Gardevoir,,acetrainerkenny
41,Matthew Pitchford,,12,4 - 3 - 0drop,49.40%,52.01%,Lost Zone Box,,mattydyl8
42,tremaynelaughs,,12,4 - 4 - 0,46.88%,47.52%,Lugia Archeops,,tremaynelaughs
43,AvengerPR,,12,4 - 4 - 0,46.79%,51.28%,Lugia Archeops,,avengerpr
44,PianoFish,,12,4 - 4 - 0,46.09%,49.62%,Goodra LZ Box,,pianofish
45,Gardell Young,,12,4 - 4 - 0,46.04%,46.24%,Arceus Duraludon,,mrsuav
46,SaltyLily,,12,4 - 4 - 0,44.06%,48.54%,Rayquaza Flaaffy,,saltylily
47,Leandro Fernandes,,12,4 - 4 - 0,43.23%,49.31%,Lost Zone Box,,leandropringos
48,Noahs,,9,3 - 2 - 0drop,66.25%,56.06%,Arceus Duraludon,,noahs
49,Artic,,9,3 - 2 - 0drop,59.58%,56.26%,Lost Zone Box,,artic
50,Mitchell J,,9,3 - 4 - 0drop,58.93%,53.15%,Lost Box Charizard,,mitchelllj
51,Andrew Hier,,9,3 - 2 - 0drop,54.58%,56.12%,Gardevoir,,perfectpenguin7
52,Juancho (PrimeTimeWizardTV),,9,3 - 5 - 0,54.28%,49.02%,Gardevoir,,auriz27
53,chadwicks1164,,9,3 - 5 - 0,51.04%,45.12%,Gardevoir,,chadwicks1164
54,Jamie Chesnut,,9,3 - 2 - 0drop,46.93%,51.24%,Gardevoir,,pianist3494
55,Loc N,,9,3 - 2 - 0drop,46.67%,54.84%,Arceus Flying Pikachu,,lnguyen0750
56,JardelArtiman,,9,3 - 3 - 0drop,45.63%,48.68%,Lost Zone Box,,jardelartiman
57,Sanderson,,9,3 - 3 - 0drop,43.47%,50.90%,Giratina LZ Box,,sanderson
58,Poderz1,,9,3 - 5 - 0,42.86%,48.50%,Inteleon Urshifu,,poderz1
59,Javo,,9,3 - 5 - 0,42.19%,46.41%,Giratina LZ Box,,javo
60,SirRmor,,9,3 - 3 - 0drop,39.31%,53.86%,Arceus Duraludon,,sirrmor
61,tarfiel,,9,3 - 5 - 0,38.54%,44.90%,Goodra LZ Box,,tarfiel
62,ripPTCGO,,9,3 - 5 - 0,35.94%,43.72%,Gardevoir,,ripptcgo
63,Katnoaga,,7,2 - 2 - 1drop,62.00%,53.00%,Gardevoir,,katnoaga
64,0xy4q,,7,2 - 2 - 1drop,51.25%,50.19%,Lost Zone Box,,0xy4q
65,Hooligan835,,6,2 - 2 - 0drop,70.31%,53.65%,Mew Genesect,,hooligan835
66,bughalover33,,6,2 - 2 - 0drop,62.50%,51.59%,Lost Zone Box,,bughalover33
67,Dylan Smeigh,,6,2 - 2 - 0drop,61.56%,54.68%,Giratina LZ Box,,dusce
68,DorianStotts,,6,2 - 3 - 0drop,57.50%,52.07%,Lost Zone Box,,dorianstotts
69,Allen Gutierrez,,6,2 - 3 - 0drop,55.00%,49.09%,Lugia Archeops,,bannedinsouls
70,Gavin Z,,6,2 - 3 - 0drop,55.00%,43.37%,Mew Genesect,,yum0n
71,PinkQuaker,,6,2 - 4 - 0drop,54.50%,43.90%,Gardevoir Mewtwo,,pinkquaker
72,jhoegerl,,6,2 - 2 - 0drop,53.65%,56.83%,Lost Zone Box,,jhoegerl
73,25isthebest,,6,2 - 2 - 0drop,50.00%,49.85%,Lost Zone Box,,25isthebest
74,eevee08,,6,2 - 4 - 0drop,49.93%,46.46%,Lugia Archeops,,eevee08
75,PrinceVortex,,6,2 - 2 - 0drop,48.96%,56.00%,Goodra LZ Box,,princevortex
76,Ithinkyouaburger G,,6,2 - 2 - 0drop,48.44%,55.38%,Lugia Archeops,,balexblaze
77,YoyoTCG,,6,2 - 2 - 0drop,48.33%,50.21%,Lost Zone Box,,yoyotcg
78,LOCO,,6,2 - 4 - 0drop,48.07%,51.45%,Gardevoir,,loco
79,Ezrawilliams,,6,2 - 3 - 0drop,47.50%,48.60%,Arceus Duraludon,,ezrawilliams
80,Hunter54,,6,2 - 2 - 0drop,43.75%,52.67%,Mew Genesect,,hunter54
81,RocketExecJeff,,6,2 - 4 - 0drop,43.06%,45.42%,Gardevoir,,rocketexecjeff
82,Keller H,,6,2 - 3 - 0drop,42.50%,49.36%,Lost Zone Box,,22lava44
83,TheHighSchoolCo,,6,2 - 3 - 0drop,42.00%,45.15%,Lugia Archeops,,thehighschoolco
84,MasterLuke789,,6,2 - 2 - 0drop,40.63%,49.76%,Lugia Archeops,,masterluke789
85,kingslowking,,6,2 - 2 - 0drop,40.21%,49.79%,Miraidon Flaaffy,,kingslowking
