Place,Name,Country,Points,Record,Opp. Win %,Opp. Opp. %,Deck,List,Player ID
1,dneubauer13,,18,6 - 2 - 0,,,Arceus Inteleon,,dneubauer13
2,fortenat,,16,5 - 2 - 1,,,Palkia Inteleon,,fortenat
3,Jpizzy41,,16,5 - 1 - 1,,,Dialga,,jpizzy41
4,Phattara Chuyim,,16,5 - 1 - 1,,,Regis,,mppooh
5,Lokii,,12,4 - 2 - 0,,,Samurott Inteleon,,lokii
6,CeeCeeSauce,,10,3 - 2 - 1,,,Samurott Weezing,,ceeceesauce
7,JustEdge,,9,3 - 3 - 0,,,Dialga,,justedge
8,Cal Connor,,9,3 - 3 - 0,,,Dialga,,calcal206
9,Giuseppe333156,,6,2 - 3 - 0,60.67%,52.89%,Mew Genesect,,giuseppe333156
10,Alessandro  Vezzoni,,6,2 - 3 - 0,58.75%,53.07%,Gengar,,palpitoat
11,Sadlife,,3,1 - 2 - 0drop,61.67%,53.85%,Calyrex Inteleon,,sadlife
12,YeetwoodSnack,,3,1 - 2 - 0drop,58.33%,55.45%,Regis,,yeetwoodsnack
13,Savid400,,3,1 - 2 - 0drop,55.00%,55.67%,Dragapult Inteleon,,savid400
14,iforgotmyoldlogi,,3,1 - 3 - 0drop,54.44%,51.79%,Urshifu Inteleon,,iforgotmyoldlogi
15,johnnyquestx,,3,1 - 4 - 0,50.00%,48.85%,Gengar Inteleon,,johnnyquestx
16,Guithemegames,,3,1 - 1 - 0drop,47.50%,50.37%,Blissey,,guithemegames
17,Vicente Varas,,3,1 - 1 - 0drop,32.50%,55.93%,Regis,,fumiante
18,Gordon (the squishmallow),,0,0 - 1 - 0drop,90.00%,57.67%,Arceus Flying Pikachu,,globaltrainer71
19,Joshua Bell,,0,0 - 1 - 0drop,80.00%,59.00%,Dark Inteleon + Arceus,,joshuaxbell23
20,Andrew H,,0,0 - 1 - 0drop,60.00%,61.00%,Rapid Strike Malamar,,perfectpenguin7
21,Anas G,,0,0 - 1 - 0drop,33.33%,58.33%,Regis,,itsg46a
