Place,Name,Country,Points,Record,Opp. Win %,Opp. Opp. %,Deck,List,Player ID
1,Gumilakilla,,20,6 - 0 - 2,,,Palkia Inteleon,,gumilakilla
2,Fabian Robledo,,17,5 - 1 - 2,,,Arceus Duraludon,,fabian2206
3,Riguel,,13,4 - 2 - 1,,,Dark Inteleon,,riguel
4,Danf,,13,4 - 2 - 1,,,Palkia Inteleon,,danf
5,fortenat,,10,3 - 2 - 1,,,Palkia Inteleon,,fortenat
6,maguimaster,,10,3 - 2 - 1,,,Palkia,,maguimaster
7,MasterBees,,9,3 - 3 - 0,,,Mew Genesect,,masterbees
8,Andrew H,,9,3 - 3 - 0,,,Rapid Strike Malamar,,perfectpenguin7
9,TheShinyBuizel,,6,2 - 2 - 0drop,70.00%,54.05%,Zoroark Box,,theshinybuizel
10,Tommy Hines,,6,2 - 2 - 0drop,70.00%,53.77%,Dialga,,tcat0101
11,john wanggaard,,6,2 - 3 - 0,63.75%,51.03%,Gengar,,ttoabyssal
12,Andrew Hedrick,,3,1 - 0 - 0drop,70.00%,59.00%,Palkia Inteleon,,pokehawkeye
13,Vaughn,,3,1 - 2 - 0drop,70.00%,47.67%,Regis,,vaughn
14,u5d,,3,1 - 2 - 0drop,51.67%,47.27%,Palkia Inteleon,,u5d
15,Rjg,,3,1 - 1 - 0drop,47.50%,57.86%,Other,,rjg
16,Jothaniel,,3,1 - 1 - 0drop,42.50%,46.39%,Calyrex Inteleon,,jothaniel
17,ColinFerguson,,3,1 - 0 - 0drop,40.00%,63.75%,Regis,,colinferguson
18,Cward06,,0,0 - 1 - 0drop,80.00%,59.00%,Other,,cward06
19,Ezequiel Jerez ️,,0,0 - 1 - 0drop,80.00%,51.67%,Arceus Malamar,,goldenboyx
20,rhhaeder,,0,0 - 1 - 0drop,70.00%,57.00%,Arceus Inteleon,,rhhaeder
21,VitorKF,,0,0 - 2 - 0drop,60.00%,55.71%,Durant,,vitorkf
22,compYammu,,0,0 - 1 - 0drop,60.00%,43.67%,Mew Genesect,,compyammu
23,paarthvader,,0,0 - 2 - 0drop,55.00%,57.04%,Mew Genesect,,paarthvader
24,Jari Honraedt,,0,0 - 2 - 0drop,37.50%,35.83%,Palkia,,jarihonraedt
25,mkirby,,0,0 - 2 - 0drop,29.17%,46.00%,Palkia,,mkirby
