Place,Name,Country,Points,Record,Opp. Win %,Opp. Opp. %,Deck,List,Player ID
1,APackOfAlpacas,,30,10 - 1 - 0,,,Lost Zone Box,,apackofalpacas
2,Spring,,25,8 - 2 - 1,,,Lost Box Charizard,,spring
3,Ursiidae,,22,7 - 2 - 1,,,Gardevoir,,ursiidae
4,bananaleks,,22,7 - 2 - 1,,,Gardevoir,,bananaleks
5,Yurine,,22,7 - 1 - 1,,,Miraidon Regieleki,,yurine
6,Drandonbean02,,19,6 - 2 - 1,,,Arceus Duraludon,,drandonbean02
7,cherry,,19,6 - 2 - 1,,,Arceus Giratina,,cherry
8,Math Liu,,19,6 - 2 - 1,,,Arceus Giratina,,tdonmt1989
9,Ilucasmac,,18,6 - 2 - 0,65.31%,56.98%,Arceus Regidrago,,ilucasmac
10,Shaarni,,18,6 - 2 - 0,63.54%,56.96%,Goodra LZ Box,,shaarni
11,AlexCanul7,,18,6 - 2 - 0,63.44%,54.64%,Lugia Archeops,,alexcanul7
12,topadeckplz,,18,6 - 2 - 0,57.92%,56.16%,Lost Zone Box,,topadeckplz
13,TheRicardoToddy,,18,6 - 2 - 0,57.92%,54.94%,Arceus Giratina,,thericardotoddy
14,Seraphim3,,18,6 - 2 - 0,52.66%,57.35%,Lost Zone Box,,seraphim3
15,Jskiba,,18,6 - 2 - 0,49.37%,54.01%,Lost Box Charizard,,jskiba
16,kappadorcards,,18,6 - 2 - 0,47.19%,54.61%,Fusion Mew,,kappadorcards
17,leandro1390,,18,6 - 2 - 0,44.38%,56.76%,Miraidon Regieleki,,leandro1390
18,Anti,,17,5 - 1 - 2,54.58%,56.92%,Arceus Giratina,,anti
19,TheHumanSpider,,16,5 - 2 - 1,62.50%,56.50%,Lost Box Charizard,,thehumanspider
20,Akhorail,,16,5 - 2 - 1,60.42%,56.41%,Lost Zone Box,,akhorail
21,Leonardo Martins,,16,5 - 2 - 1,59.92%,57.71%,Arceus Giratina,,panzerd
22,Joah W,,16,5 - 2 - 1,59.49%,56.58%,Lost Zone Box,,jo300
23,hgibbon13,,16,5 - 2 - 1,54.80%,54.09%,Lost Zone Box,,hgibbon13
24,TTVCirca,,16,5 - 2 - 1,50.19%,51.75%,Gardevoir,,ttvcirca
25,cardleadersde,,15,5 - 3 - 0,64.58%,56.49%,Lost Zone Box,,cardleadersde
26,Oskulden,,15,5 - 3 - 0,63.91%,53.27%,Inteleon Urshifu,,adamdabitch
27,Kyle Jones-Wells,,15,5 - 2 - 0drop,63.82%,58.23%,Mew Genesect,,bloodyjonesy
28,unikim,,15,5 - 3 - 0,61.94%,56.11%,Arceus Giratina,,unikim
29,MIMIDEATH,,15,5 - 3 - 0,57.96%,52.99%,Dialga Magnezone,,mimideath
30,zio,,15,5 - 3 - 0,57.81%,52.92%,Fusion Mew,,zio
31,YourBoze,,15,5 - 3 - 0,55.47%,54.92%,Gardevoir,,yourboze
32,Guzii,,15,5 - 3 - 0,54.80%,55.63%,Gardevoir,,guzii
33,tomo1713,,15,5 - 3 - 0,54.54%,53.04%,Lost Zone Box,,tomo1713
34,wiggzthefatman,,15,5 - 3 - 0,53.37%,50.24%,Goodra LZ Box,,wiggzthefatman
35,SushiPika,,15,5 - 3 - 0,51.92%,52.06%,Gardevoir,,sushipika
36,Huffer,,15,5 - 3 - 0,48.39%,56.46%,Miraidon Flaaffy,,huffer
37,Dominik Malicki,,15,5 - 3 - 0,47.92%,52.09%,Arceus Giratina,,demmix
38,GrubTheBuilder,,13,4 - 3 - 1,58.93%,52.59%,Gardevoir,,grubthebuilder
39,santosan23992,,13,4 - 3 - 1,55.02%,51.73%,Gardevoir,,santosan23992
40,carbon,,13,4 - 3 - 1,50.30%,51.48%,Goodra LZ Box,,carbon
41,Mirek67,,13,4 - 3 - 1,48.18%,56.04%,Arceus Goodra,,mirek67
42,Ryota Saito,,13,4 - 3 - 1,47.81%,52.48%,Giratina LZ Box,,mawssa2000
43,Jaakko Karjalainen,,13,4 - 3 - 1,44.53%,48.91%,Lost Box Charizard,,jaxutcg
44,kitneras y,,12,4 - 4 - 0,60.16%,50.36%,Gardevoir Mewtwo,,rafaelyuiti
45,arturoR2D2633127,,12,4 - 3 - 0drop,59.31%,54.68%,Giratina LZ Box,,arturor2d2633127
46,Paul Margold,,12,4 - 3 - 0drop,58.63%,51.62%,Other,,pmplays1089
47,Justauras,,12,4 - 4 - 0,53.46%,52.13%,Hisuian Zoroark,,justauras
48,Faquico,,12,4 - 3 - 0drop,53.27%,52.27%,Lost Zone Box,,faquico
49,Lecho,,12,4 - 4 - 0,51.04%,55.83%,Lost Zone Box,,lecho
50,Erwan H,,12,4 - 4 - 0,50.00%,52.67%,Goodra LZ Box,,nherwan
51,fejoagui,,12,4 - 4 - 0,48.70%,46.88%,Goodra LZ Box,,fejoagui
52,Terry Hype and play .,,12,4 - 1 - 0drop,48.57%,60.54%,Arceus Giratina,,frostblaze13110
53,Antidot3Beatz,,12,4 - 4 - 0,47.92%,53.94%,Gardevoir,,antidot3beatz
54,LastKniaz,,12,4 - 4 - 0,45.98%,52.54%,Arceus Giratina,,lastkniaz
55,turboGuppie,,12,4 - 3 - 0drop,45.11%,55.37%,Goodra LZ Box,,turboguppie
56,Frank van der Wielen,,12,4 - 2 - 0drop,44.94%,58.94%,Arceus Duraludon,,frankvanderwielen
57,EXfiveDaiveR,,12,4 - 4 - 0,41.41%,52.39%,Gardevoir,,exfivedaiver
58,tomrrr,,10,3 - 4 - 1,41.59%,49.17%,Mew Genesect,,tomrrr
