Place,Name,Country,Points,Record,Opp. Win %,Opp. Opp. %,Deck,List,Player ID
1,Anti,,41,13 - 2 - 2,,,Mew Genesect,,anti
2,UltraNko,,41,13 - 2 - 2,,,Arceus Inteleon,,ultranko
3,Hman,,35,11 - 3 - 2,,,Rapid Strike Malamar,,hman
4,Andrew Hedrick,,34,11 - 4 - 1,,,Rapid Strike Malamar,,pokehawkeye
5,APackOfAlpacas,,33,11 - 4 - 0,,,Arceus Inteleon,,apackofalpacas
6,Orianna M,,32,10 - 3 - 2,,,Rapid Strike Malamar,,orixvx
7,Dalten Cross,,31,10 - 4 - 1,,,Mew Genesect,,vovuvu
8,Nick DeVries,,31,10 - 4 - 1,,,Mew Genesect,,tiki
9,grantm12,,30,10 - 4 - 0,40.00%,56.82%,Rapid Strike Malamar,,grantm12
10,YoongKaiJian,,29,9 - 3 - 2,56.67%,53.91%,Suicune Ludicolo,,yoongkaijian
11,James Simms,,29,9 - 3 - 2,51.00%,58.62%,Arceus Inteleon,,4600737
12,GoRush,,29,9 - 3 - 2,36.00%,50.63%,Arceus Inteleon,,gorush
13,VolcanTurtleTCG,,28,9 - 4 - 1,56.00%,49.20%,Arceus Raichu,,volcanturtletcg
14,Hayden Matthews,,28,9 - 4 - 1,54.00%,49.93%,Other,,hdos39
15,peke,,27,9 - 5 - 0,52.00%,46.67%,Arceus Inteleon,,peke
16,Curly71,,27,9 - 5 - 0,48.00%,51.74%,Shadow Rider Calyrex,,curly71
17,AtiumShadow,,26,8 - 4 - 2,68.00%,54.73%,Arceus Inteleon,,atiumshadow
18,ChristianCruz,,26,8 - 4 - 2,51.00%,53.77%,Dark Inteleon,,christiancruz
19,DiceOfFate,,25,8 - 5 - 1,52.00%,46.52%,Arceus Duraludon,,diceoffate
20,Jervis382000,,25,8 - 5 - 1,47.00%,50.42%,Arceus Inteleon,,jervis382000
21,arturoR2D2633127,,25,8 - 5 - 1,42.00%,49.76%,Arceus Inteleon,,arturor2d2633127
22,Lime,,24,8 - 4 - 0drop,63.33%,52.00%,Arceus Inteleon,,lime
23,wadedaze,,24,8 - 5 - 0drop,45.00%,45.50%,Mew Genesect,,wadedaze
24,Henrique Jorge,,23,7 - 5 - 2,50.67%,49.35%,Urshifu Cinccino,,hbjtrevo
25,lindsayrosecup,,22,7 - 5 - 1drop,43.75%,45.29%,Arceus Inteleon,,lindsayrosecup
26,JorgeR,,22,7 - 4 - 1drop,41.67%,50.77%,Mew Genesect,,jorger
27,edmund khoo,,21,7 - 4 - 0drop,40.00%,47.00%,Mew Genesect,,ayayaka
28,Koizata,,19,6 - 5 - 1drop,66.67%,52.67%,Rapid Strike Malamar,,koizata
29,Caleb P,,19,6 - 4 - 1drop,47.50%,39.44%,Rapid Strike Malamar,,piman13575
