Place,Name,Country,Points,Record,Opp. Win %,Opp. Opp. %,Deck,List,Player ID
1,Gabriel Fernandez {raio120},,29,9 - 0 - 2,,,Palkia Inteleon,,raio120
2,Manoloe621,,27,9 - 2 - 0,,,Mew Genesect,,manoloe621
3,DEREK ROY,,25,8 - 1 - 1,,,Lost Zone Box,,derekroy1992
4,Vini Fernandez,,22,7 - 2 - 1,,,Mew Genesect,,warexpert
5,ninjadrake,,21,7 - 2 - 0,,,Lugia Archeops,,ninjadrake
6,Cal Connor,,20,6 - 1 - 2,,,Other,,calcal206
7,VmaxSkittlez,,19,6 - 2 - 1,,,Arceus Goodra,,vmaxskittlez
8,Trican,,19,6 - 2 - 1,,,Other,,trican
9,birdboy2000,,19,6 - 1 - 1,56.51%,59.74%,Other,,birdboy2000
10,tomo1713,,19,6 - 1 - 1,55.32%,57.32%,Blissey,,tomo1713
11,rotozap,,19,6 - 1 - 1,50.26%,57.45%,Lost Zone Box,,rotozap
12,Ryoma,,18,6 - 2 - 0,63.39%,59.03%,Hisuian Goodra,,ryoma
13,ptcgoigu,,18,6 - 2 - 0,61.53%,51.47%,Lugia Archeops,,ptcgoigu
14,arukoto,,18,6 - 2 - 0,60.38%,54.37%,Arceus Inteleon,,arukoto
15,Fuyu,,18,6 - 2 - 0,58.54%,58.05%,Arceus Inteleon,,fuyu
16,KOKIRI,,18,6 - 1 - 0drop,58.16%,59.22%,Hisuian Goodra,,kokiri
17,NRG allezliverpool,,18,6 - 2 - 0,55.58%,57.59%,Mew Genesect,,allezliverpool69
18,kasazizooka,,18,6 - 2 - 0,51.09%,55.29%,Lost Zone Box,,kasazizooka
19,Hayden Matthews,,18,6 - 2 - 0,50.89%,57.83%,Arceus,,hdos39
20,iStark11,,18,6 - 2 - 0,50.63%,57.95%,Lost Zone Box,,istark11
21,James Simms,,18,6 - 2 - 0,49.28%,57.17%,Arceus,,4600737
22,Akiyama TCG,,18,6 - 2 - 0,42.50%,53.75%,Hisuian Zoroark,,akiyama777
23,EtherRocket,,16,5 - 2 - 1,66.41%,55.62%,Regis,,etherrocket
24,kkrueger91,,16,5 - 2 - 1,63.75%,58.01%,Arceus Flying Pikachu,,kkrueger91
25,Tygermom,,16,5 - 2 - 1,63.28%,53.54%,Mew Genesect,,tygermom
26,facufacio,,16,5 - 2 - 1,57.03%,54.51%,Mewtwo Control,,facufacio
27,Christian Cruz,,16,5 - 2 - 1,48.75%,50.27%,Lugia Archeops,,christiancruz
28,littledarkfury,,15,5 - 3 - 0,68.45%,57.15%,Eternatus,,littledarkfury
29,Alex Faust,,15,5 - 3 - 0,64.62%,56.75%,Regis,,toastedcrabb
30,infernohippo,,15,5 - 3 - 0,63.49%,57.83%,Arceus,,infernohippo
31,Magundy,,15,5 - 3 - 0,62.19%,58.27%,Arceus Duraludon,,magundy
