Place,Name,Country,Points,Record,Opp. Win %,Opp. Opp. %,Deck,List,Player ID
1,Zach Lesage,,33,11 - 1 - 0,,,Kyurem Palkia,,zlesage
2,James Simms,,27,9 - 3 - 0,,,Giratina LZ Box,,4600737
3,JacksonDavillan,,25,8 - 2 - 1,,,Giratina LZ Box,,jacksondavillan
4,Erik J,,25,8 - 2 - 1,,,Hisuian Zoroark,,azmx157
5,TheShaddyWaffle,,25,8 - 1 - 1,,,Hisuian Zoroark,,theshaddywaffle
6,CounterCollector,,22,7 - 2 - 1,,,Palkia Inteleon,,countercollector
7,Jesse Parker,,21,7 - 3 - 0,,,Mew Genesect,,jdparker11
8,Smart TCG,,21,7 - 3 - 0,,,Kyurem Palkia,,gabrielsmarttcg
9,UltraNko,,21,7 - 2 - 0,,,Giratina LZ Box,,ultranko
10,Chunkles,,19,6 - 2 - 1,,,Arceus Aggron,,chunkles
11,Matthew Wright,,19,6 - 2 - 1,,,Palkia Inteleon,,redpyro1266
12,Cal Connor,,19,6 - 2 - 1,,,Kyurem Palkia,,calcal206
13,Anti,,19,6 - 2 - 1,,,Calyrex Palkia,,anti
14,Juancho S,,18,6 - 3 - 0,,,Giratina,,auriz27
15,Geta264870,,18,6 - 3 - 0,,,Kyurem Palkia,,geta264870
16,vtrouter,,18,6 - 3 - 0,,,Kyurem Palkia,,vtrouter
17,Vina,,16,5 - 2 - 1,,,Arceus Giratina,,vina
18,peteau89,,15,5 - 3 - 0,,,Arceus,,peteau89
19,Roberto Antonio Plaza Orellana,,15,5 - 3 - 0,,,Calyrex Inteleon,,ch1nogamer
20,JHesai,,15,5 - 3 - 0,,,Palkia Inteleon,,jhesai
21,cheet0,,15,5 - 3 - 0,,,Calyrex Palkia,,cheet0
22,. Medi,,15,5 - 3 - 0,,,Shadow Rider Calyrex,,owohunt
23,KevGmAn,,13,4 - 2 - 1,62.76%,56.31%,Palkia Inteleon,,kevgman
24,Xaeyard,,12,4 - 3 - 0,65.31%,53.26%,Hisuian Zoroark,,xaeyard
25,yoppe06,,12,4 - 3 - 0,63.88%,55.09%,Palkia Inteleon,,yoppe06
26,plooopy,,12,4 - 3 - 0,61.90%,53.54%,Mew Genesect,,plooopy
27,iStark11,,12,4 - 3 - 0,60.20%,54.42%,Other,,istark11
28,bujijia1105,,12,4 - 3 - 0,59.13%,55.36%,Lost Zone Box,,bujijia1105
29,lmedinelli,,12,4 - 3 - 0,58.67%,53.10%,Mew Genesect,,lmedinelli
30,Gryndstone,,12,4 - 3 - 0,58.16%,52.73%,Hisuian Goodra,,gryndstone
31,TimDanklin,,12,4 - 3 - 0,57.76%,52.43%,Palkia Inteleon,,timdanklin
32,RyanM,,12,4 - 3 - 0,56.73%,53.52%,Palkia Inteleon,,ryanm
33,Andrew Hier,,12,4 - 3 - 0,53.98%,47.09%,Rapid Strike Malamar,,perfectpenguin7
34,1000 taro,,12,4 - 3 - 0,51.02%,52.99%,Amazing Reshiram,,rotaryrocket
35,soaringcupcake,,12,4 - 3 - 0,50.71%,55.17%,Giratina,,soaringcupcake
36,Josh Stapler,,12,4 - 3 - 0,49.59%,53.41%,Giratina LZ Box,,aestheticallyjosh
37,Clayton Fagan,,12,4 - 3 - 0,49.49%,51.60%,Hisuian Goodra,,madtrucker78
38,aleexdouglas,,9,3 - 4 - 0,68.98%,52.02%,Palkia Inteleon,,aleexdouglas
39,LiamKidd,,9,3 - 3 - 0drop,57.74%,51.31%,Arceus Aggron,,liamkidd
40,chriis1,,9,3 - 4 - 0,55.61%,52.53%,Hisuian Zoroark,,chriis1
41,Caio Schneider,,9,3 - 4 - 0,53.16%,52.35%,Arceus Aggron,,kenobiecb
42,Josh Cohen,,9,3 - 2 - 0drop,51.57%,55.32%,Lost Zone Box,,jcohenwc
43,PokeDRUMMER97,,9,3 - 4 - 0,49.25%,52.02%,Lost Zone Box,,pokedrummer97
44,CTorres84,,9,3 - 3 - 0drop,49.01%,51.04%,Inteleon Box,,ctorres84
45,Scottjacob1413,,9,3 - 3 - 0drop,48.33%,52.46%,Arceus Inteleon,,scottjacob1413
46,golddaud,,9,3 - 4 - 0,47.11%,51.01%,Shadow Rider Calyrex,,golddaud
47,JestKidding,,9,3 - 3 - 0drop,46.07%,53.06%,Palkia Inteleon,,jestkidding
48,brenbolone,,9,3 - 4 - 0,45.00%,50.13%,Palkia Inteleon,,brenbolone
49,Ewri,,9,3 - 4 - 0,43.13%,51.98%,Lost Zone Box,,ewri
50,Vaetna,,9,3 - 4 - 0,41.31%,51.10%,Arceus Flying Pikachu,,vaetna
51,Gtown,,9,3 - 3 - 0drop,40.60%,51.67%,Arceus Duraludon,,gtown
52,Tygermom,,6,2 - 2 - 0drop,54.17%,57.58%,Arceus Duraludon,,tygermom
53,Lucas O,,6,2 - 3 - 0drop,53.71%,47.59%,Weezing Inteleon,,aoldale
54,EvanCampbell94,,6,2 - 3 - 0drop,53.24%,47.20%,Lost Zone Box,,evancampbell94
55,Tomo177supra,,6,2 - 3 - 0drop,52.38%,50.52%,Palkia Inteleon,,tomo177supra
56,Savid400,,6,2 - 2 - 0drop,51.79%,50.86%,Giratina LZ Box,,savid400
57,TheShinyBuizel,,6,2 - 3 - 0drop,50.24%,53.84%,Hisuian Goodra,,theshinybuizel
58,Fizzyzoe,,6,2 - 2 - 0drop,50.18%,54.85%,Mew Genesect,,fizzyzoe
59,rixsterexe,,6,2 - 3 - 0drop,50.00%,48.75%,Arceus,,rixsterexe
60,Exogen5,,6,2 - 5 - 0drop,50.00%,47.42%,Kyurem Palkia,,exogen5
61,Opun4130,,6,2 - 2 - 0drop,48.39%,54.10%,Giratina LZ Box,,opun4130
62,Yoshimain,,6,2 - 3 - 0drop,45.71%,50.21%,Lost Zone Box,,yoshimain
63,Lpc1994,,6,2 - 2 - 0drop,44.82%,56.07%,Crobat Weezing,,lpc1994
64,Evan P,,6,2 - 2 - 0drop,44.64%,51.74%,Lost Zone Box,,tape
65,redwater,,6,2 - 3 - 0drop,43.71%,46.44%,Giratina LZ Box,,redwater
66,Forgebroke,,6,2 - 4 - 0drop,42.38%,42.23%,Mew Genesect,,forgebroke
67,Axel Sarmento,,6,2 - 3 - 0drop,42.24%,53.45%,Other,,axelmatheus
68,MagikarpTheGat,,6,2 - 2 - 0drop,41.67%,50.89%,Giratina,,magikarpthegat
69,Michele  Babin,,6,2 - 3 - 0drop,41.10%,48.25%,Giratina,,michelebabin
70,JorgeR,,6,2 - 2 - 0drop,39.29%,51.43%,Palkia,,jorger
71,joshlleyo1,,3,1 - 2 - 0drop,55.95%,54.20%,Hisuian Goodra,,joshlleyo1
72,PokeZero,,3,1 - 2 - 0drop,54.76%,48.19%,Calyrex Palkia,,pokezero
73,ndao94,,3,1 - 1 - 0drop,53.57%,52.60%,Hisuian Goodra,,ndao94
74,veguita,,3,1 - 2 - 0drop,51.19%,55.00%,Hisuian Goodra,,veguita
75,JayArrCee,,3,1 - 2 - 0drop,51.19%,51.96%,Arceus Aggron,,jayarrcee
