Place,Name,Country,Points,Record,Opp. Win %,Opp. Opp. %,Deck,List,Player ID
1,Xavier E,,43,14 - 2 - 1,,,Giratina LZ Box,,xabro
2,Braiden1235,,40,13 - 3 - 1,,,Arceus Duraludon,,braiden1235
3,David Hendrickson,,36,12 - 4 - 0,,,Lost Zone Box,,royalcheez
4,kasazizooka,,35,11 - 3 - 2,,,Lost Zone Box,,kasazizooka
5,Cal Connor,,31,10 - 4 - 1,,,Fusion Mew,,calcal206
6,BigT,,31,10 - 4 - 1,,,Arceus Giratina,,bigt
7,João Victor,,30,10 - 5 - 0,,,Gardevoir,,ijaoi
8,AtomicGantner,,30,9 - 3 - 3,,,Arceus Giratina,,atomicgantner
9,Leadlomas,,30,10 - 4 - 0,43.67%,55.58%,Fusion Mew,,leadlomas
10,Blong07,,30,10 - 4 - 0,38.00%,62.06%,Arceus Rayquaza,,blong07
11,DorianStotts,,28,9 - 4 - 1,53.00%,60.20%,Arceus Duraludon,,dorianstotts
12,Luke Williams,,28,9 - 4 - 1,53.00%,52.93%,Arceus Duraludon,,bananaman999
13,GinJ5,,28,9 - 4 - 1,52.00%,53.19%,Arceus Tapu Koko,,ginj5
14,VideoGameHouse,,28,9 - 4 - 1,51.00%,56.83%,Miraidon Regieleki,,videogamehouse
15,sannose310,,27,9 - 5 - 0,78.00%,46.33%,Lost Zone Box,,sannose310
16,Tate Whitesell,,27,9 - 5 - 0,49.00%,51.18%,Lost Zone Box,,leukocyte
17,hgibbon13,,25,8 - 5 - 1,70.00%,48.93%,Chien-Pao Baxcalibur,,hgibbon13
18,Anti,,25,8 - 4 - 1drop,58.33%,48.33%,Palkia Gardevoir,,anti
19,Tomás Riquelme,,25,8 - 5 - 1,55.00%,48.67%,Lost Zone Box,,seadek
20,Tsuku2222,,25,8 - 5 - 1,52.67%,49.57%,Mew Genesect,,tsuku2222
21,A. E.,,25,8 - 5 - 1,45.00%,50.13%,Arceus Rayquaza,,ninjadrake
22,davibsousa,,25,8 - 5 - 1,43.00%,47.50%,Ting-Lu,,davibsousa
23,Anthony Zheng,,24,8 - 6 - 0,53.00%,44.85%,Fusion Mew,,zahnet
24,Jessica Love,,24,8 - 6 - 0,42.67%,48.49%,Arceus Duraludon,,jessicaloves
25,David Lugo,,22,7 - 3 - 1drop,75.00%,46.00%,Inteleon Urshifu,,wildfangs
26,Alec W,,22,7 - 3 - 1drop,52.50%,53.00%,Gardevoir,,alecward14
27,Benny Billinger,,22,7 - 4 - 1drop,44.44%,48.75%,Inteleon Urshifu,,bbillinger
28,Yu,,22,7 - 4 - 1drop,38.33%,51.82%,Giratina LZ Box,,a413483
29,RiotTown,,21,7 - 5 - 0drop,36.67%,43.33%,Single Strike Lugia,,riottown
30,Matthew W,,19,6 - 7 - 1,50.00%,47.95%,Chien-Pao Baxcalibur,,matthewwolfs
31,Willie O,,19,6 - 4 - 1drop,36.67%,47.50%,Darkrai,,kasterpd
32,MerkleyMXZDX,,18,6 - 4 - 0drop,80.00%,38.00%,Chien-Pao Baxcalibur,,merkleymxzdx
33,Poke4G,,18,6 - 3 - 0,57.58%,55.54%,Lost Zone Box,,poke4g
34,Fernando França [DB],,18,6 - 3 - 0,57.28%,52.95%,Giratina LZ Box,,fernandofs10
35,Fuyu,,18,6 - 3 - 0,54.19%,56.66%,Gardevoir,,fuyu
36,PTPPokemon68,,18,6 - 3 - 0,49.38%,54.81%,Lost Zone Box,,ptppokemon68
37,melfo,,18,6 - 3 - 0,45.34%,54.67%,Gardevoir,,melfo
38,Jungwoongjin,,16,5 - 3 - 1,52.54%,51.84%,Arceus Giratina,,jungwoongjin
39,MojoJodo,,16,5 - 3 - 1,52.26%,50.18%,Giratina LZ Box,,mojojodo
40,ikahan521,,16,5 - 3 - 1,44.14%,48.44%,Giratina LZ Box,,ikahan521
41,lukepaul10,,15,5 - 4 - 0,66.84%,54.16%,Lost Zone Box,,lukepaul10
42,Danilmendes,,15,5 - 2 - 0drop,58.97%,59.98%,Single Strike Lugia,,danilmendes
43,EvanCampbell94,,15,5 - 4 - 0,57.89%,56.10%,Inteleon Urshifu,,evancampbell94
44,schepsi,,15,5 - 1 - 0drop,57.87%,61.96%,Ting-Lu,,schepsi
45,Joe Higashi,,15,5 - 4 - 0,56.48%,55.40%,Lugia Archeops,,rotaryrocket
46,James Simms,,15,5 - 4 - 0,54.51%,51.87%,Fusion Mew,,4600737
47,RealColinFirth,,15,5 - 4 - 0,54.31%,50.64%,Dialga Magnezone,,realcolinfirth
48,Evan P,,15,5 - 4 - 0,54.20%,52.77%,Arceus Duraludon,,evanp
