Place,Name,Country,Points,Record,Opp. Win %,Opp. Opp. %,Deck,List,Player ID
1,koga,,27,9 - 2 - 0,,,Regis,,koga
2,fataapple,,26,8 - 1 - 2,,,Regis,,fataapple
3,Norm,,22,7 - 2 - 1,,,Mew Genesect,,norm
4,maguimaster,,21,7 - 3 - 0,,,Kyurem Palkia,,maguimaster
5,Goomy35,,19,6 - 2 - 1,,,Regis,,goomy35
6,TheRicardoToddy,,19,6 - 2 - 1,,,Mew Genesect,,thericardotoddy
7,aninhacns,,18,6 - 3 - 0,,,Giratina LZ Box,,aninhacns
8,superkev98,,15,5 - 4 - 0,,,Kyurem Palkia,,superkev98
9,Munseungwoo,,18,6 - 2 - 0,,,Zoroark Box,,munseungwoo
10,Cal Connor,,17,5 - 1 - 2,,,Mew Genesect,,calcal206
11,mlj1606,,16,5 - 2 - 1,,,Mew Genesect,,mlj1606
12,zattack10,,15,5 - 3 - 0,,,Mew Genesect,,zattack10
13,SpecsGG,,15,5 - 3 - 0,,,Mew Genesect,,specsgg
14,Inf3rno90,,15,5 - 3 - 0,,,Lugia Archeops,,inf3rno90
15,mewtwo0918,,15,5 - 3 - 0,,,Palkia Inteleon,,mewtwo0918
16,Duhskull,,15,5 - 3 - 0,,,Regis,,duhskull
17,papapokeca,,12,4 - 3 - 0,57.41%,55.33%,Lost Zone Box,,papapokeca
18,Hooligan835,,12,4 - 3 - 0,57.31%,55.62%,Lost Zone Box,,hooligan835
19,17tribe,,12,4 - 3 - 0,54.29%,49.71%,Arceus Duraludon,,17tribe
20,Vaughn,,12,4 - 3 - 0,53.67%,55.28%,Mew Genesect,,vaughn
21,LuisDiiiEnLaFama,,12,4 - 3 - 0,51.19%,54.47%,Giratina LZ Box,,luisdiiienlafama
22,saurusTCG,,12,4 - 3 - 0,51.19%,51.91%,Arceus Regidrago,,saurustcg
23,NGKyVong,,12,4 - 3 - 0,44.76%,48.64%,Arceus Duraludon,,ngkyvong
24,LordSterculius,,12,4 - 3 - 0,41.60%,49.59%,Mew Genesect,,lordsterculius
25,Agostin,,12,4 - 3 - 0,40.68%,50.30%,Weezing Inteleon,,agostin
26,dlee88,,9,3 - 3 - 0drop,60.32%,53.83%,Vikavolt Regieleki,,dlee88
27,Nagii,,9,3 - 2 - 0drop,55.24%,50.82%,Giratina LZ Box,,nagii
28,Cedaraptor,,9,3 - 3 - 0drop,53.69%,51.27%,Zeraora,,cedaraptor
29,Brett Frasier,,9,3 - 3 - 0drop,53.10%,50.24%,Giratina LZ Box,,brettchesnaught
30,Pikachu369248,,9,3 - 3 - 0drop,52.58%,51.51%,Mew Genesect,,pikachu369248
31,MALAAMAR,,9,3 - 3 - 0drop,47.62%,52.65%,Other,,malaamar
32,Bassitos2612,,9,3 - 3 - 0drop,44.05%,50.98%,Arceus Goodra,,bassitos2612
33,Thomas Harvey,,9,3 - 4 - 0,39.39%,50.27%,Crobat Weezing,,csffarm
34,mwarren2500,,6,2 - 3 - 0drop,53.57%,52.60%,Mew Genesect,,mwarren2500
35,kikerda,,6,2 - 3 - 0drop,52.86%,45.17%,Regis,,kikerda
36,Sanjay7s,,6,2 - 2 - 0drop,51.96%,56.29%,Lost Zone Box,,sanjay7s
37,APackOfAlpacas,,6,2 - 2 - 0drop,51.79%,54.74%,Mew Genesect,,apackofalpacas
38,Kenneth Kinsman,,6,2 - 3 - 0drop,49.29%,47.50%,Arceus Flying Pikachu,,excalibur1991
39,Vini Fernandez,,6,2 - 2 - 0drop,49.11%,57.27%,Palkia Inteleon,,warexpert
40,Samantha H,,6,2 - 2 - 0drop,48.21%,55.98%,Blissey,,samhoanglong
41,BlondonBoy,,6,2 - 4 - 0drop,47.74%,46.71%,Giratina LZ Box,,blondonboy
42,Kaz,,6,2 - 3 - 0drop,44.29%,48.67%,Mew Genesect,,kaz
43,LiamKidd,,6,2 - 2 - 0drop,43.04%,52.01%,Mew Genesect,,liamkidd
44,Mwaubin,,6,2 - 5 - 0,42.50%,46.08%,Blissey,,mwaubin
45,Drowzyx,,6,2 - 3 - 0drop,40.24%,42.75%,Hisuian Zoroark,,drowzyx
46,Kashvinder Singh,,6,2 - 2 - 0drop,39.29%,48.61%,Palkia Inteleon,,kashmann27
47,JohnnyB,,6,2 - 3 - 0drop,33.81%,47.51%,Mew Genesect,,johnnyb
48,Ethan K,,3,1 - 2 - 0drop,65.24%,49.10%,Lugia Archeops,,cranidosking147
49,Doubllez,,3,1 - 2 - 0drop,63.33%,49.44%,Lugia Archeops,,doubllez
50,willschoeff,,3,1 - 3 - 0drop,58.04%,55.85%,Regis,,willschoeff
