Place,Name,Country,Points,Record,Opp. Win %,Opp. Opp. %,Deck,List,Player ID
1,David Hendrickson,,40,13 - 3 - 1,,,Lugia Archeops,,royalcheez
2,marcogarcia,,38,12 - 3 - 2,,,Goodra LZ Box,,marcogarcia
3,Tate Whitesell,,38,12 - 2 - 2,,,Lugia Archeops,,leukocyte
4,daycamp,,35,11 - 3 - 2,,,Arceus Tapu Koko,,daycamp
5,. Medi,,33,11 - 4 - 0,,,Regis,,owohunt
6,Travis Beckwith,,32,10 - 3 - 2,,,Lugia Archeops,,travis
7,Adam K,,31,10 - 4 - 1,,,Regis,,adamknowles
8,Zach Forjette,,31,9 - 2 - 4,,,Yveltal Control,,zachforjette
9,Artic,,30,10 - 4 - 0,55.00%,55.20%,Rayquaza LZ Box,,artic
10,Alex Schemanske,,30,10 - 4 - 0,42.00%,52.14%,Vikavolt,,mewpip
11,Nathan Ginsburg,,29,9 - 3 - 2,45.00%,56.58%,Yveltal Control,,ngtcg
12,Nara1702,,28,9 - 4 - 1,66.00%,56.80%,Regis,,nara1702
13,Tyler Crouthamel,,28,9 - 4 - 1,63.00%,51.82%,Arceus Flying Pikachu,,tcrouty98
14,Mark Marullo,,28,9 - 4 - 1,50.00%,52.22%,Mew Genesect,,markofino
15,ChaloZamorano,,28,9 - 4 - 1,45.00%,57.78%,Lugia Archeops,,chalozamorano
16,Oskulden,,27,8 - 3 - 3,58.00%,54.00%,Palkia Inteleon,,adamdabitch
17,hino,,27,9 - 5 - 0,54.00%,53.57%,Arceus Tapu Koko,,hino
18,Lucas O,,27,9 - 5 - 0,43.00%,50.48%,Mew Genesect,,aoldale
19,Chris Osborn,,26,8 - 4 - 2,45.00%,53.70%,Lugia Archeops,,rawsborn
20,PrinceVortex,,25,8 - 4 - 1drop,58.75%,47.35%,Goodra LZ Box,,princevortex
21,Owen Dalgard,,25,8 - 4 - 1drop,53.75%,49.72%,Arceus Duraludon,,owendalgard
22,Mcalmic,,25,8 - 5 - 1,52.00%,48.13%,Lugia Archeops,,mcalmic
23,Cal Connor,,24,8 - 6 - 0,53.00%,51.14%,Lugia Archeops,,calcal206
24,Pachi,,23,7 - 3 - 2drop,45.00%,52.31%,Goodra LZ Box,,pachi
25,Gengar9212,,22,7 - 6 - 1,47.50%,50.75%,Vikavolt Regieleki,,gengar9212
26,RiotTown,,22,7 - 5 - 1drop,46.67%,51.67%,Regis,,riottown
27,Santiago García Lufin,,22,7 - 3 - 1drop,42.50%,53.89%,Goodra LZ Box,,sanandgarluf
28,Christian Cruz,,21,7 - 5 - 0drop,60.00%,51.00%,Lugia Archeops,,christiancruz
29,peke,,21,7 - 4 - 0drop,52.50%,47.50%,Arceus Duraludon,,peke
30,Digocoltro,,19,6 - 3 - 1drop,70.00%,45.00%,Goodra LZ Box,,digocoltro
31,Victor A,,19,6 - 4 - 1drop,60.00%,46.50%,Lost Zone Box,,hipoke
32,Cameron Kawasaki,,19,6 - 3 - 1drop,60.00%,45.00%,Lugia Archeops,,beastes123
33,Joe Higashi,,18,6 - 3 - 0,59.74%,56.53%,Mew Genesect,,rotaryrocket
34,ShmeeChristmas,,18,6 - 3 - 0,59.07%,54.50%,Inteleon Box,,shmeechristmas
35,Alex C,,18,6 - 3 - 0,58.49%,53.30%,Vikavolt,,pandaboss58
36,Adam  Kalamat,,18,6 - 3 - 0,58.33%,54.86%,Lugia Archeops,,adamkalamat
37,DragoniteHoarder,,18,6 - 3 - 0,56.73%,56.87%,Lugia Archeops,,dragonitehoarder
38,bananaleks,,18,6 - 3 - 0,55.68%,51.34%,Lugia Archeops,,bananaleks
39,Huntiemon,,18,6 - 3 - 0,55.42%,56.04%,Regis,,huntiemon
40,James Simms,,18,6 - 3 - 0,55.39%,54.58%,Mew Genesect,,4600737
41,nosoness,,18,6 - 3 - 0,54.63%,57.57%,Mew Genesect,,nosoness
42,Grant Hays,,18,6 - 3 - 0,53.70%,54.18%,Lugia Archeops,,granthays
43,maguimaster,,18,6 - 3 - 0,53.69%,52.08%,Arceus Duraludon,,maguimaster
44,CoopFan71 .,,18,6 - 3 - 0,53.09%,54.82%,Mew Genesect,,darwinnunez
45,Matt Vandersluys,,18,6 - 3 - 0,52.16%,54.87%,Arceus Duraludon,,cxndr
46,Gabe Shumway,,18,6 - 3 - 0,48.58%,55.33%,Mew Genesect,,gabeshumway
47,Matthew44,,18,6 - 3 - 0,48.43%,52.10%,Yveltal Control,,matthew44
48,Felpopiinho,,18,6 - 3 - 0,46.23%,53.27%,Goodra LZ Box,,felpopiinho
49,Ryan Simons,,16,5 - 3 - 1,52.90%,54.05%,Lost Zone Box,,variedits
50,mccoy716,,16,5 - 3 - 1,47.16%,52.75%,Palkia Inteleon,,mccoy716
51,Bidenator 1942,,15,5 - 4 - 0,63.26%,53.16%,Eternatus,,balexblaze
52,MQTpokemon06,,15,5 - 4 - 0,61.57%,55.44%,Arceus Flying Pikachu,,mqtpokemon06
53,Eze33,,15,5 - 4 - 0,61.08%,55.90%,Lugia Archeops,,eze33
54,Zarbon,,15,5 - 3 - 0drop,59.03%,55.77%,Mew Genesect,,zarbon
55,Nedak,,15,5 - 3 - 0drop,58.18%,54.23%,Lugia Archeops,,nedak
56,Darin O'Meara,,15,5 - 4 - 0,58.15%,52.36%,Mew Genesect,,shr3d
57,Michael Hunter,,15,5 - 4 - 0,57.65%,55.23%,Mew Genesect,,virtuosogerm045
58,SYCHT,,15,5 - 4 - 0,57.28%,55.47%,Regis,,sycht
59,Gabriel Pino Semedo,,15,5 - 4 - 0,56.60%,55.39%,Giratina LZ Box,,gabrielsemedo
60,Akiyama TCG,,15,5 - 4 - 0,55.07%,54.45%,Mew Genesect,,akiyama777
61,Katnoaga,,15,5 - 4 - 0,53.12%,52.62%,Lugia Archeops,,katnoaga
62,NickyFranchise,,15,5 - 4 - 0,51.36%,50.56%,Arceus Regidrago,,nickyfranchise
63,DysonUmtuch,,15,5 - 4 - 0,49.81%,48.48%,Giratina LZ Box,,dysonumtuch
64,AdriSilva,,15,5 - 3 - 0drop,49.65%,56.83%,Palkia,,adrisilva
65,Jojitsu,,15,5 - 4 - 0,48.43%,51.96%,Lugia Archeops,,jojitsu
66,Jorgecani,,15,5 - 4 - 0,48.12%,52.01%,Arceus,,jorgecani
67,TCC Jerrick G,,15,5 - 4 - 0,47.91%,47.64%,Eternatus,,jmila7
68,Yoshimain,,15,5 - 4 - 0,47.83%,55.04%,Lost Zone Box,,yoshimain
69,Souldias,,15,5 - 4 - 0,46.70%,50.45%,Arceus Tapu Koko,,souldias
