Place,Name,Country,Points,Record,Opp. Win %,Opp. Opp. %,Deck,List,Player ID
1,Kwan Tai,,40,13 - 3 - 1,,,Lugia Archeops,,nicomf
2,Justin Y,,38,12 - 3 - 2,,,Giratina LZ Box,,juatiny
3,TRTs101,,38,12 - 2 - 2,,,Single Strike Lugia,,trts101
4,ntmgpkc,,35,11 - 3 - 2,,,Lost Zone Box,,ntmgpkc
5,OUO990809,,32,10 - 3 - 2,,,Giratina LZ Box,,ouo990809
6,Brady Lagasse,,32,10 - 3 - 2,,,Giratina LZ Box,,bradylag13
7,Caleb Rogerson,,31,10 - 4 - 1,,,Chien-Pao Baxcalibur,,memaanhc
8,David Hendrickson,,31,10 - 4 - 1,,,Giratina LZ Box,,royalcheez
9,Thomas Harvey,,31,10 - 3 - 1,44.00%,61.67%,Miraidon Regieleki,,csffarm
10,EvanCampbell94,,31,10 - 3 - 1,44.00%,56.18%,Giratina LZ Box,,evancampbell94
11,Shintaro I,,30,10 - 4 - 0,40.00%,57.75%,Chien-Pao Baxcalibur,,toshin
12,Jared Grimes,,28,9 - 4 - 1,64.00%,48.79%,Giratina LZ Box,,jaredlgrimes
13,McStud,,28,9 - 4 - 1,53.00%,50.83%,Chien-Pao Baxcalibur,,mcstud
14,Pablo M,,28,9 - 4 - 1,43.67%,50.33%,Arceus Giratina,,shinysaur
15,PolarJace,,27,9 - 4 - 0drop,65.00%,52.00%,Fusion Mew,,polarjace
16,SifeTCG,,27,9 - 5 - 0,50.00%,55.58%,Arceus Umbreon,,sifetcg
17,Gumilakilla,,27,9 - 5 - 0,46.25%,59.71%,Gardevoir,,gumilakilla
18,zio,,27,9 - 5 - 0,46.25%,52.63%,Chien-Pao Baxcalibur,,zio
19,Luke Williams,,25,8 - 5 - 1,67.50%,53.25%,Arceus Giratina,,bananaman999
20,Martin Erlandsson,,25,8 - 5 - 1,62.00%,45.80%,Arceus Duraludon,,martinzander
21,makimon,,25,8 - 5 - 1,57.00%,53.04%,Gardevoir,,makimon
22,DiBasz,,25,8 - 5 - 1,43.67%,49.33%,Chien-Pao Baxcalibur,,dibasz
23,Mateus Reis,,24,8 - 2 - 0drop,70.00%,51.00%,Giratina LZ Box,,pititu
24,Vini Fernandez,,24,8 - 5 - 0drop,60.00%,50.00%,Fusion Mew,,warexpert
25,BaileyCleavenger,,22,7 - 3 - 1drop,50.00%,46.50%,Chien-Pao Baxcalibur,,baileycleavenger
26,Skullkin,,22,7 - 4 - 1drop,41.11%,41.00%,Single Strike Lugia,,skullkin
27,newton0428,,22,7 - 3 - 1drop,36.67%,55.42%,Gardevoir,,newton0428
28,Bigboshops,,21,7 - 4 - 0drop,55.00%,48.89%,Miraidon Flaaffy,,bigboshops
29,stui123,,21,7 - 5 - 0drop,39.44%,41.67%,Arceus Umbreon,,stui123
30,Rory Sharpe,,19,6 - 4 - 1drop,70.00%,43.83%,Lost Zone Box,,stazzy69
31,VolcanTurtleTCG,,19,6 - 4 - 1drop,65.00%,46.33%,Chien-Pao Baxcalibur,,volcanturtletcg
32,bradwint,,18,6 - 4 - 0drop,33.33%,39.44%,Giratina LZ Box,,bradwint
33,fantom893,,18,6 - 3 - 0,60.99%,57.90%,Giratina LZ Box,,fantom893
34,halemanukid,,18,6 - 3 - 0,60.19%,55.15%,Lost Zone Box,,halemanukid
35,Guilherme Lessa,,18,6 - 3 - 0,59.72%,56.60%,Arceus,,guiferty
