Place,Name,Country,Points,Record,Opp. Win %,Opp. Opp. %,Deck,List,Player ID
1,Takuto,,42,14 - 3 - 0,,,Mew Genesect,,takuto
2,BeamMeUp,,39,13 - 4 - 0,,,Mew Genesect,,beammeup
3,DiceOfFate,,37,12 - 3 - 1,,,Arceus Duraludon,,diceoffate
4,Juan Andree,,36,12 - 4 - 0,,,Arceus Inteleon,,juanandree
5,john wanggaard,,33,11 - 4 - 0,,,Arceus Inteleon,,ttoabyssal
6,Ztporlier,,31,10 - 4 - 1,,,Dragapult Inteleon,,ztporlier
7,GODDO7,,31,10 - 4 - 1,,,Urshifu Inteleon,,goddo7
8,EvanCampbell94,,31,10 - 4 - 1,,,Arceus,,evancampbell94
9,NFTJeff,,31,10 - 3 - 1,42.00%,58.71%,Sirfetch'd Moltres,,nftjeff
10,Augusto Beringuer,,30,10 - 4 - 0,45.67%,54.71%,Mew Genesect,,augustoberinguer
11,Cal Connor,,29,9 - 3 - 2,48.67%,54.86%,Suicune Ludicolo,,calcal206
12,Dwik,,28,9 - 4 - 1,57.00%,46.67%,Rapid Strike Malamar,,dwik
13,Richard  Ruiz,,28,9 - 4 - 1,52.67%,52.32%,Jolteon Inteleon,,vartancaftel
14,Ashrios21,,28,9 - 4 - 1,45.00%,60.61%,Mew Genesect,,ashrios21
15,Juan Carlos Candisano,,28,9 - 4 - 1,44.67%,54.21%,Calyrex Inteleon,,juankcandi
16,Joaquim,,28,9 - 4 - 1,43.00%,55.38%,Rapid Strike Malamar,,joaquim
17,DaVoodooChild,,26,8 - 4 - 2,74.00%,43.93%,Jolteon Inteleon,,davoodoochild
18,Taylor Lowe,,25,8 - 5 - 1,70.00%,44.42%,Gengar,,lowet03
19,Wikemeiss,,25,8 - 5 - 1,61.25%,45.61%,Urshifu Inteleon,,wikemeiss
20,LadyDunsparce,,24,8 - 4 - 0drop,55.00%,47.56%,Arceus Inteleon,,ladydunsparce
21,Gilbert V,,24,8 - 6 - 0,51.67%,47.06%,Dark Inteleon,,hitemhazel
22,sacksack17,,24,8 - 4 - 0drop,51.67%,46.94%,Arceus,,sacksack17
23,Snowein,,22,7 - 5 - 1drop,75.00%,41.75%,Arceus Inteleon,,snowein
24,Doubllez,,22,7 - 6 - 1,58.33%,48.82%,Jolteon Inteleon,,doubllez
25,kffen,,22,7 - 4 - 1drop,48.33%,51.43%,Mew Genesect,,kffen
26,Lobocool,,21,7 - 5 - 0drop,55.00%,46.89%,Sylveon,,lobocool
27,Guithemegames,,19,6 - 4 - 1drop,46.67%,55.00%,Jolteon Inteleon,,guithemegames
28,ozzycarapia4,,18,6 - 3 - 0,66.72%,55.14%,Jolteon Inteleon,,ozzycarapia4
29,Lancermanknight,,18,6 - 3 - 0,65.30%,61.87%,Mew Genesect,,lancermanknight
30,NRG allezliverpool,,18,6 - 3 - 0,63.67%,53.45%,Dark Inteleon + Arceus,,allezliverpool69
31,JacePatrick,,18,6 - 3 - 0,63.15%,55.68%,Dark Arceus,,jacepatrick
32,Eduardo Cisneros,,18,6 - 3 - 0,62.19%,56.63%,Mew Genesect,,coolporygon
33,guilherme,,18,6 - 3 - 0,58.36%,56.50%,Rapid Strike Malamar,,guilherme
34,Vaughn,,18,6 - 3 - 0,57.03%,54.67%,Dark Inteleon + Arceus,,vaughn
35,nff33,,18,6 - 3 - 0,54.19%,53.94%,Arceus Inteleon,,nff33
36,PksBlaze,,18,6 - 3 - 0,52.59%,54.63%,Rapid Strike Malamar,,pksblaze
37,James Simms,,18,6 - 3 - 0,50.15%,52.22%,Arceus Inteleon,,4600737
38,Zach Streitenberger,,18,6 - 3 - 0,48.89%,55.85%,Mew Genesect,,streite
39,Walker Moss,,18,6 - 3 - 0,45.99%,50.95%,Coalossal,,atomicsmash
40,Bmakphoon,,18,6 - 3 - 0,42.42%,53.93%,Dark Arceus,,bmakphoon
41,TimDanklin,,18,6 - 3 - 0,38.89%,53.73%,Other,,timdanklin
42,Leandro Fernandes,,16,5 - 3 - 1,57.15%,51.36%,Dark Inteleon + Arceus,,leandropringos
43,Iori127,,16,5 - 3 - 1,50.35%,54.32%,Arceus,,iori127
44,Rebo,,16,5 - 3 - 1,47.01%,50.26%,Rapid Strike Malamar,,rebo
45,ChaloZamorano,,15,5 - 3 - 0drop,64.23%,57.56%,Arceus Inteleon,,chalozamorano
46,MintMermaid,,15,5 - 3 - 0drop,60.75%,55.60%,Jolteon Inteleon,,mintmermaid
47,shakyshaky,,15,5 - 3 - 0drop,60.57%,55.49%,Suicune Ludicolo,,shakyshaky
48,Renato Christian,,15,5 - 4 - 0,58.92%,51.27%,Arceus Inteleon,,manokrebs
49,moda69,,15,5 - 3 - 0drop,58.68%,54.50%,Suicune Ludicolo,,moda69
50,xerneas12352,,15,5 - 2 - 0drop,57.54%,53.10%,Dark Inteleon,,xerneas12352
51,Franco ponce,,15,5 - 4 - 0,56.75%,53.36%,Mew Genesect,,ouija1610
52,Zahir64,,15,5 - 4 - 0,56.48%,54.26%,Rapid Strike Malamar,,zahir64
53,PyroY2K,,15,5 - 4 - 0,56.17%,53.92%,Gengar,,pyroy2k
54,QuidKnight,,15,5 - 4 - 0,55.86%,50.71%,Jolteon Inteleon,,quidknight
55,Ajolt,,15,5 - 4 - 0,55.80%,56.98%,Jolteon Inteleon,,ajolt
56,Kashvinder Singh,,15,5 - 4 - 0,55.71%,49.83%,Gengar,,kashmann27
57,iamflukeovo,,15,5 - 3 - 0drop,55.56%,58.81%,Urshifu Inteleon,,iamflukeovo
58,Sebastian1623,,15,5 - 4 - 0,55.24%,52.99%,Wormadam Box,,sebastian1623
59,Drayke,,15,5 - 3 - 0drop,53.06%,50.84%,Dark Inteleon + Arceus,,drayke
60,Idk,,15,5 - 4 - 0,52.90%,54.50%,Jolteon Inteleon,,idk
61,Garry Breech,,15,5 - 4 - 0,52.47%,49.88%,Dark Inteleon + Arceus,,garebear2006
62,evltrtl,,15,5 - 4 - 0,51.87%,53.09%,Durant,,evltrtl
63,HayBay161515,,15,5 - 4 - 0,51.31%,51.88%,Calyrex Inteleon,,haybay161515
64,wy keen,,15,5 - 3 - 0drop,49.10%,52.15%,Rapid Strike Malamar,,wykeen1994
65,iStark11,,15,5 - 4 - 0,46.24%,52.00%,Arceus Duraludon,,istark11
66,Hayden Matthews,,15,5 - 4 - 0,43.82%,46.39%,Arceus Inteleon,,hdos39
67,MagicDedenneYT,,15,5 - 4 - 0,40.61%,49.59%,Mew Genesect,,magicdedenneyt
68,JAZUMA,,15,5 - 4 - 0,40.25%,46.43%,Jolteon Inteleon,,jazuma
69,Leonardo Walbrinch,,12,4 - 3 - 0drop,69.27%,58.72%,Entei,,leorafaw
70,Chris W,,12,4 - 3 - 0drop,60.88%,57.38%,Rapid Strike Malamar,,neoman357
71,Pedro Vicêncio,,12,4 - 3 - 0drop,58.12%,56.07%,Arceus Inteleon,,madmess
72,TheLanturn2002,,12,4 - 4 - 0drop,57.43%,53.80%,Rapid Strike Malamar,,thelanturn2002
73,Lustereclips,,12,4 - 2 - 0drop,56.94%,57.12%,Dark Inteleon + Arceus,,lustereclips
74,HimeSarah,,12,4 - 5 - 0,55.69%,51.71%,Mew Genesect,,himesarah
75,Diih,,12,4 - 4 - 0drop,54.71%,52.00%,Duraludon,,diih
76,sapocururu,,12,4 - 4 - 0drop,53.96%,55.33%,Arceus Inteleon,,sapocururu
77,PrincessLyla,,12,4 - 5 - 0,53.57%,49.86%,Arceus Rayquaza,,princesslyla
78,Isaiah Cheville,,12,4 - 5 - 0,52.78%,48.65%,Other,,zayalee
79,VmaxChallenge,,12,4 - 3 - 0drop,52.14%,54.93%,Rapid Strike Malamar,,vmaxchallenge
80,PerfectPenguin7,,12,4 - 2 - 0drop,51.26%,56.76%,Rapid Strike Malamar,,perfectpenguin7
81,Jonathan Patricio Ch.,,12,4 - 5 - 0,51.01%,47.76%,Umbreon Urshifu,,jonah2705
82,PCGMcaceres,,12,4 - 5 - 0,50.62%,50.28%,Umbreon,,pcgmcaceres
83,Homebee Joe Sturino,,12,4 - 2 - 0drop,49.77%,55.30%,Victini,,biscuithat
84,aleexdouglas,,12,4 - 3 - 0drop,49.37%,48.96%,Dark Inteleon + Arceus,,aleexdouglas
85,Lucas Paglia,,12,4 - 3 - 0drop,49.13%,52.81%,Mew Genesect,,luhbra
86,Schelps,,12,4 - 2 - 0drop,48.84%,55.05%,Rapid Strike Malamar,,schelps
87,JeezyACG,,12,4 - 3 - 0drop,48.31%,51.66%,Mew Genesect,,jeezyacg
88,HSP723,,12,4 - 3 - 0drop,48.24%,55.00%,Rapid Strike Malamar,,hsp723
89,Tate Whitesell,,12,4 - 5 - 0,47.35%,47.99%,Other,,leukocyte
90,Lizardward,,12,4 - 3 - 0drop,47.19%,55.59%,Arceus Duraludon,,lizardward
91,BeadedDragon,,12,4 - 5 - 0,46.99%,50.97%,Gengar,,beadeddragon
92,Vicente (MoeHawk),,12,4 - 5 - 0,46.73%,46.70%,Morpeko,,moehawk
93,grantm12,,12,4 - 3 - 0drop,46.19%,55.84%,Dark Inteleon + Arceus,,grantm12
94,Dalten Cross,,12,4 - 3 - 0drop,45.91%,51.38%,Rapid Strike Malamar,,vovuvu
95,Caelah M,,12,4 - 5 - 0,45.63%,49.21%,Dark Arceus,,magicdedenne
96,kitneras y,,12,4 - 3 - 0drop,44.38%,52.82%,Arceus Inteleon,,rafaelyuiti
97,Hosselote,,12,4 - 3 - 0drop,44.22%,55.05%,Urshifu Inteleon,,hosselote
98,spicydad,,12,4 - 5 - 0,42.61%,44.19%,Suicune Ludicolo,,spicydad
99,YoongKaiJian,,12,4 - 3 - 0drop,41.71%,55.64%,Mew Genesect,,yoongkaijian
100,typenell,,12,4 - 5 - 0,41.18%,47.25%,Arceus Inteleon,,typenell
101,Hunter Berry,,12,4 - 5 - 0,36.96%,47.92%,Gengar,,hunty
102,xtracrispy83,,10,3 - 2 - 1drop,55.36%,52.82%,Gengar,,xtracrispy83
103,RingToss,,10,3 - 4 - 1drop,49.50%,48.60%,Mew Genesect,,ringtoss
104,JorgeR,,9,3 - 3 - 0drop,63.15%,55.13%,Umbreon Urshifu,,jorger
105,israelrufinoToF,,9,3 - 4 - 0drop,59.18%,53.46%,Umbreon Urshifu,,israelrufinotof
106,Gennaro Iervolino,,9,3 - 4 - 0drop,57.96%,49.30%,Dark Inteleon,,igennaro98
107,Clayton Fagan,,9,3 - 6 - 0,56.42%,49.48%,Zacian,,madtrucker78
108,BlueClueT,,9,3 - 3 - 0drop,55.89%,52.33%,Arceus,,bluecluet
109,LunaLoutre,,9,3 - 3 - 0drop,55.54%,48.32%,Dark Inteleon + Arceus,,lunaloutre
110,Gervaso77,,9,3 - 3 - 0drop,55.28%,53.08%,Mew Genesect,,gervaso77
111,zattack10,,9,3 - 3 - 0drop,54.70%,51.71%,Mew Genesect,,zattack10
112,IllDoc265,,9,3 - 3 - 0drop,54.63%,55.23%,Rapid Strike Malamar,,illdoc265
113,Ignacio Silva A.,,9,3 - 4 - 0drop,53.63%,49.11%,Calyrex Inteleon,,zetulock
114,Evan P,,9,3 - 2 - 0drop,53.00%,58.30%,Arceus Inteleon,,tape
115,SensuComposito,,9,3 - 3 - 0drop,52.24%,53.40%,Dark Inteleon,,sensucomposito
116,Joaquin  Gonzalez,,9,3 - 3 - 0drop,50.91%,50.85%,Arceus Inteleon,,sweetxyz
117,Neko201293,,9,3 - 3 - 0drop,50.78%,48.27%,Rapid Strike Malamar,,neko201293
118,Anti,,9,3 - 3 - 0drop,50.23%,53.11%,Dark Inteleon + Arceus,,anti
119,AtiumShadow,,9,3 - 3 - 0drop,48.80%,52.70%,Arceus Inteleon,,atiumshadow
120,Victor De Velasco,,9,3 - 2 - 0drop,48.56%,50.42%,Arceus Inteleon,,victor91dv
121,Mario Yanez,,9,3 - 3 - 0drop,48.13%,52.06%,Arceus Inteleon,,marioyanez
122,clvargas,,9,3 - 6 - 0,46.60%,46.33%,Gengar,,clvargas
123,MrMighty314,,9,3 - 3 - 0drop,46.07%,49.79%,Sirfetch'd Moltres,,mrmighty314
124,drmime619,,9,3 - 4 - 0drop,45.62%,47.76%,Mew Genesect,,drmime619
125,Nectar17,,9,3 - 3 - 0drop,44.86%,55.19%,Mew Genesect,,nectar17
126,metalheadDT,,9,3 - 6 - 0,43.20%,44.51%,Entei,,metalheaddt
127,Sharkapr,,9,3 - 3 - 0drop,42.39%,46.95%,Calyrex Inteleon,,sharkapr
128,JCBarrios,,9,3 - 6 - 0,42.15%,45.66%,Suicune Inteleon,,jcbarrios
129,Koizata,,9,3 - 6 - 0,41.67%,42.38%,Jolteon Inteleon,,koizata
130,lindsayrosecup,,9,3 - 3 - 0drop,41.47%,48.68%,Arceus Stonjourner,,lindsayrosecup
131,Lime,,9,3 - 3 - 0drop,40.97%,50.49%,Jolteon Inteleon,,lime
132,FullCinder,,9,3 - 3 - 0drop,40.21%,46.82%,Arceus Inteleon,,fullcinder
133,Matthew Gilson,,9,3 - 3 - 0drop,39.77%,50.64%,Mew Genesect,,vicariant23
134,Anthony Kocan,,9,3 - 6 - 0,39.51%,43.17%,Gengar,,akocan64
135,ColinFerguson,,9,3 - 6 - 0,39.14%,44.60%,Arceus Inteleon,,colinferguson
136,MetalBox,,7,2 - 3 - 1drop,53.89%,50.29%,Dark Arceus,,metalbox
137,Juan Flores,,6,2 - 3 - 0drop,58.65%,52.41%,Rapid Strike Malamar,,jonnysniper
138,peke,,6,2 - 3 - 0drop,58.33%,52.86%,Mew Genesect,,peke
