Place,Name,Country,Points,Record,Opp. Win %,Opp. Opp. %,Deck,List,Player ID
1,Gordon (the squishmallow),,19,6 - 1 - 1,,,Arceus Flying Pikachu,,globaltrainer71
2,Andrew Hedrick,,17,5 - 1 - 2,,,Palkia Inteleon,,pokehawkeye
3,Zach Lesage,,14,4 - 1 - 2,,,Regis,,zlesage
4,APackOfAlpacas,,14,4 - 1 - 2,,,Palkia Inteleon,,apackofalpacas
5,Mhall1207,,11,3 - 1 - 2,,,Arceus Inteleon,,mhall1207
6,kikerda,,10,3 - 2 - 1,,,Regis,,kikerda
7,iStark11,,10,3 - 2 - 1,,,Calyrex Inteleon,,istark11
8,littledarkfury,,10,3 - 2 - 1,,,Zoroark Box,,littledarkfury
9,Zahir64,,10,3 - 1 - 1,43.00%,51.98%,Flaaffy Zekrom,,zahir64
10,Nicholas Homa,,10,3 - 1 - 1,41.67%,56.42%,Leafeon Inteleon,,aquiladisicilia
11,DaVoodooChild,,9,3 - 2 - 0,53.00%,56.67%,Inteleon,,davoodoochild
12,AndresJgames,,9,3 - 2 - 0,47.33%,55.79%,Mew Genesect,,andresjgames
13,AlexTheBaller20,,6,2 - 3 - 0,61.00%,45.08%,Arceus Inteleon,,alextheballer20
14,Michael Johnson,,6,2 - 3 - 0,58.75%,49.72%,Calyrex Inteleon,,sneezey
15,Dan Perez,,6,2 - 3 - 0,51.67%,50.63%,Calyrex Inteleon,,notoriousd13
16,azelf704,,6,2 - 2 - 0drop,51.25%,55.75%,Mew Genesect,,azelf704
17,Ahll1207,,6,2 - 3 - 0,48.00%,48.64%,Calyrex Inteleon,,ahll1207
18,biels,,6,2 - 2 - 0drop,42.08%,55.20%,Arceus Flying Pikachu,,biels
19,Michele  Babin,,3,1 - 2 - 0drop,66.67%,47.50%,Mew Genesect,,michelebabin
20,Mcalmic,,3,1 - 3 - 0drop,62.50%,50.00%,Urshifu Inteleon,,mcalmic
21,Daaasit,,3,1 - 2 - 0drop,54.44%,46.41%,Mew Genesect,,daaasit
22,Daltonfresh,,3,1 - 4 - 0,52.67%,51.29%,Calyrex Inteleon,,daltonfresh
23,mojelly302,,3,1 - 2 - 0drop,45.00%,50.42%,Palkia Inteleon,,mojelly302
24,Anti,,3,1 - 2 - 0drop,43.33%,52.08%,Eternatus,,anti
25,PCGMcaceres,,3,1 - 2 - 0drop,39.44%,50.33%,Zarude,,pcgmcaceres
26,jmershon22,,0,0 - 2 - 0drop,75.00%,53.33%,Mew Genesect,,jmershon22
27,Carlos Bustamante,,0,0 - 2 - 0drop,51.67%,54.38%,Rillaboom,,carlosybatz50
28,Cal Connor,,0,0 - 2 - 0drop,51.67%,41.67%,Regis,,calcal206
29,zattack10,,0,0 - 3 - 0drop,50.00%,51.67%,Mew Genesect,,zattack10
30,PokeEmmi,,0,0 - 2 - 0drop,36.67%,55.00%,Mew Genesect,,pokeemmi
