Place,Name,Country,Points,Record,Opp. Win %,Opp. Opp. %,Deck,List,Player ID
1,Katnoaga,,42,14 - 4 - 0,,,Lugia Archeops,,katnoaga
2,James Simms,,39,13 - 5 - 0,,,Mew Genesect,,4600737
3,kasimierswojcik,,38,12 - 3 - 2,,,Lugia Archeops,,kasimierswojcik
4,TheRicardoToddy,,36,11 - 3 - 3,,,Arceus Inteleon,,thericardotoddy
5,Wraith315,,35,11 - 3 - 2,,,Lugia Archeops,,wraith315
6,ESPINOLA,,34,11 - 4 - 1,,,Regis,,espinola
7,GoofGG,,33,10 - 3 - 3,,,Lugia Archeops,,goofgg
8,asapi2034,,32,10 - 4 - 2,,,Lost Zone Box,,asapi2034
9,LitTwo,,31,10 - 4 - 1,53.00%,54.00%,Lugia Archeops,,littwo
10,koyu,,31,10 - 4 - 1,52.00%,58.04%,Lugia Archeops,,koyu
11,PrinceVortex,,31,10 - 4 - 1,43.00%,55.23%,Hisuian Goodra,,princevortex
12,dwusu,,31,10 - 4 - 1,41.00%,55.23%,Regis,,dwusu
13,Tankmin5,,29,9 - 4 - 2,54.00%,52.80%,Lugia Archeops,,tankmin5
14,EvanCampbell94,,29,9 - 4 - 2,50.00%,53.04%,Lugia Archeops,,evancampbell94
15,GoRush,,29,9 - 4 - 2,43.00%,55.00%,Lugia Archeops,,gorush
16,ShutoAndo,,28,9 - 5 - 1,61.00%,54.60%,Mew Genesect,,shutoando
17,Ryan McCormack,,28,9 - 5 - 1,59.00%,50.22%,Mew Genesect,,macattack
18,Manoloe621,,27,8 - 4 - 3,57.00%,52.39%,Mew Genesect,,manoloe621
19,SihSquidward111,,27,9 - 6 - 0,53.00%,49.40%,Arceus Duraludon,,sihsquidward111
20,Connor O,,26,8 - 5 - 2,46.00%,50.00%,Mewtwo Miltank,,talonflame23185
21,Yoshimain,,25,8 - 3 - 1drop,65.00%,59.50%,Mew Genesect,,yoshimain
22,caiocesargp,,25,8 - 6 - 1,59.00%,52.80%,Lugia Archeops,,caiocesargp
23,sempai27,,25,8 - 5 - 1drop,47.50%,52.65%,Other,,sempai27
24,Beeeeeanz,,23,7 - 6 - 2,45.00%,49.38%,Arceus Goodra,,beeeeeanz
25,Matthew44,,22,7 - 3 - 1drop,90.00%,50.00%,Regis,,matthew44
26,scaril17,,22,7 - 3 - 1drop,80.00%,52.00%,Regis,,scaril17
27,VictorSandslash,,22,7 - 5 - 1drop,63.33%,46.79%,Lost Zone Box,,victorsandslash
28,1saltysteak,,22,7 - 7 - 1,48.75%,48.33%,Mew Genesect,,1saltysteak
29,Huntiemon,,22,7 - 7 - 1,42.50%,45.00%,Regis,,huntiemon
30,Nara1702,,21,6 - 2 - 3drop,80.00%,59.00%,Lugia Archeops,,nara1702
31,jonahgaimasu,,21,7 - 6 - 0drop,60.00%,50.00%,Giratina LZ Box,,jonahgaimasu
32,cyj95077,,20,6 - 3 - 2drop,60.00%,43.00%,Mew Genesect,,cyj95077
33,I4RU,,19,6 - 3 - 1,53.33%,53.32%,Lugia Archeops,,i4ru
34,arielgmo,,19,6 - 3 - 1,51.36%,55.00%,Palkia Inteleon,,arielgmo
35,Eze33,,19,6 - 3 - 1,50.71%,52.87%,Lugia Archeops,,eze33
36,Victor De Velasco,,19,6 - 3 - 1,50.07%,52.71%,Lugia Archeops,,victor91dv
37,PepeNetoYT,,19,6 - 3 - 1,48.50%,50.91%,Giratina LZ Box,,pepenetoyt
38,yakumaru72,,19,6 - 3 - 1,48.16%,49.81%,Galarian Weezing,,yakumaru72
39,DazuTheDevastator,,19,6 - 3 - 1,47.00%,50.88%,Mew Genesect,,dazuthedevastator
40,Dadmistaken,,19,6 - 3 - 1,40.33%,48.81%,Arceus Duraludon,,dadmistaken
41,Duque,,18,6 - 4 - 0,56.93%,54.47%,Lugia Archeops,,duque
42,brenbolone,,18,6 - 4 - 0,51.02%,54.95%,Giratina LZ Box,,brenbolone
