Place,Name,Country,Points,Record,Opp. Win %,Opp. Opp. %,Deck,List,Player ID
1,FreeKim,,42,13 - 1 - 3,,,Giratina LZ Box,,freekim
2,shpanda,,37,12 - 4 - 1,,,Mew Genesect,,shpanda
3,Braiden1235,,36,12 - 4 - 0,,,Blissey,,braiden1235
4,tomo1713,,34,11 - 4 - 1,,,Giratina LZ Box,,tomo1713
5,asapi2034,,34,11 - 3 - 1,,,Giratina LZ Box,,asapi2034
6,Jack Merten,,33,11 - 4 - 0,,,Regis,,mert
7,FirexXY,,32,10 - 3 - 2,,,Giratina LZ Box,,firexxy
8,capahab,,31,10 - 4 - 1,,,Mew Genesect,,capahab
9,Goomybarz,,30,10 - 4 - 0,51.67%,51.45%,Arceus Goodra,,goomybarz
10,PCGMcaceres,,29,9 - 3 - 2,42.00%,54.76%,Kyurem Palkia,,pcgmcaceres
11,Adam Denk,,28,9 - 4 - 1,62.00%,52.53%,Palkia Inteleon,,killerady
12,KTG xelmagax,,28,9 - 4 - 1,56.00%,52.38%,Palkia Inteleon,,xelmagax
13,Shogo36590,,28,9 - 4 - 1,51.00%,53.00%,Dialga LZ,,shogo36590
14,Shaarni,,28,9 - 4 - 1,49.00%,55.40%,Palkia Inteleon,,shaarni
15,Xpredate,,28,9 - 4 - 1,48.00%,50.92%,Hisuian Zoroark,,xpredate
16,MrHake,,28,9 - 4 - 1,45.00%,49.40%,Giratina LZ Box,,mrhake
17,miltonleite12,,27,9 - 5 - 0,56.00%,48.89%,Lost Zone Box,,miltonleite12
18,NewWaves,,27,9 - 5 - 0,42.00%,46.85%,Arceus Giratina,,newwaves
19,yinse1126,,25,8 - 5 - 1,53.00%,48.26%,Giratina LZ Box,,yinse1126
20,DT Leonardo,,25,8 - 5 - 1,51.00%,48.41%,Giratina LZ Box,,masterleon
21,Fusiondream45,,24,8 - 4 - 0drop,76.67%,51.00%,Kyurem Palkia,,fusiondream45
22,Dagreatjohnny,,24,8 - 4 - 0drop,52.50%,48.70%,Arceus Giratina,,dagreatjohnny
23,Fabián Castillo,,24,8 - 6 - 0,47.00%,49.33%,Arceus Giratina,,gary236
24,LamLam0731,,22,7 - 3 - 1drop,70.00%,48.50%,Giratina LZ Box,,lamlam0731
25,rods1584,,22,7 - 5 - 1drop,53.75%,46.25%,Crobat Weezing,,rods1584
26,Huffer,,21,7 - 6 - 0drop,42.92%,49.71%,Giratina LZ Box,,huffer
27,Lucas Gusso,,21,7 - 4 - 0drop,42.50%,43.33%,Palkia Inteleon,,lzambrottitcg
28,Yurine,,20,6 - 3 - 2drop,55.00%,46.50%,Lost Zone Box,,yurine
29,JMUBoy,,19,6 - 3 - 1drop,60.00%,48.00%,Mew Genesect,,jmuboy
30,fakeganjaboy,,18,6 - 4 - 0drop,60.00%,42.00%,Hisuian Zoroark,,fakeganjaboy
31,Ryota S,,18,6 - 4 - 0drop,50.00%,42.50%,Giratina LZ Box,,mawssa2000
32,Vicente Canales-Loyola (MoeHawk),,18,6 - 8 - 0,39.00%,45.94%,Arceus Giratina,,moehawk
33,FranTovar,,18,6 - 3 - 0,55.42%,54.73%,Blissey,,frantovar
34,peke,,18,6 - 3 - 0,55.29%,53.32%,Arceus Mewtwo,,peke
35,the GENGAR,,18,6 - 3 - 0,54.26%,51.48%,Kyurem Palkia,,palpitoat
36,Omar T,,18,6 - 3 - 0,54.14%,52.88%,Blissey,,ccot
37,hellsaga,,18,6 - 3 - 0,53.08%,53.31%,Kyurem Palkia,,hellsaga
38,FelixSSA,,18,6 - 3 - 0,52.59%,53.61%,Mew Genesect,,felixssa
39,Sebabells,,18,6 - 3 - 0,51.34%,51.63%,Lost Zone Box,,sebabells
40,Haru  Nishikawa,,18,6 - 3 - 0,49.10%,52.53%,Arceus Mewtwo,,harun
41,Scattino,,18,6 - 3 - 0,47.17%,52.40%,Giratina LZ Box,,scattino
42,Zahir Abdul Hamid,,17,5 - 2 - 2,54.48%,55.76%,Kyurem,,zedz
43,Taylor Lowe,,16,5 - 3 - 1,58.07%,56.70%,Shadow Rider Calyrex,,lowet03
44,Marco Facchin,,16,5 - 3 - 1,51.52%,53.87%,Giratina LZ Box,,fak
45,Jungwoongjin,,16,5 - 3 - 1,48.92%,53.52%,Arceus Duraludon,,jungwoongjin
46,Erik B,,15,5 - 3 - 0drop,61.86%,56.61%,Mew Genesect,,mrsodaking
47,guilherme,,15,5 - 3 - 0drop,61.79%,54.74%,Lost Zone Box,,guilherme
48,Roberto Antonio Plaza Orellana,,15,5 - 4 - 0,58.64%,55.96%,Kyurem Palkia,,ch1nogamer
