Place,Name,Country,Points,Record,Opp. Win %,Opp. Opp. %,Deck,List,Player ID
1,James Simms,,33,11 - 2 - 0,,,Giratina LZ Box,,4600737
2,Lucas O,,30,10 - 3 - 0,,,Kyurem Palkia,,aoldale
3,matheusvarela,,28,9 - 2 - 1,,,Lost Zone Box,,matheusvarela
4,yoppe06,,27,9 - 3 - 0,,,Palkia Inteleon,,yoppe06
5,FrankMintmire,,25,8 - 2 - 1,,,Arceus Duraludon,,frankmintmire
6,Huntiemon,,25,8 - 2 - 1,,,Kyurem Palkia,,huntiemon
7,CounterCollector,,25,8 - 2 - 1,,,Kyurem Palkia,,countercollector
8,rankefan,,24,8 - 3 - 0,,,Arceus Flying Pikachu,,rankefan
9,Ursiidae,,24,8 - 2 - 0,,,Shadow Rider Calyrex,,ursiidae
10,Xavier E,,24,8 - 2 - 0,,,Kyurem Palkia,,xabro
11,ksombrinha,,23,7 - 1 - 2,,,Kyurem,,ksombrinha
12,Leadlomas,,23,7 - 1 - 2,,,Kyurem Palkia,,leadlomas
13,calvinrdavis,,21,7 - 3 - 0,,,Regis,,calvinrdavis
14,NekoLover79,,21,7 - 3 - 0,,,Giratina LZ Box,,nekolover79
15,maguimaster,,21,7 - 3 - 0,,,Kyurem Palkia,,maguimaster
16,Iori127,,21,7 - 3 - 0,,,Hisuian Goodra,,iori127
17,77 0324,,18,6 - 3 - 0,,,Kyurem Palkia,,gudihao2020
18,geekgamesSBO,,18,6 - 3 - 0,,,Mew Genesect,,geekgamessbo
19,CSSaints17,,18,6 - 3 - 0,,,Boltund,,cssaints17
20,AlexAchon,,18,6 - 3 - 0,,,Lost Zone Box,,alexachon
21,Alex C,,18,6 - 3 - 0,,,Lost Zone Box,,pandaboss58
22,jakenewton,,15,5 - 3 - 0,70.57%,59.47%,Arceus Inteleon,,jakenewton
23,Anti,,15,5 - 3 - 0,63.50%,56.58%,Lost Zone Box,,anti
24,yoanis,,15,5 - 3 - 0,61.94%,56.96%,Hisuian Zoroark,,yoanis
25,tai,,15,5 - 3 - 0,60.06%,56.27%,Palkia Inteleon,,tai
26,veguita,,15,5 - 3 - 0,60.00%,53.46%,Arceus Flying Pikachu,,veguita
27,santosan23992,,15,5 - 3 - 0,58.59%,52.33%,Mew Genesect,,santosan23992
28,bujijia1105,,15,5 - 3 - 0,58.18%,57.11%,Vikavolt,,bujijia1105
29,bgv1989,,15,5 - 3 - 0,55.89%,48.44%,Arceus Aggron,,bgv1989
30,. Medi,,15,5 - 3 - 0,54.91%,55.33%,Shadow Rider Calyrex,,owohunt
31,ienaga,,15,5 - 3 - 0,54.69%,52.88%,Mew Genesect,,ienaga
32,ProfAusteN,,15,5 - 3 - 0,51.52%,55.73%,Hisuian Goodra,,profausten
33,DoomLoud,,15,5 - 3 - 0,47.92%,55.07%,Palkia Inteleon,,doomloud
34,KashEtchum,,15,5 - 3 - 0,44.79%,52.46%,Hisuian Zoroark,,kashetchum
35,Daniquimo10,,15,5 - 3 - 0,43.53%,52.53%,Hisuian Zoroark,,daniquimo10
36,AndyGantner,,12,4 - 3 - 0drop,62.98%,50.42%,Kyurem Palkia,,andygantner
37,homemadebiscuit,,12,4 - 1 - 0drop,61.93%,60.51%,Ice Rider Calyrex,,homemadebiscuit
38,Thalmonn Sales,,12,4 - 3 - 0drop,60.48%,53.67%,Blissey,,thalmonn
39,logan4night,,12,4 - 4 - 0,59.60%,52.02%,Hisuian Zoroark,,logan4night
