Place,Name,Country,Points,Record,Opp. Win %,Opp. Opp. %,Deck,List,Player ID
1,HazeyCats,,24,8 - 1 - 0,,,Shadow Rider Calyrex,,hazeycats
2,Gabriel Smart,,21,7 - 2 - 0,,,Dialga,,gabrielsmarttcg
3,RyanM,,17,5 - 1 - 2,,,Samurott Inteleon,,ryanm
4,Cal Connor,,17,5 - 1 - 2,,,Rapid Strike Malamar,,calcal206
5,. Medi,,13,4 - 2 - 1,,,Arceus Inteleon,,owohunt
6,NickH777,,13,4 - 2 - 1,,,Mewtwo Miltank,,nickh777
7,frankibby,,13,4 - 2 - 1,,,Arceus Duraludon,,frankibby
8,castereedlin,,13,4 - 2 - 1,,,Jolteon Inteleon,,castereedlin
9,25 Diamond Chestplates,,13,4 - 1 - 1,41.39%,54.30%,Mewtwo Miltank,,memaanhc
10,Jorden Hamilton,,12,4 - 2 - 0,62.78%,51.67%,Stonjourner,,jordenhamiltontcg
11,Natagorn1990,,12,4 - 2 - 0,56.94%,54.71%,Stonjourner,,natagorn1990
12,Hayden Matthews,,12,4 - 2 - 0,52.78%,57.47%,Calyrex Inteleon,,hdos39
13,BraviaryBoi,,12,4 - 2 - 0,51.39%,58.33%,Shadow Rider Calyrex,,braviaryboi
14,iStark11,,12,4 - 2 - 0,48.61%,57.47%,Palkia Inteleon,,istark11
15,Lime,,12,4 - 2 - 0,47.22%,59.17%,Arceus Duraludon,,lime
16,Andrew Hedrick,,9,3 - 3 - 0,66.67%,50.90%,Urshifu Inteleon,,pokehawkeye
17,Savid400,,9,3 - 3 - 0,59.72%,49.48%,Palkia Inteleon,,savid400
18,Ethan Hegyi,,9,3 - 1 - 0drop,56.25%,58.78%,Palkia Inteleon,,hegstertcg
19,Lucas O,,9,3 - 3 - 0,52.78%,50.73%,Arceus Flying Pikachu,,aoldale
20,Orion Sutherland,,9,3 - 3 - 0,51.39%,54.42%,Arceus Inteleon,,joshuasutherland21
21,LamLam0731,,9,3 - 3 - 0,51.39%,52.78%,Arceus Inteleon,,lamlam0731
22,Henrique Jorge,,9,3 - 2 - 0drop,51.33%,53.60%,Palkia Inteleon,,hbjtrevo
23,skulkid138,,9,3 - 3 - 0,46.67%,57.04%,Dark Inteleon,,skulkid138
24,Vaughn,,7,2 - 2 - 1drop,43.33%,50.87%,Rapid Strike Malamar,,vaughn
25,YUM0N,,6,2 - 1 - 0drop,55.56%,60.69%,Arceus Inteleon,,yum0n
26,ELPorygon,,6,2 - 2 - 0drop,52.08%,48.67%,Blissey,,elporygon
27,Dobber2723,,6,2 - 2 - 0drop,50.00%,50.62%,Dialga,,dobber2723
28,Kingofgames94,,6,2 - 3 - 0drop,48.33%,47.44%,Palkia Inteleon,,kingofgames94
29,Zach Lesage,,6,2 - 2 - 0drop,45.83%,54.33%,Palkia Inteleon,,zlesage
30,RamboFW,,6,2 - 2 - 0drop,41.67%,52.60%,Arceus Flying Pikachu,,rambofw
31,Mswope80,,6,2 - 3 - 0drop,40.33%,47.30%,Palkia Inteleon,,mswope80
32,Victorials,,3,1 - 2 - 0drop,61.11%,48.22%,Arceus Inteleon,,victorials
33,Memorroide69,,3,1 - 5 - 0,59.72%,45.38%,Arceus Inteleon,,memorroide69
34,Emanuel Bellanti,,3,1 - 3 - 0drop,58.33%,49.21%,Samurott Inteleon,,milatcg
35,André Chiasson,,3,1 - 2 - 0drop,55.56%,49.48%,Darkrai,,andrechiasson
36,RagingGamer1994,,3,1 - 2 - 0drop,55.00%,52.22%,Mewtwo Miltank,,raginggamer1994
37,Zac C,,3,1 - 2 - 0drop,52.22%,46.67%,Orbeetle,,globaltrainer71
38,Leadlomas,,3,1 - 2 - 0drop,50.00%,53.97%,Durant,,leadlomas
39,UnholyFire,,3,1 - 1 - 0drop,50.00%,48.33%,Palkia Inteleon,,unholyfire
40,PokeDRUMMER97,,3,1 - 2 - 0drop,50.00%,40.94%,Flaaffy,,pokedrummer97
41,Ezequiel Jerez ️,,3,1 - 2 - 0drop,47.22%,46.53%,Lunatone Solrock,,goldenboyx
42,Kaz,,3,1 - 2 - 0drop,44.44%,55.30%,Mew Genesect,,kaz
43,Matxix9019,,3,1 - 2 - 0drop,44.44%,53.33%,Orbeetle,,matxix9019
44,the Phenom,,3,1 - 2 - 0drop,41.67%,50.00%,Arceus Inteleon,,phenomenalstq
