Place,Name,Country,Points,Record,Opp. Win %,Opp. Opp. %,Deck,List,Player ID
1,David Hendrickson,,41,13 - 2 - 2,,,Lost Zone Box,,royalcheez
2,YuraiKurumi,,39,13 - 4 - 0,,,Mew Genesect,,yuraikurumi
3,Adam Knowles,,38,12 - 2 - 2,,,Lost Zone Box,,adamknowles
4,Luke Williams,,34,11 - 4 - 1,,,Lugia Archeops,,bananaman999
5,coquitozx,,33,11 - 4 - 0,,,Miraidon Flaaffy,,coquitozx
6,Cobi Kawasaki,,32,10 - 3 - 2,,,Arceus Giratina,,97kirby
7,Chris Dennis,,31,10 - 4 - 1,,,Mew Genesect,,iforgotmyoldlogi
8,Solomon Shurge,,31,10 - 4 - 1,,,Gardevoir,,freedomfightre
9,Benny Billinger,,31,10 - 3 - 1,55.00%,55.90%,Lugia Archeops,,bbillinger
10,SirRmor,,31,10 - 3 - 1,49.00%,55.80%,Giratina LZ Box,,sirrmor
11,TheRicardoToddy,,30,10 - 4 - 0,54.00%,51.47%,Gardevoir Mewtwo,,thericardotoddy
12,Oscar C,,30,10 - 4 - 0,53.00%,49.64%,Lost Box Charizard,,kokashar
13,Dylan Smeigh,,28,9 - 4 - 1,49.00%,52.68%,Arceus Giratina,,dusce
14,Christiano Carchereri,,28,9 - 4 - 1,45.00%,52.81%,Gardevoir,,shirotsuki
15,KsRain,,28,9 - 4 - 1,42.33%,52.14%,Arceus Giratina,,ksrain
16,joshua2272,,28,9 - 4 - 1,35.00%,52.46%,Giratina LZ Box,,joshua2272
17,Mitchell J,,27,9 - 5 - 0,56.00%,51.87%,Lost Box Charizard,,mitchelllj
18,Coal,,27,9 - 5 - 0,40.67%,54.31%,Goodra LZ Box,,coal
19,LuizaBack,,27,9 - 5 - 0,37.67%,54.49%,Arceus Duraludon,,luizaback
20,Katnoaga,,25,8 - 5 - 1,60.00%,46.25%,Gardevoir,,katnoaga
21,S P,,25,8 - 5 - 1,55.00%,44.24%,Lost Zone Box,,vncmdu5d9q755ta7gteyq2aci
22,Alextakahashi,,25,8 - 4 - 1drop,39.58%,55.33%,Mew Genesect,,alextakahashi
23,ChangLee,,24,8 - 4 - 0drop,61.11%,45.77%,Arceus Duraludon,,changlee
24,Bodhi,,24,8 - 5 - 0drop,48.33%,47.56%,Lost Zone Box,,bodhi
25,Flynoid,,24,8 - 4 - 0drop,47.78%,51.92%,Mew Genesect,,flynoid
26,LippeBaixo,,23,7 - 5 - 2,49.00%,45.23%,Lost Zone Box,,lippebaixo
27,Mark Marullo,,22,7 - 4 - 1drop,66.67%,44.52%,Mew Genesect,,markofino
28,GoofGG,,22,7 - 4 - 1drop,55.00%,44.85%,Gardevoir,,goofgg
29,peke,,22,7 - 5 - 1drop,51.25%,46.05%,Gardevoir Mewtwo,,peke
30,Evan P,,19,6 - 3 - 1drop,60.00%,40.67%,Lost Zone Box,,evanp
31,Hooligan835,,19,6 - 4 - 1drop,55.00%,37.04%,Lost Zone Box,,hooligan835
32,Brandon J,,19,6 - 3 - 1drop,33.33%,55.00%,Mew Genesect,,lordbj101
33,Ryan Keller,,18,6 - 3 - 0,61.39%,57.66%,Arceus Giratina,,rkelle19
