Place,Name,Country,Points,Record,Opp. Win %,Opp. Opp. %,Deck,List,Player ID
1,wadedaze,,41,13 - 2 - 2,,,Mew Genesect,,wadedaze
2,Angel22Aranibar,,38,12 - 3 - 2,,,Mew Genesect,,angel22aranibar
3,James Simms,,36,11 - 2 - 3,,,Arceus Inteleon,,4600737
4,Jonathan Patricio Ch.,,35,11 - 3 - 2,,,Umbreon Urshifu,,jonah2705
5,Math Liu,,33,11 - 4 - 0,,,Arceus Inteleon,,tdonmt1989
6,Marco Cifuentes,,32,10 - 3 - 2,,,Suicune Ludicolo,,marcocifuentes
7,Morgan Fite,,32,10 - 3 - 2,,,Rapid Strike Malamar,,trueeevil
8,EvanCampbell94,,31,10 - 4 - 1,,,Arceus Lycanroc,,evancampbell94
9,Jacob Weber,,31,10 - 3 - 1,46.00%,54.71%,Mew Genesect,,jwebz
10,MasterLeBui,,30,10 - 4 - 0,55.00%,52.03%,Calyrex Inteleon,,masterlebui
11,Bbbbbingo,,30,10 - 4 - 0,53.67%,48.86%,Mew Genesect,,bbbbbingo
12,Wu JinYin,,28,9 - 4 - 1,62.67%,52.00%,Arceus Inteleon,,nba820117
13,Augusto Beringuer,,28,9 - 4 - 1,58.00%,50.43%,Mew Genesect,,augustoberinguer
14,Nanerpus,,28,9 - 4 - 1,55.00%,52.30%,Arceus Inteleon,,nanerpus
15,NRG allezliverpool,,28,9 - 4 - 1,46.25%,55.44%,Urshifu Inteleon,,allezliverpool69
16,Davicorreia81155,,27,9 - 5 - 0,62.00%,48.75%,Mew Genesect,,davicorreia81155
17,Alloutblitzle,,27,9 - 5 - 0,50.67%,49.35%,Jolteon Inteleon,,alloutblitzle
18,Alex Hamilton,,27,9 - 5 - 0,45.00%,48.00%,Jolteon Inteleon,,omegascizor456
19,Kevin Abernathy,,27,9 - 5 - 0,38.00%,52.13%,Jolteon Inteleon,,kevbot719
20,JoiseJo,,25,8 - 5 - 1,56.67%,53.70%,Jolteon Inteleon,,joisejo
21,Gabe Shumway,,25,8 - 5 - 1,47.00%,49.24%,Other,,gabeshumway
22,VolcanTurtleTCG,,25,8 - 5 - 1,46.25%,49.21%,Jolteon Inteleon,,volcanturtletcg
23,AyNunez,,24,8 - 4 - 0drop,41.67%,51.25%,Arceus Inteleon,,aynunez
24,Matt Bridges,,22,7 - 5 - 1drop,47.78%,48.50%,Stonjourner,,bluebr0nc0
25,ToF Luis E,,22,7 - 6 - 1,45.00%,44.32%,Arceus Duraludon,,fester131313
26,GAP Bruno Souza,,22,7 - 3 - 1drop,42.50%,57.08%,Arceus Duraludon,,bhhenriques
27,Fitypaldis,,22,7 - 4 - 1drop,41.67%,56.92%,Arceus Inteleon,,fitypaldis
28,RamboFW,,21,7 - 4 - 0drop,46.67%,49.17%,Jolteon Inteleon,,rambofw
29,AtiumShadow,,19,6 - 3 - 1drop,60.00%,55.00%,Arceus Inteleon,,atiumshadow
30,juonx477,,19,6 - 5 - 1drop,48.33%,46.00%,Mew Genesect,,juonx477
31,syu,,18,6 - 3 - 0,63.69%,55.85%,Mew Genesect,,syu
