Place,Name,Country,Points,Record,Opp. Win %,Opp. Opp. %,Deck,List,Player ID
1,hbjtrevo,,22,7 - 1 - 1,,,Dark Inteleon,,hbjtrevo
2,zattack10,,18,6 - 3 - 0,,,Mew Genesect,,zattack10
3,EvanCampbell94,,16,5 - 2 - 1,,,Arceus,,evancampbell94
4,Zach Lesage,,16,5 - 2 - 1,,,Palkia,,zlesage
5,espel,,16,5 - 1 - 1,,,Palkia Inteleon,,espel
6,Luis Matos,,14,4 - 1 - 2,,,Mew Genesect,,machine473
7,arturoR2D2633127,,13,4 - 2 - 1,,,Arceus Inteleon,,arturor2d2633127
8,Matthew Barbeau,,13,4 - 2 - 1,,,Calyrex Inteleon,,waterocean
9,Rofgaster,,12,4 - 2 - 0,51.39%,58.10%,Calyrex Inteleon,,rofgaster
10,IsaiahJacques44,,12,4 - 2 - 0,51.39%,52.47%,Palkia Inteleon,,isaiahjacques44
11,Michele  Babin,,12,4 - 2 - 0,48.61%,53.53%,Palkia,,michelebabin
12,Curly71,,9,3 - 3 - 0,58.00%,56.73%,Shadow Rider Calyrex,,curly71
13,rixsterexe,,9,3 - 3 - 0,56.94%,54.01%,Leafeon Inteleon,,rixsterexe
14,Nikita Pudov,,9,3 - 3 - 0,43.06%,51.44%,Lunatone Solrock,,lucariotcg
15,Miggy Hayakawa,,9,3 - 2 - 0drop,31.33%,58.33%,Crobat,,bakalmastergx
16,domthejeweler,,6,2 - 4 - 0,58.61%,47.11%,Dialga,,domthejeweler
17,sebastian faundez,,6,2 - 2 - 0drop,55.83%,51.75%,Lunatone Solrock,,scaril17
18,Savid400,,6,2 - 2 - 0drop,54.17%,48.44%,Darkrai,,savid400
19,NotDarrenLee,,6,2 - 3 - 0drop,53.67%,47.12%,Palkia Inteleon,,notdarrenlee
20,Mhall1207,,6,2 - 2 - 0drop,52.08%,54.29%,Calyrex Palkia,,mhall1207
21,Morgan Fite,,6,2 - 2 - 0drop,45.83%,54.41%,Arceus Inteleon,,trueeevil
22,nicobugs10,,6,2 - 4 - 0,44.17%,50.68%,Darkrai,,nicobugs10
23,Kingofgames94,,3,1 - 1 - 0drop,83.33%,57.50%,Arceus Gyarados,,kingofgames94
24,Iori127,,3,1 - 2 - 0drop,64.44%,44.51%,Arceus Mewtwo,,iori127
25,Dreamjew,,3,1 - 3 - 0drop,60.83%,45.19%,Arceus Duraludon,,dreamjew
26,Anti,,3,1 - 2 - 0drop,55.56%,50.94%,Palkia,,anti
27,Nate Kirksey,,3,1 - 2 - 0drop,50.00%,55.13%,Mew Genesect,,pokenate
28,CounterCollector,,3,1 - 2 - 0drop,50.00%,50.00%,Palkia Inteleon,,countercollector
29,Jorden Hamilton,,3,1 - 2 - 0drop,47.22%,50.00%,Inteleon Box,,jordenhamiltontcg
30,alfr3do92,,3,1 - 2 - 0drop,41.67%,49.17%,Palkia Inteleon,,alfr3do92
31,blackmagicianx,,3,1 - 1 - 0drop,37.50%,54.44%,Arceus Gyarados,,blackmagicianx
32,M4ilm4n,,0,0 - 1 - 0drop,75.00%,50.00%,Shadow Rider Calyrex,,m4ilm4n
33,Capcrew,,0,0 - 1 - 0drop,66.67%,48.61%,Other,,capcrew
34,Riku Nakajima,,0,0 - 2 - 0drop,58.33%,56.94%,Mew Genesect,,lily818
35,jasmej271190,,0,0 - 3 - 0drop,58.33%,54.07%,Mew Genesect,,jasmej271190
36,mkirby,,0,0 - 2 - 0drop,55.00%,33.10%,Palkia Inteleon,,mkirby
37,Devin S,,0,0 - 2 - 0drop,54.17%,53.70%,Gengar,,shac
38,desultorily,,0,0 - 2 - 0drop,54.17%,47.22%,Calyrex Inteleon,,desultorily
39,jhenejenn,,0,0 - 2 - 0drop,50.00%,49.85%,Palkia Inteleon,,jhenejenn
40,Geohoffa,,0,0 - 1 - 0drop,33.33%,58.61%,Calyrex Palkia,,geohoffa
41,Fly .,,0,0 - 1 - 0drop,33.33%,50.00%,Arceus Duraludon,,jgrant44
42,Orion Sutherland,,0,0 - 1 - 0drop,25.00%,60.83%,Arceus Inteleon,,joshuasutherland21
