deck,opposing_deck,t_url,date,winrate,games_played
Arceus Goodra,Arceus Duraludon,https://play.limitlesstcg.com/tournament/ln68/,2022-11-01,0.0,3
Arceus Goodra,Giratina LZ Box,https://play.limitlesstcg.com/tournament/ln68/,2022-11-01,0.53,15
Arceus Goodra,Arceus Flying Pikachu,https://play.limitlesstcg.com/tournament/ln68/,2022-11-01,0.67,3
Arceus Goodra,Mew Genesect,https://play.limitlesstcg.com/tournament/ln68/,2022-11-01,0.44,18
Arceus Goodra,Arceus Giratina,https://play.limitlesstcg.com/tournament/ln68/,2022-11-01,1.0,3
Arceus Goodra,Blissey,https://play.limitlesstcg.com/tournament/ln68/,2022-11-01,0.1,10
Arceus Goodra,Kyurem Palkia,https://play.limitlesstcg.com/tournament/ln68/,2022-11-01,0.38,16
Arceus Goodra,Crobat Weezing,https://play.limitlesstcg.com/tournament/ln68/,2022-11-01,1.0,1
Arceus Goodra,Palkia Inteleon,https://play.limitlesstcg.com/tournament/ln68/,2022-11-01,0.6,15
Arceus Goodra,Other,https://play.limitlesstcg.com/tournament/ln68/,2022-11-01,0.67,3
Arceus Goodra,Hisuian Goodra,https://play.limitlesstcg.com/tournament/ln68/,2022-11-01,0.33,3
Arceus Goodra,Hisuian Zoroark,https://play.limitlesstcg.com/tournament/ln68/,2022-11-01,0.5,2
Arceus Goodra,Calyrex Inteleon,https://play.limitlesstcg.com/tournament/ln68/,2022-11-01,0.5,4
Arceus Goodra,Regis,https://play.limitlesstcg.com/tournament/ln68/,2022-11-01,0.6,10
Arceus Goodra,Dialga LZ,https://play.limitlesstcg.com/tournament/ln68/,2022-11-01,0.0,1
Arceus Goodra,Lost Zone Box,https://play.limitlesstcg.com/tournament/ln68/,2022-11-01,0.53,15
Arceus Goodra,Durant,https://play.limitlesstcg.com/tournament/ln68/,2022-11-01,1.0,1
Arceus Goodra,Machamp,https://play.limitlesstcg.com/tournament/ln68/,2022-11-01,1.0,1
Arceus Goodra,Shadow Rider Calyrex,https://play.limitlesstcg.com/tournament/ln68/,2022-11-01,0.25,4
Arceus Goodra,Hisuian Samurott,https://play.limitlesstcg.com/tournament/ln68/,2022-11-01,1.0,1
Arceus Goodra,Arceus,https://play.limitlesstcg.com/tournament/ln68/,2022-11-01,0.5,2
Arceus Goodra,Arceus Mewtwo,https://play.limitlesstcg.com/tournament/ln68/,2022-11-01,0.0,1
Arceus Goodra,Arceus Goodra,https://play.limitlesstcg.com/tournament/ln68/,2022-11-01,0.4,10
Arceus Goodra,Volcarona,https://play.limitlesstcg.com/tournament/ln68/,2022-11-01,0.5,2
Arceus Goodra,Vikavolt,https://play.limitlesstcg.com/tournament/ln68/,2022-11-01,0.0,1
Regis,Palkia Inteleon,https://play.limitlesstcg.com/tournament/ln68/,2022-11-01,0.4,20
Regis,Kyurem Palkia,https://play.limitlesstcg.com/tournament/ln68/,2022-11-01,0.1,10
Regis,Mew Genesect,https://play.limitlesstcg.com/tournament/ln68/,2022-11-01,0.47,19
Regis,Regis,https://play.limitlesstcg.com/tournament/ln68/,2022-11-01,0.5,28
Regis,Giratina LZ Box,https://play.limitlesstcg.com/tournament/ln68/,2022-11-01,0.45,22
Regis,Lost Zone Box,https://play.limitlesstcg.com/tournament/ln68/,2022-11-01,0.39,23
Regis,Arceus Goodra,https://play.limitlesstcg.com/tournament/ln68/,2022-11-01,0.3,10
Regis,Hisuian Zoroark,https://play.limitlesstcg.com/tournament/ln68/,2022-11-01,0.33,9
Regis,Cramorant,https://play.limitlesstcg.com/tournament/ln68/,2022-11-01,1.0,1
Regis,Arceus Rayquaza,https://play.limitlesstcg.com/tournament/ln68/,2022-11-01,1.0,1
Regis,Arceus Flying Pikachu,https://play.limitlesstcg.com/tournament/ln68/,2022-11-01,1.0,2
Regis,Arceus Giratina,https://play.limitlesstcg.com/tournament/ln68/,2022-11-01,0.12,8
Regis,Other,https://play.limitlesstcg.com/tournament/ln68/,2022-11-01,1.0,2
Regis,Charizard,https://play.limitlesstcg.com/tournament/ln68/,2022-11-01,0.0,1
Regis,Inteleon Box,https://play.limitlesstcg.com/tournament/ln68/,2022-11-01,1.0,1
Regis,Arcanine Zoroark,https://play.limitlesstcg.com/tournament/ln68/,2022-11-01,0.0,2
Regis,Vikavolt,https://play.limitlesstcg.com/tournament/ln68/,2022-11-01,0.6,5
Regis,Blissey,https://play.limitlesstcg.com/tournament/ln68/,2022-11-01,0.67,6
Regis,Shadow Rider Calyrex,https://play.limitlesstcg.com/tournament/ln68/,2022-11-01,0.0,2
Regis,Hisuian Goodra,https://play.limitlesstcg.com/tournament/ln68/,2022-11-01,0.5,2
Regis,Arceus,https://play.limitlesstcg.com/tournament/ln68/,2022-11-01,0.33,3
Regis,Gengar,https://play.limitlesstcg.com/tournament/ln68/,2022-11-01,1.0,1
Regis,Dialga LZ,https://play.limitlesstcg.com/tournament/ln68/,2022-11-01,0.67,3
Regis,Arceus Duraludon,https://play.limitlesstcg.com/tournament/ln68/,2022-11-01,1.0,1
Lost Zone Box,Suicune Inteleon,https://play.limitlesstcg.com/tournament/ln68/,2022-11-01,1.0,1
Lost Zone Box,Blissey,https://play.limitlesstcg.com/tournament/ln68/,2022-11-01,0.57,7
Lost Zone Box,Urshifu Inteleon,https://play.limitlesstcg.com/tournament/ln68/,2022-11-01,1.0,1
Lost Zone Box,Giratina LZ Box,https://play.limitlesstcg.com/tournament/ln68/,2022-11-01,0.53,36
Lost Zone Box,Regis,https://play.limitlesstcg.com/tournament/ln68/,2022-11-01,0.43,23
Lost Zone Box,Palkia Inteleon,https://play.limitlesstcg.com/tournament/ln68/,2022-11-01,0.57,14
Lost Zone Box,Arceus,https://play.limitlesstcg.com/tournament/ln68/,2022-11-01,0.6,5
Lost Zone Box,Kyurem Palkia,https://play.limitlesstcg.com/tournament/ln68/,2022-11-01,0.48,25
Lost Zone Box,Hisuian Goodra,https://play.limitlesstcg.com/tournament/ln68/,2022-11-01,0.75,4
Lost Zone Box,Lost Zone Box,https://play.limitlesstcg.com/tournament/ln68/,2022-11-01,0.48,46
Lost Zone Box,Dialga,https://play.limitlesstcg.com/tournament/ln68/,2022-11-01,0.2,5
Lost Zone Box,Arceus Giratina,https://play.limitlesstcg.com/tournament/ln68/,2022-11-01,0.29,7
Lost Zone Box,Mew Genesect,https://play.limitlesstcg.com/tournament/ln68/,2022-11-01,0.44,25
Lost Zone Box,Other,https://play.limitlesstcg.com/tournament/ln68/,2022-11-01,1.0,3
Lost Zone Box,Shadow Rider Calyrex,https://play.limitlesstcg.com/tournament/ln68/,2022-11-01,0.5,4
Lost Zone Box,Inteleon Box,https://play.limitlesstcg.com/tournament/ln68/,2022-11-01,0.0,1
Lost Zone Box,Arceus Goodra,https://play.limitlesstcg.com/tournament/ln68/,2022-11-01,0.4,15
Lost Zone Box,Arcanine Zoroark,https://play.limitlesstcg.com/tournament/ln68/,2022-11-01,0.0,2
Lost Zone Box,Hisuian Zoroark,https://play.limitlesstcg.com/tournament/ln68/,2022-11-01,0.5,8
Lost Zone Box,Vikavolt,https://play.limitlesstcg.com/tournament/ln68/,2022-11-01,0.0,2
Lost Zone Box,Galarian Weezing,https://play.limitlesstcg.com/tournament/ln68/,2022-11-01,0.0,1
Lost Zone Box,Charizard,https://play.limitlesstcg.com/tournament/ln68/,2022-11-01,0.0,1
Lost Zone Box,Arceus Rayquaza,https://play.limitlesstcg.com/tournament/ln68/,2022-11-01,0.0,3
Lost Zone Box,Machamp,https://play.limitlesstcg.com/tournament/ln68/,2022-11-01,1.0,1
Lost Zone Box,Arceus Mewtwo,https://play.limitlesstcg.com/tournament/ln68/,2022-11-01,1.0,1
Lost Zone Box,Dialga Bronzong,https://play.limitlesstcg.com/tournament/ln68/,2022-11-01,0.0,1
Lost Zone Box,Dialga LZ,https://play.limitlesstcg.com/tournament/ln68/,2022-11-01,0.33,3
Lost Zone Box,Volcarona,https://play.limitlesstcg.com/tournament/ln68/,2022-11-01,1.0,1
Giratina LZ Box,Palkia Inteleon,https://play.limitlesstcg.com/tournament/ln68/,2022-11-01,0.5,38
Giratina LZ Box,Lost Zone Box,https://play.limitlesstcg.com/tournament/ln68/,2022-11-01,0.42,36
Giratina LZ Box,Giratina LZ Box,https://play.limitlesstcg.com/tournament/ln68/,2022-11-01,0.47,106
Giratina LZ Box,Mew Genesect,https://play.limitlesstcg.com/tournament/ln68/,2022-11-01,0.58,43
Giratina LZ Box,Regis,https://play.limitlesstcg.com/tournament/ln68/,2022-11-01,0.45,22
Giratina LZ Box,Other,https://play.limitlesstcg.com/tournament/ln68/,2022-11-01,0.67,6
Giratina LZ Box,Shadow Rider Calyrex,https://play.limitlesstcg.com/tournament/ln68/,2022-11-01,0.43,7
Giratina LZ Box,Arceus Goodra,https://play.limitlesstcg.com/tournament/ln68/,2022-11-01,0.47,15
Giratina LZ Box,Hisuian Goodra,https://play.limitlesstcg.com/tournament/ln68/,2022-11-01,0.78,9
Giratina LZ Box,Kyurem Palkia,https://play.limitlesstcg.com/tournament/ln68/,2022-11-01,0.42,19
Giratina LZ Box,Flaaffy,https://play.limitlesstcg.com/tournament/ln68/,2022-11-01,0.0,1
Giratina LZ Box,Kyurem,https://play.limitlesstcg.com/tournament/ln68/,2022-11-01,0.75,4
Giratina LZ Box,Hisuian Zoroark,https://play.limitlesstcg.com/tournament/ln68/,2022-11-01,0.38,16
Giratina LZ Box,Arceus,https://play.limitlesstcg.com/tournament/ln68/,2022-11-01,0.4,5
Giratina LZ Box,Machamp,https://play.limitlesstcg.com/tournament/ln68/,2022-11-01,0.0,1
Giratina LZ Box,Eternatus,https://play.limitlesstcg.com/tournament/ln68/,2022-11-01,0.25,4
Giratina LZ Box,Arceus Giratina,https://play.limitlesstcg.com/tournament/ln68/,2022-11-01,0.27,11
Giratina LZ Box,Ice Rider Calyrex,https://play.limitlesstcg.com/tournament/ln68/,2022-11-01,1.0,1
Giratina LZ Box,Dialga LZ,https://play.limitlesstcg.com/tournament/ln68/,2022-11-01,0.83,6
Giratina LZ Box,Galarian Weezing,https://play.limitlesstcg.com/tournament/ln68/,2022-11-01,1.0,2
Giratina LZ Box,Blissey,https://play.limitlesstcg.com/tournament/ln68/,2022-11-01,0.56,16
Giratina LZ Box,Arceus Duraludon,https://play.limitlesstcg.com/tournament/ln68/,2022-11-01,0.4,5
Giratina LZ Box,Hisuian Samurott,https://play.limitlesstcg.com/tournament/ln68/,2022-11-01,0.0,1
Giratina LZ Box,Urshifu Inteleon,https://play.limitlesstcg.com/tournament/ln68/,2022-11-01,0.0,1
Giratina LZ Box,Durant,https://play.limitlesstcg.com/tournament/ln68/,2022-11-01,1.0,1
Giratina LZ Box,Vikavolt,https://play.limitlesstcg.com/tournament/ln68/,2022-11-01,0.5,2
Giratina LZ Box,Charizard,https://play.limitlesstcg.com/tournament/ln68/,2022-11-01,0.67,3
Giratina LZ Box,Arceus Rayquaza,https://play.limitlesstcg.com/tournament/ln68/,2022-11-01,0.0,1
Giratina LZ Box,Volcarona,https://play.limitlesstcg.com/tournament/ln68/,2022-11-01,1.0,1
Giratina LZ Box,Dialga,https://play.limitlesstcg.com/tournament/ln68/,2022-11-01,0.0,1
Giratina LZ Box,Dialga Bronzong,https://play.limitlesstcg.com/tournament/ln68/,2022-11-01,1.0,1
Giratina LZ Box,Arcanine Zoroark,https://play.limitlesstcg.com/tournament/ln68/,2022-11-01,1.0,1
Palkia Inteleon,Giratina LZ Box,https://play.limitlesstcg.com/tournament/ln68/,2022-11-01,0.5,38
Palkia Inteleon,Regis,https://play.limitlesstcg.com/tournament/ln68/,2022-11-01,0.5,20
Palkia Inteleon,Arceus Duraludon,https://play.limitlesstcg.com/tournament/ln68/,2022-11-01,0.5,2
Palkia Inteleon,Lost Zone Box,https://play.limitlesstcg.com/tournament/ln68/,2022-11-01,0.43,14
Palkia Inteleon,Hisuian Zoroark,https://play.limitlesstcg.com/tournament/ln68/,2022-11-01,0.6,10
Palkia Inteleon,Arceus Goodra,https://play.limitlesstcg.com/tournament/ln68/,2022-11-01,0.4,15
Palkia Inteleon,Lunatone Solrock,https://play.limitlesstcg.com/tournament/ln68/,2022-11-01,1.0,1
Palkia Inteleon,Mew Genesect,https://play.limitlesstcg.com/tournament/ln68/,2022-11-01,0.5,18
Palkia Inteleon,Rapid Strike Urshifu,https://play.limitlesstcg.com/tournament/ln68/,2022-11-01,1.0,1
Palkia Inteleon,Palkia Inteleon,https://play.limitlesstcg.com/tournament/ln68/,2022-11-01,0.47,34
Palkia Inteleon,Blissey,https://play.limitlesstcg.com/tournament/ln68/,2022-11-01,0.12,8
Palkia Inteleon,Hisuian Goodra,https://play.limitlesstcg.com/tournament/ln68/,2022-11-01,0.75,4
Palkia Inteleon,Arceus,https://play.limitlesstcg.com/tournament/ln68/,2022-11-01,0.75,4
Palkia Inteleon,Dialga LZ,https://play.limitlesstcg.com/tournament/ln68/,2022-11-01,0.29,7
Palkia Inteleon,Vikavolt,https://play.limitlesstcg.com/tournament/ln68/,2022-11-01,0.6,5
Palkia Inteleon,Kyurem Palkia,https://play.limitlesstcg.com/tournament/ln68/,2022-11-01,0.9,10
Palkia Inteleon,Shadow Rider Calyrex,https://play.limitlesstcg.com/tournament/ln68/,2022-11-01,0.33,3
Palkia Inteleon,Eternatus,https://play.limitlesstcg.com/tournament/ln68/,2022-11-01,0.75,4
Palkia Inteleon,Suicune Inteleon,https://play.limitlesstcg.com/tournament/ln68/,2022-11-01,1.0,2
Palkia Inteleon,Dialga Bronzong,https://play.limitlesstcg.com/tournament/ln68/,2022-11-01,1.0,1
Palkia Inteleon,Volcarona,https://play.limitlesstcg.com/tournament/ln68/,2022-11-01,0.0,1
Palkia Inteleon,Arceus Mewtwo,https://play.limitlesstcg.com/tournament/ln68/,2022-11-01,1.0,1
Palkia Inteleon,Gengar,https://play.limitlesstcg.com/tournament/ln68/,2022-11-01,1.0,1
Palkia Inteleon,Other,https://play.limitlesstcg.com/tournament/ln68/,2022-11-01,1.0,1
Palkia Inteleon,Arceus Giratina,https://play.limitlesstcg.com/tournament/ln68/,2022-11-01,1.0,2
Palkia Inteleon,Kyurem,https://play.limitlesstcg.com/tournament/ln68/,2022-11-01,1.0,1
Palkia Inteleon,Urshifu Inteleon,https://play.limitlesstcg.com/tournament/ln68/,2022-11-01,1.0,1
Palkia Inteleon,Crobat Weezing,https://play.limitlesstcg.com/tournament/ln68/,2022-11-01,1.0,1
Palkia Inteleon,Durant,https://play.limitlesstcg.com/tournament/ln68/,2022-11-01,0.5,2
Palkia Inteleon,Dialga,https://play.limitlesstcg.com/tournament/ln68/,2022-11-01,0.25,4
Palkia Inteleon,Arceus Flying Pikachu,https://play.limitlesstcg.com/tournament/ln68/,2022-11-01,0.0,1
Palkia Inteleon,Arcanine Zoroark,https://play.limitlesstcg.com/tournament/ln68/,2022-11-01,0.0,3
Kyurem Palkia,Blissey,https://play.limitlesstcg.com/tournament/ln68/,2022-11-01,0.18,11
Kyurem Palkia,Hisuian Zoroark,https://play.limitlesstcg.com/tournament/ln68/,2022-11-01,0.67,12
Kyurem Palkia,Lost Zone Box,https://play.limitlesstcg.com/tournament/ln68/,2022-11-01,0.48,25
Kyurem Palkia,Arceus Goodra,https://play.limitlesstcg.com/tournament/ln68/,2022-11-01,0.62,16
Kyurem Palkia,Mew Genesect,https://play.limitlesstcg.com/tournament/ln68/,2022-11-01,0.47,19
Kyurem Palkia,Palkia Inteleon,https://play.limitlesstcg.com/tournament/ln68/,2022-11-01,0.1,10
Kyurem Palkia,Arceus Giratina,https://play.limitlesstcg.com/tournament/ln68/,2022-11-01,0.33,6
Kyurem Palkia,Regis,https://play.limitlesstcg.com/tournament/ln68/,2022-11-01,0.6,10
Kyurem Palkia,Giratina LZ Box,https://play.limitlesstcg.com/tournament/ln68/,2022-11-01,0.53,19
Kyurem Palkia,Durant,https://play.limitlesstcg.com/tournament/ln68/,2022-11-01,0.5,2
Kyurem Palkia,Dialga,https://play.limitlesstcg.com/tournament/ln68/,2022-11-01,1.0,1
Kyurem Palkia,Crobat Weezing,https://play.limitlesstcg.com/tournament/ln68/,2022-11-01,0.0,1
Kyurem Palkia,Cramorant,https://play.limitlesstcg.com/tournament/ln68/,2022-11-01,1.0,1
Kyurem Palkia,Shadow Rider Calyrex,https://play.limitlesstcg.com/tournament/ln68/,2022-11-01,0.5,4
Kyurem Palkia,Arceus Rayquaza,https://play.limitlesstcg.com/tournament/ln68/,2022-11-01,1.0,1
Kyurem Palkia,Arceus Mewtwo,https://play.limitlesstcg.com/tournament/ln68/,2022-11-01,1.0,1
Kyurem Palkia,Hisuian Goodra,https://play.limitlesstcg.com/tournament/ln68/,2022-11-01,1.0,3
Kyurem Palkia,Other,https://play.limitlesstcg.com/tournament/ln68/,2022-11-01,0.5,2
Kyurem Palkia,Hisuian Samurott,https://play.limitlesstcg.com/tournament/ln68/,2022-11-01,1.0,1
Kyurem Palkia,Arceus,https://play.limitlesstcg.com/tournament/ln68/,2022-11-01,1.0,2
Kyurem Palkia,Arcanine Zoroark,https://play.limitlesstcg.com/tournament/ln68/,2022-11-01,0.0,1
Kyurem Palkia,Dialga LZ,https://play.limitlesstcg.com/tournament/ln68/,2022-11-01,0.25,4
Kyurem Palkia,Eternatus,https://play.limitlesstcg.com/tournament/ln68/,2022-11-01,1.0,1
Kyurem Palkia,Kyurem Palkia,https://play.limitlesstcg.com/tournament/ln68/,2022-11-01,0.5,12
Kyurem Palkia,Calyrex Inteleon,https://play.limitlesstcg.com/tournament/ln68/,2022-11-01,0.0,2
Kyurem Palkia,Arceus Duraludon,https://play.limitlesstcg.com/tournament/ln68/,2022-11-01,1.0,1
Kyurem Palkia,Charizard,https://play.limitlesstcg.com/tournament/ln68/,2022-11-01,1.0,1
Dialga,Lost Zone Box,https://play.limitlesstcg.com/tournament/ln68/,2022-11-01,0.8,5
Dialga,Kyurem Palkia,https://play.limitlesstcg.com/tournament/ln68/,2022-11-01,0.0,1
Dialga,Hisuian Goodra,https://play.limitlesstcg.com/tournament/ln68/,2022-11-01,1.0,1
Dialga,Palkia Inteleon,https://play.limitlesstcg.com/tournament/ln68/,2022-11-01,0.75,4
Dialga,Mew Genesect,https://play.limitlesstcg.com/tournament/ln68/,2022-11-01,1.0,2
Dialga,Giratina LZ Box,https://play.limitlesstcg.com/tournament/ln68/,2022-11-01,0.0,1
Mew Genesect,Giratina LZ Box,https://play.limitlesstcg.com/tournament/ln68/,2022-11-01,0.37,43
Mew Genesect,Mew Genesect,https://play.limitlesstcg.com/tournament/ln68/,2022-11-01,0.48,58
Mew Genesect,Arceus Goodra,https://play.limitlesstcg.com/tournament/ln68/,2022-11-01,0.56,18
Mew Genesect,Hisuian Zoroark,https://play.limitlesstcg.com/tournament/ln68/,2022-11-01,0.8,10
Mew Genesect,Lost Zone Box,https://play.limitlesstcg.com/tournament/ln68/,2022-11-01,0.52,25
Mew Genesect,Arceus Duraludon,https://play.limitlesstcg.com/tournament/ln68/,2022-11-01,0.5,4
Mew Genesect,Kyurem Palkia,https://play.limitlesstcg.com/tournament/ln68/,2022-11-01,0.47,19
Mew Genesect,Dialga LZ,https://play.limitlesstcg.com/tournament/ln68/,2022-11-01,0.5,4
Mew Genesect,Arceus Giratina,https://play.limitlesstcg.com/tournament/ln68/,2022-11-01,0.78,9
Mew Genesect,Blissey,https://play.limitlesstcg.com/tournament/ln68/,2022-11-01,0.6,5
Mew Genesect,Regis,https://play.limitlesstcg.com/tournament/ln68/,2022-11-01,0.37,19
Mew Genesect,Zeraora,https://play.limitlesstcg.com/tournament/ln68/,2022-11-01,1.0,1
Mew Genesect,Palkia Inteleon,https://play.limitlesstcg.com/tournament/ln68/,2022-11-01,0.5,18
Mew Genesect,Vikavolt,https://play.limitlesstcg.com/tournament/ln68/,2022-11-01,0.5,2
Mew Genesect,Arceus Mewtwo,https://play.limitlesstcg.com/tournament/ln68/,2022-11-01,0.5,2
Mew Genesect,Shadow Rider Calyrex,https://play.limitlesstcg.com/tournament/ln68/,2022-11-01,1.0,3
Mew Genesect,Urshifu Inteleon,https://play.limitlesstcg.com/tournament/ln68/,2022-11-01,1.0,2
Mew Genesect,Gengar,https://play.limitlesstcg.com/tournament/ln68/,2022-11-01,0.67,3
Mew Genesect,Flaaffy,https://play.limitlesstcg.com/tournament/ln68/,2022-11-01,1.0,1
Mew Genesect,Calyrex Inteleon,https://play.limitlesstcg.com/tournament/ln68/,2022-11-01,0.5,2
Mew Genesect,Hisuian Goodra,https://play.limitlesstcg.com/tournament/ln68/,2022-11-01,0.4,5
Mew Genesect,Other,https://play.limitlesstcg.com/tournament/ln68/,2022-11-01,0.25,4
Mew Genesect,Arceus,https://play.limitlesstcg.com/tournament/ln68/,2022-11-01,0.33,3
Mew Genesect,Arceus Rayquaza,https://play.limitlesstcg.com/tournament/ln68/,2022-11-01,0.0,1
Mew Genesect,Durant,https://play.limitlesstcg.com/tournament/ln68/,2022-11-01,0.5,2
Mew Genesect,Dialga,https://play.limitlesstcg.com/tournament/ln68/,2022-11-01,0.0,2
Mew Genesect,Arcanine Zoroark,https://play.limitlesstcg.com/tournament/ln68/,2022-11-01,0.0,2
Arcanine Zoroark,Dialga LZ,https://play.limitlesstcg.com/tournament/ln68/,2022-11-01,1.0,1
Arcanine Zoroark,Lost Zone Box,https://play.limitlesstcg.com/tournament/ln68/,2022-11-01,0.5,2
Arcanine Zoroark,Regis,https://play.limitlesstcg.com/tournament/ln68/,2022-11-01,1.0,2
Arcanine Zoroark,Kyurem Palkia,https://play.limitlesstcg.com/tournament/ln68/,2022-11-01,0.0,1
Arcanine Zoroark,Blissey,https://play.limitlesstcg.com/tournament/ln68/,2022-11-01,1.0,1
Arcanine Zoroark,Palkia Inteleon,https://play.limitlesstcg.com/tournament/ln68/,2022-11-01,0.33,3
Arcanine Zoroark,Hisuian Zoroark,https://play.limitlesstcg.com/tournament/ln68/,2022-11-01,1.0,1
Arcanine Zoroark,Mew Genesect,https://play.limitlesstcg.com/tournament/ln68/,2022-11-01,1.0,2
Arcanine Zoroark,Giratina LZ Box,https://play.limitlesstcg.com/tournament/ln68/,2022-11-01,0.0,1
Dialga LZ,Palkia Inteleon,https://play.limitlesstcg.com/tournament/ln68/,2022-11-01,0.57,7
Dialga LZ,Arceus,https://play.limitlesstcg.com/tournament/ln68/,2022-11-01,0.0,1
Dialga LZ,Giratina LZ Box,https://play.limitlesstcg.com/tournament/ln68/,2022-11-01,0.17,6
Dialga LZ,Arceus Goodra,https://play.limitlesstcg.com/tournament/ln68/,2022-11-01,1.0,1
Dialga LZ,Arcanine Zoroark,https://play.limitlesstcg.com/tournament/ln68/,2022-11-01,0.0,1
Dialga LZ,Mew Genesect,https://play.limitlesstcg.com/tournament/ln68/,2022-11-01,0.25,4
Dialga LZ,Hisuian Zoroark,https://play.limitlesstcg.com/tournament/ln68/,2022-11-01,0.75,4
Dialga LZ,Blissey,https://play.limitlesstcg.com/tournament/ln68/,2022-11-01,0.0,3
Dialga LZ,Arceus Duraludon,https://play.limitlesstcg.com/tournament/ln68/,2022-11-01,1.0,1
Dialga LZ,Calyrex Inteleon,https://play.limitlesstcg.com/tournament/ln68/,2022-11-01,0.0,1
Dialga LZ,Arceus Giratina,https://play.limitlesstcg.com/tournament/ln68/,2022-11-01,1.0,2
Dialga LZ,Regis,https://play.limitlesstcg.com/tournament/ln68/,2022-11-01,0.33,3
Dialga LZ,Kyurem Palkia,https://play.limitlesstcg.com/tournament/ln68/,2022-11-01,0.5,4
Dialga LZ,Lost Zone Box,https://play.limitlesstcg.com/tournament/ln68/,2022-11-01,0.67,3
Dialga LZ,Shadow Rider Calyrex,https://play.limitlesstcg.com/tournament/ln68/,2022-11-01,0.0,1
Blissey,Other,https://play.limitlesstcg.com/tournament/ln68/,2022-11-01,1.0,3
Blissey,Mew Genesect,https://play.limitlesstcg.com/tournament/ln68/,2022-11-01,0.4,5
Blissey,Hisuian Zoroark,https://play.limitlesstcg.com/tournament/ln68/,2022-11-01,0.75,4
Blissey,Arceus Goodra,https://play.limitlesstcg.com/tournament/ln68/,2022-11-01,0.5,10
Blissey,Giratina LZ Box,https://play.limitlesstcg.com/tournament/ln68/,2022-11-01,0.44,16
Blissey,Kyurem Palkia,https://play.limitlesstcg.com/tournament/ln68/,2022-11-01,0.64,11
Blissey,Arceus Mewtwo,https://play.limitlesstcg.com/tournament/ln68/,2022-11-01,0.67,3
Blissey,Lost Zone Box,https://play.limitlesstcg.com/tournament/ln68/,2022-11-01,0.43,7
Blissey,Palkia Inteleon,https://play.limitlesstcg.com/tournament/ln68/,2022-11-01,0.75,8
Blissey,Arceus Giratina,https://play.limitlesstcg.com/tournament/ln68/,2022-11-01,0.33,3
Blissey,Blissey,https://play.limitlesstcg.com/tournament/ln68/,2022-11-01,0.5,20
Blissey,Arceus Duraludon,https://play.limitlesstcg.com/tournament/ln68/,2022-11-01,0.0,3
Blissey,Durant,https://play.limitlesstcg.com/tournament/ln68/,2022-11-01,0.0,1
Blissey,Arceus,https://play.limitlesstcg.com/tournament/ln68/,2022-11-01,0.67,3
Blissey,Shadow Rider Calyrex,https://play.limitlesstcg.com/tournament/ln68/,2022-11-01,0.0,1
Blissey,Dialga LZ,https://play.limitlesstcg.com/tournament/ln68/,2022-11-01,1.0,3
Blissey,Dialga Bronzong,https://play.limitlesstcg.com/tournament/ln68/,2022-11-01,0.0,1
Blissey,Regis,https://play.limitlesstcg.com/tournament/ln68/,2022-11-01,0.33,6
Blissey,Crobat Weezing,https://play.limitlesstcg.com/tournament/ln68/,2022-11-01,1.0,1
Blissey,Arcanine Zoroark,https://play.limitlesstcg.com/tournament/ln68/,2022-11-01,0.0,1
Blissey,Arceus Rayquaza,https://play.limitlesstcg.com/tournament/ln68/,2022-11-01,0.0,1
Hisuian Zoroark,Regis,https://play.limitlesstcg.com/tournament/ln68/,2022-11-01,0.56,9
Hisuian Zoroark,Volcarona,https://play.limitlesstcg.com/tournament/ln68/,2022-11-01,0.0,1
Hisuian Zoroark,Arceus Giratina,https://play.limitlesstcg.com/tournament/ln68/,2022-11-01,0.8,5
Hisuian Zoroark,Giratina LZ Box,https://play.limitlesstcg.com/tournament/ln68/,2022-11-01,0.56,16
Hisuian Zoroark,Arceus Goodra,https://play.limitlesstcg.com/tournament/ln68/,2022-11-01,0.5,2
Hisuian Zoroark,Urshifu Inteleon,https://play.limitlesstcg.com/tournament/ln68/,2022-11-01,0.0,1
Hisuian Zoroark,Kyurem Palkia,https://play.limitlesstcg.com/tournament/ln68/,2022-11-01,0.25,12
Hisuian Zoroark,Blissey,https://play.limitlesstcg.com/tournament/ln68/,2022-11-01,0.25,4
Hisuian Zoroark,Palkia Inteleon,https://play.limitlesstcg.com/tournament/ln68/,2022-11-01,0.2,10
Hisuian Zoroark,Mew Genesect,https://play.limitlesstcg.com/tournament/ln68/,2022-11-01,0.2,10
Hisuian Zoroark,Arceus,https://play.limitlesstcg.com/tournament/ln68/,2022-11-01,1.0,2
Hisuian Zoroark,Lost Zone Box,https://play.limitlesstcg.com/tournament/ln68/,2022-11-01,0.5,8
Hisuian Zoroark,Hisuian Zoroark,https://play.limitlesstcg.com/tournament/ln68/,2022-11-01,0.5,8
Hisuian Zoroark,Other,https://play.limitlesstcg.com/tournament/ln68/,2022-11-01,0.33,3
Hisuian Zoroark,Dialga LZ,https://play.limitlesstcg.com/tournament/ln68/,2022-11-01,0.25,4
Hisuian Zoroark,Dialga Bronzong,https://play.limitlesstcg.com/tournament/ln68/,2022-11-01,1.0,2
Hisuian Zoroark,Shadow Rider Calyrex,https://play.limitlesstcg.com/tournament/ln68/,2022-11-01,1.0,1
Hisuian Zoroark,Vikavolt,https://play.limitlesstcg.com/tournament/ln68/,2022-11-01,0.0,2
