deck,opposing_deck,date,winrate,games_played
Eternatus,Blacephalon Reshizard,2021-08-23,1.0,1
Mewtwo Weavile,Zacian,2021-08-23,1.0,1
Mewtwo Weavile,Vikavolt,2021-08-23,1.0,1
Mewtwo Weavile,Other,2021-08-23,0.67,3
Mewtwo Weavile,Zacian Lucmetal,2021-08-23,0.77,13
Mewtwo Weavile,Urshifu Inteleon,2021-08-23,0.46,13
Mewtwo Weavile,Zacian Inteleon,2021-08-23,1.0,1
Mewtwo Weavile,Shadow Rider Calyrex,2021-08-23,0.56,16
Mewtwo Weavile,Calyrex Inteleon,2021-08-23,0.19,16
Mewtwo Weavile,ADP Moltres,2021-08-23,0.8,5
Mewtwo Weavile,Blacephalon Reshizard,2021-08-23,0.0,1
Mewtwo Weavile,Dhelmise Rillaboom,2021-08-23,0.67,3
Mewtwo Weavile,Caturday,2021-08-23,0.33,3
Mewtwo Weavile,Malamar Weavile,2021-08-23,0.0,4
Mewtwo Weavile,Eternatus,2021-08-23,0.33,9
Mewtwo Weavile,Spiritomb,2021-08-23,1.0,1
Mewtwo Weavile,Calyrex Alcremie,2021-08-23,1.0,3
Mewtwo Weavile,Ice Rider Calyrex,2021-08-23,0.0,1
Mewtwo Weavile,Tornadus,2021-08-23,1.0,1
Mewtwo Weavile,Galarian Weezing,2021-08-23,0.5,2
Mewtwo Weavile,Urshifu Moltres,2021-08-23,1.0,1
Mewtwo Weavile,Blissey,2021-08-23,0.0,2
Mewtwo Weavile,Victini,2021-08-23,1.0,1
Mewtwo Weavile,Mewtwo Weavile,2021-08-23,0.5,8
Mewtwo Weavile,Rowegg Rillaboom,2021-08-23,1.0,1
Mewtwo Weavile,Charizard,2021-08-23,0.0,1
Mewtwo Weavile,Centiskorch Control,2021-08-23,0.0,1
Mewtwo Weavile,Single Strike Urshifu,2021-08-23,1.0,1
Mewtwo Weavile,Rapid Strike Malamar,2021-08-23,0.5,2
Blissey,Shadow Rider Calyrex,2021-08-23,0.5,2
Blissey,Calyrex Inteleon,2021-08-23,0.33,3
Blissey,ADP Moltres,2021-08-23,1.0,2
Blissey,Eternatus,2021-08-23,0.4,5
Blissey,Mewtwo Weavile,2021-08-23,1.0,2
Blissey,Urshifu Inteleon,2021-08-23,0.25,4
Blissey,Calyrex Alcremie,2021-08-23,1.0,1
Blissey,Malamar Weavile,2021-08-23,0.0,2
Blissey,Zacian Lucmetal,2021-08-23,1.0,1
Malamar Weavile,Eternatus,2021-08-23,0.0,2
Malamar Weavile,Calyrex Inteleon,2021-08-23,0.6,5
Malamar Weavile,Urshifu Inteleon,2021-08-23,0.0,4
Malamar Weavile,Zacian Lucmetal,2021-08-23,0.4,5
Malamar Weavile,Zacian Inteleon,2021-08-23,1.0,1
Malamar Weavile,Calyrex Alcremie,2021-08-23,1.0,1
Malamar Weavile,ADP Zacian,2021-08-23,1.0,1
Malamar Weavile,Mewtwo Weavile,2021-08-23,0.75,4
Malamar Weavile,Decidueye,2021-08-23,0.0,1
Malamar Weavile,Blacephalon Reshizard,2021-08-23,0.0,2
Malamar Weavile,Other,2021-08-23,1.0,1
Malamar Weavile,Shadow Rider Calyrex,2021-08-23,0.0,3
Malamar Weavile,Spiritomb,2021-08-23,1.0,1
Malamar Weavile,Ice Rider Calyrex,2021-08-23,1.0,1
Malamar Weavile,Dhelmise Rillaboom,2021-08-23,0.0,1
Malamar Weavile,Blissey,2021-08-23,1.0,2
Blacephalon Reshizard,Mewtwo Weavile,2021-08-23,1.0,1
Blacephalon Reshizard,ADP Moltres,2021-08-23,1.0,2
Blacephalon Reshizard,Malamar Weavile,2021-08-23,1.0,2
Blacephalon Reshizard,Rapid Strike Malamar,2021-08-23,0.0,1
Blacephalon Reshizard,Shadow Rider Calyrex,2021-08-23,0.0,2
Blacephalon Reshizard,Eternatus,2021-08-23,0.0,1
ADP Moltres,Calyrex Alcremie,2021-08-23,0.0,1
ADP Moltres,Urshifu Inteleon,2021-08-23,1.0,3
ADP Moltres,Green's Reshizard,2021-08-23,0.0,1
ADP Moltres,Dhelmise Rillaboom,2021-08-23,0.5,2
ADP Moltres,Mewtwo Weavile,2021-08-23,0.2,5
ADP Moltres,Eternatus,2021-08-23,0.38,8
ADP Moltres,Blissey,2021-08-23,0.0,2
ADP Moltres,Shadow Rider Calyrex,2021-08-23,0.6,10
ADP Moltres,Calyrex Inteleon,2021-08-23,0.67,3
ADP Moltres,ADP Moltres,2021-08-23,0.5,4
ADP Moltres,Rowegg Rillaboom,2021-08-23,0.0,1
ADP Moltres,Blacephalon Reshizard,2021-08-23,0.0,2
ADP Moltres,Other,2021-08-23,1.0,2
ADP Moltres,Green's Pikarom,2021-08-23,0.0,1
ADP Moltres,Bronzong Box,2021-08-23,1.0,2
ADP Moltres,Corviknight,2021-08-23,0.0,1
ADP Moltres,Single Strike Urshifu,2021-08-23,0.0,1
ADP Moltres,Ice Rider Calyrex,2021-08-23,1.0,1
ADP Moltres,Centiskorch Control,2021-08-23,1.0,1
ADP Moltres,Rapid Strike Malamar,2021-08-23,1.0,1
ADP Moltres,Caturday,2021-08-23,1.0,1
ADP Moltres,Zacian Lucmetal,2021-08-23,0.0,2
Galarian Weezing,Urshifu Inteleon,2021-08-23,0.0,1
Galarian Weezing,Shadow Rider Calyrex,2021-08-23,0.2,5
Galarian Weezing,Mewtwo Weavile,2021-08-23,0.5,2
Galarian Weezing,Eternatus,2021-08-23,0.5,2
Galarian Weezing,Blaziken Zeraora,2021-08-23,0.5,2
Galarian Weezing,Pikarom,2021-08-23,0.0,1
Galarian Weezing,Calyrex Inteleon,2021-08-23,1.0,1
Galarian Weezing,Zacian Lucmetal,2021-08-23,0.0,1
Single Strike Urshifu,Other,2021-08-23,0.0,1
Single Strike Urshifu,Corviknight,2021-08-23,1.0,1
Single Strike Urshifu,Calyrex Inteleon,2021-08-23,0.33,3
Single Strike Urshifu,Zacian Lucmetal,2021-08-23,1.0,1
Single Strike Urshifu,Pikarom,2021-08-23,1.0,2
Single Strike Urshifu,Urshifu Inteleon,2021-08-23,0.5,2
Single Strike Urshifu,Zacian Inteleon,2021-08-23,0.0,1
Single Strike Urshifu,ADP Moltres,2021-08-23,1.0,1
Single Strike Urshifu,Dhelmise Rillaboom,2021-08-23,0.0,1
Single Strike Urshifu,Mewtwo Weavile,2021-08-23,0.0,1
Single Strike Urshifu,Spiritomb,2021-08-23,1.0,1
Single Strike Urshifu,Rowegg Rillaboom,2021-08-23,1.0,1
Single Strike Urshifu,Shadow Rider Calyrex,2021-08-23,0.0,2
Dhelmise Rillaboom,Zacian Lucmetal,2021-08-23,0.5,2
Dhelmise Rillaboom,Urshifu Inteleon,2021-08-23,0.33,6
Dhelmise Rillaboom,ADP Moltres,2021-08-23,0.5,2
Dhelmise Rillaboom,Mewtwo Weavile,2021-08-23,0.33,3
Dhelmise Rillaboom,Shadow Rider Calyrex,2021-08-23,0.0,1
Dhelmise Rillaboom,Calyrex Cinccino,2021-08-23,0.0,1
Dhelmise Rillaboom,Spiritomb,2021-08-23,1.0,1
Dhelmise Rillaboom,Single Strike Urshifu,2021-08-23,1.0,1
Dhelmise Rillaboom,Other,2021-08-23,1.0,1
Dhelmise Rillaboom,Vikavolt,2021-08-23,1.0,1
Dhelmise Rillaboom,Calyrex Inteleon,2021-08-23,0.33,3
Dhelmise Rillaboom,Malamar Weavile,2021-08-23,1.0,1
Dhelmise Rillaboom,Calyrex Alcremie,2021-08-23,0.0,1
Dhelmise Rillaboom,Eternatus,2021-08-23,0.0,2
Other,Mewtwo Weavile,2021-08-23,0.33,3
Other,Shadow Rider Calyrex,2021-08-23,0.4,10
Other,Urshifu Inteleon,2021-08-23,0.4,5
Other,Decidueye,2021-08-23,0.0,2
Other,Zacian Lucmetal,2021-08-23,0.17,6
Other,Eternatus,2021-08-23,0.0,2
Other,Single Strike Urshifu,2021-08-23,1.0,1
Other,Calyrex Inteleon,2021-08-23,0.29,7
Other,ADP Moltres,2021-08-23,0.0,2
Other,Calyrex Alcremie,2021-08-23,0.0,1
Other,Urshifu Cinccino,2021-08-23,0.0,1
Other,Malamar Weavile,2021-08-23,0.0,1
Other,Other,2021-08-23,0.5,4
Other,Zacian,2021-08-23,0.0,1
Other,Orbeetle,2021-08-23,1.0,1
Other,Blaziken Zeraora,2021-08-23,0.5,2
Other,Green's Pikarom,2021-08-23,1.0,1
Other,Dhelmise Rillaboom,2021-08-23,0.0,1
Other,Mad Party,2021-08-23,0.0,1
Other,ADP Zacian,2021-08-23,0.0,1
Other,Zacian Inteleon,2021-08-23,1.0,1
Rapid Strike Malamar,Zacian Lucmetal,2021-08-23,0.5,2
Rapid Strike Malamar,Decidueye,2021-08-23,0.0,1
Rapid Strike Malamar,Rapid Strike Urshifu,2021-08-23,1.0,1
Rapid Strike Malamar,Calyrex Inteleon,2021-08-23,0.17,6
Rapid Strike Malamar,Shadow Rider Calyrex,2021-08-23,0.5,2
Rapid Strike Malamar,Urshifu Inteleon,2021-08-23,0.25,4
Rapid Strike Malamar,Eternatus,2021-08-23,0.33,3
Rapid Strike Malamar,Blacephalon Reshizard,2021-08-23,1.0,1
Rapid Strike Malamar,ADP Moltres,2021-08-23,0.0,1
Rapid Strike Malamar,Urshifu Cinccino,2021-08-23,0.0,1
Rapid Strike Malamar,Mewtwo Weavile,2021-08-23,0.0,2
Rowegg Rillaboom,Urshifu Cinccino,2021-08-23,1.0,1
Rowegg Rillaboom,ADP Moltres,2021-08-23,1.0,1
Rowegg Rillaboom,Shadow Rider Calyrex,2021-08-23,0.5,2
Rowegg Rillaboom,Mewtwo Weavile,2021-08-23,0.0,1
Rowegg Rillaboom,Dragapult,2021-08-23,1.0,1
Rowegg Rillaboom,Single Strike Urshifu,2021-08-23,0.0,1
Caturday,Urshifu Inteleon,2021-08-23,1.0,1
Caturday,Calyrex Alcremie,2021-08-23,1.0,1
Caturday,Mewtwo Weavile,2021-08-23,0.67,3
Caturday,Eternatus,2021-08-23,1.0,1
Caturday,Zacian Lucmetal,2021-08-23,1.0,1
Caturday,Calyrex Inteleon,2021-08-23,0.0,2
Caturday,Dragapult,2021-08-23,0.0,1
Caturday,Decidueye,2021-08-23,0.0,1
Caturday,ADP Moltres,2021-08-23,0.0,1
Decidueye,Other,2021-08-23,0.5,2
Decidueye,Rapid Strike Malamar,2021-08-23,0.0,1
Decidueye,Zacian Lucmetal,2021-08-23,0.0,5
Decidueye,Urshifu Inteleon,2021-08-23,0.2,5
Decidueye,Shadow Rider Calyrex,2021-08-23,0.8,5
Decidueye,Calyrex Inteleon,2021-08-23,0.17,6
Decidueye,Decidueye,2021-08-23,0.5,8
Decidueye,Eternatus,2021-08-23,1.0,1
Decidueye,Malamar Weavile,2021-08-23,1.0,1
Decidueye,Caturday,2021-08-23,0.0,1
Dragapult,Shadow Rider Calyrex,2021-08-23,1.0,3
Dragapult,Ice Rider Calyrex,2021-08-23,0.0,1
Dragapult,Caturday,2021-08-23,0.0,1
Dragapult,Rowegg Rillaboom,2021-08-23,0.0,1
Ice Rider Calyrex,Shadow Rider Calyrex,2021-08-23,0.5,2
Ice Rider Calyrex,Mewtwo Weavile,2021-08-23,1.0,1
Ice Rider Calyrex,Calyrex Inteleon,2021-08-23,0.0,2
Ice Rider Calyrex,Dragapult,2021-08-23,1.0,1
Ice Rider Calyrex,Eternatus,2021-08-23,0.0,2
Ice Rider Calyrex,ADP Moltres,2021-08-23,0.0,1
Ice Rider Calyrex,Malamar Weavile,2021-08-23,0.0,1
Ice Rider Calyrex,Calyrex Alcremie,2021-08-23,0.0,1
Ice Rider Calyrex,Centiskorch Control,2021-08-23,0.0,1
Spiritomb,Calyrex Inteleon,2021-08-23,0.0,1
Spiritomb,Urshifu Inteleon,2021-08-23,1.0,2
Spiritomb,Mewtwo Weavile,2021-08-23,0.0,1
Spiritomb,Dhelmise Rillaboom,2021-08-23,0.0,1
Spiritomb,Malamar Weavile,2021-08-23,0.0,1
Spiritomb,Metagross,2021-08-23,1.0,1
Spiritomb,Single Strike Urshifu,2021-08-23,0.0,1
Urshifu Cinccino,Calyrex Inteleon,2021-08-23,0.0,3
Urshifu Cinccino,Rowegg Rillaboom,2021-08-23,0.0,1
Urshifu Cinccino,Eternatus,2021-08-23,1.0,1
Urshifu Cinccino,Corviknight,2021-08-23,0.0,1
Urshifu Cinccino,Calyrex Alcremie,2021-08-23,0.0,1
Urshifu Cinccino,Other,2021-08-23,1.0,1
Urshifu Cinccino,Shadow Rider Calyrex,2021-08-23,0.5,2
Urshifu Cinccino,Zacian Inteleon,2021-08-23,0.0,1
Urshifu Cinccino,Rapid Strike Malamar,2021-08-23,0.0,1
Calyrex Alcremie,Shadow Rider Calyrex,2021-08-23,0.25,8
Calyrex Alcremie,Calyrex Inteleon,2021-08-23,0.25,4
Calyrex Alcremie,Malamar Weavile,2021-08-23,0.0,1
Calyrex Alcremie,Caturday,2021-08-23,0.0,1
Calyrex Alcremie,ADP Moltres,2021-08-23,1.0,1
Calyrex Alcremie,Metagross,2021-08-23,0.0,1
Calyrex Alcremie,Zacian Lucmetal,2021-08-23,0.0,3
Calyrex Alcremie,Mewtwo Weavile,2021-08-23,0.0,3
Calyrex Alcremie,Urshifu Inteleon,2021-08-23,0.67,3
Calyrex Alcremie,Eternatus,2021-08-23,0.67,3
Calyrex Alcremie,Other,2021-08-23,1.0,1
Calyrex Alcremie,Calyrex Alcremie,2021-08-23,0.5,8
Calyrex Alcremie,Tornadus,2021-08-23,1.0,1
Calyrex Alcremie,Urshifu Cinccino,2021-08-23,0.0,1
Calyrex Alcremie,Excadrill Control,2021-08-23,0.0,1
Calyrex Alcremie,Ice Rider Calyrex,2021-08-23,0.0,1
Calyrex Alcremie,Dhelmise Rillaboom,2021-08-23,1.0,1
Calyrex Alcremie,Zacian,2021-08-23,0.0,1
Calyrex Alcremie,Blissey,2021-08-23,0.0,1
Victini,Calyrex Inteleon,2021-08-23,0.33,3
Victini,Shadow Rider Calyrex,2021-08-23,1.0,2
Victini,Mewtwo Weavile,2021-08-23,0.0,1
Charizard,Eternatus,2021-08-23,0.0,1
Charizard,Zacian Lucmetal,2021-08-23,0.5,2
Charizard,Calyrex Inteleon,2021-08-23,0.0,1
Charizard,Mewtwo Weavile,2021-08-23,1.0,1
Charizard,Urshifu Inteleon,2021-08-23,1.0,1
Metagross,Calyrex Alcremie,2021-08-23,1.0,1
Metagross,Shadow Rider Calyrex,2021-08-23,0.0,1
Metagross,Zacian Lucmetal,2021-08-23,1.0,1
Metagross,Urshifu Inteleon,2021-08-23,0.0,1
Metagross,Spiritomb,2021-08-23,0.0,1
Zacian Inteleon,Urshifu Inteleon,2021-08-23,0.0,3
Zacian Inteleon,Malamar Weavile,2021-08-23,0.0,1
Zacian Inteleon,Mewtwo Weavile,2021-08-23,0.0,1
Zacian Inteleon,Calyrex Inteleon,2021-08-23,0.33,3
Zacian Inteleon,Single Strike Urshifu,2021-08-23,1.0,1
Zacian Inteleon,Urshifu Cinccino,2021-08-23,0.0,1
Zacian Inteleon,Eternatus,2021-08-23,0.0,2
Zacian Inteleon,ADP Zacian,2021-08-23,0.0,1
Zacian Inteleon,Other,2021-08-23,0.0,1
Zacian,Mewtwo Weavile,2021-08-23,0.0,1
Zacian,Calyrex Inteleon,2021-08-23,1.0,1
Zacian,Zacian Lucmetal,2021-08-23,0.0,1
Zacian,Vikavolt,2021-08-23,0.0,1
Zacian,Other,2021-08-23,0.0,1
Zacian,Urshifu Inteleon,2021-08-23,1.0,1
Zacian,Shadow Rider Calyrex,2021-08-23,0.0,2
Zacian,Mad Party,2021-08-23,0.0,1
Zacian,Eternatus,2021-08-23,0.0,1
Zacian,Calyrex Alcremie,2021-08-23,0.0,1
Pikarom,Shadow Rider Calyrex,2021-08-23,0.5,2
Pikarom,Urshifu Inteleon,2021-08-23,0.0,2
Pikarom,Single Strike Urshifu,2021-08-23,0.0,2
Pikarom,Galarian Weezing,2021-08-23,1.0,1
Corviknight,Single Strike Urshifu,2021-08-23,0.0,1
Corviknight,Urshifu Cinccino,2021-08-23,1.0,1
Corviknight,ADP Moltres,2021-08-23,1.0,1
Corviknight,Zacian Lucmetal,2021-08-23,0.0,1
Corviknight,Calyrex Inteleon,2021-08-23,0.0,1
Orbeetle,Calyrex Inteleon,2021-08-23,1.0,1
Orbeetle,Urshifu Inteleon,2021-08-23,0.0,2
Orbeetle,Other,2021-08-23,0.0,1
Green's Reshizard,ADP Moltres,2021-08-23,1.0,1
Green's Reshizard,Shadow Rider Calyrex,2021-08-23,0.0,1
Green's Reshizard,Calyrex Inteleon,2021-08-23,0.0,1
Bronzong Box,Centiskorch Control,2021-08-23,1.0,1
Bronzong Box,Eternatus,2021-08-23,0.0,1
Bronzong Box,ADP Moltres,2021-08-23,0.0,2
Gardevoir,Eternatus,2021-08-23,1.0,1
Gardevoir,Calyrex Inteleon,2021-08-23,0.0,1
Gardevoir,Shadow Rider Calyrex,2021-08-23,0.0,1
Calyrex Cinccino,Calyrex Inteleon,2021-08-23,0.0,2
Calyrex Cinccino,Dhelmise Rillaboom,2021-08-23,1.0,1
Blaziken Zeraora,Eternatus,2021-08-23,0.0,1
Blaziken Zeraora,Excadrill Control,2021-08-23,1.0,1
Blaziken Zeraora,Galarian Weezing,2021-08-23,0.0,2
Blaziken Zeraora,Other,2021-08-23,0.0,2
Green's Pikarom,Urshifu Inteleon,2021-08-23,0.0,2
Green's Pikarom,ADP Moltres,2021-08-23,1.0,1
Green's Pikarom,Other,2021-08-23,0.0,1
Vikavolt,Mewtwo Weavile,2021-08-23,0.0,1
Vikavolt,Zacian,2021-08-23,1.0,1
Vikavolt,Calyrex Inteleon,2021-08-23,0.0,1
Vikavolt,Dhelmise Rillaboom,2021-08-23,0.0,1
Excadrill Control,Shadow Rider Calyrex,2021-08-23,0.0,2
Excadrill Control,Blaziken Zeraora,2021-08-23,0.0,1
Excadrill Control,Calyrex Inteleon,2021-08-23,0.0,1
Excadrill Control,Calyrex Alcremie,2021-08-23,0.0,1
Urshifu Moltres,Eternatus,2021-08-23,0.0,1
Urshifu Moltres,Urshifu Inteleon,2021-08-23,0.0,1
Urshifu Moltres,Mewtwo Weavile,2021-08-23,0.0,1
Blaziken Urshifu,Urshifu Inteleon,2021-08-23,0.0,2
Blaziken Urshifu,Eternatus,2021-08-23,0.0,1
Tornadus,Calyrex Inteleon,2021-08-23,0.0,1
Tornadus,Mewtwo Weavile,2021-08-23,0.0,1
Tornadus,Calyrex Alcremie,2021-08-23,0.0,1
Cinderace Cinccino,Shadow Rider Calyrex,2021-08-23,0.0,1
Mad Party,Eternatus,2021-08-23,0.0,2
Mad Party,Urshifu Inteleon,2021-08-23,0.0,1
Mad Party,Shadow Rider Calyrex,2021-08-23,0.0,1
Mad Party,Zacian,2021-08-23,0.0,1
Mad Party,Other,2021-08-23,0.0,1
ADP Zacian,Zacian Lucmetal,2021-08-23,0.0,1
ADP Zacian,Malamar Weavile,2021-08-23,0.0,1
ADP Zacian,Shadow Rider Calyrex,2021-08-23,0.0,1
ADP Zacian,Calyrex Inteleon,2021-08-23,0.0,1
ADP Zacian,Zacian Inteleon,2021-08-23,0.0,1
ADP Zacian,Other,2021-08-23,0.0,1
Centiskorch Control,Bronzong Box,2021-08-23,0.0,1
Centiskorch Control,Calyrex Inteleon,2021-08-23,0.0,2
Centiskorch Control,ADP Moltres,2021-08-23,0.0,1
Centiskorch Control,Mewtwo Weavile,2021-08-23,0.0,1
Centiskorch Control,Ice Rider Calyrex,2021-08-23,0.0,1
Rapid Strike Urshifu,Rapid Strike Malamar,2021-08-23,0.0,1
Calyrex Inteleon,Mewtwo Weavile,2021-08-16,0.78,9
Calyrex Inteleon,Rapid Strike Malamar,2021-08-16,0.75,4
Calyrex Inteleon,Rapid Strike Urshifu,2021-08-16,0.0,2
Calyrex Inteleon,Calyrex Alcremie,2021-08-16,0.43,7
Calyrex Inteleon,Malamar Weavile,2021-08-16,0.75,4
Calyrex Inteleon,Shadow Rider Calyrex,2021-08-16,0.42,33
Calyrex Inteleon,Single Strike Urshifu,2021-08-16,1.0,1
Calyrex Inteleon,Maractus Cherrim,2021-08-16,1.0,1
Calyrex Inteleon,Zacian Lucmetal,2021-08-16,0.29,14
Calyrex Inteleon,Inteleon,2021-08-16,0.67,3
Calyrex Inteleon,Calyrex Inteleon,2021-08-16,0.47,60
Calyrex Inteleon,Blaziken Urshifu,2021-08-16,0.0,2
Calyrex Inteleon,Rowegg Rillaboom,2021-08-16,1.0,2
Calyrex Inteleon,Eternatus,2021-08-16,0.42,26
Calyrex Inteleon,ADP Zacian,2021-08-16,0.67,3
Calyrex Inteleon,Decidueye,2021-08-16,0.67,3
Calyrex Inteleon,Urshifu Inteleon,2021-08-16,0.43,21
Calyrex Inteleon,ADP Moltres,2021-08-16,0.38,13
Calyrex Inteleon,Green's Reshizard,2021-08-16,1.0,2
Calyrex Inteleon,Spiritomb,2021-08-16,1.0,2
Calyrex Inteleon,Galarian Weezing,2021-08-16,1.0,1
Calyrex Inteleon,Togekiss,2021-08-16,0.0,1
Calyrex Inteleon,Calyrex Cinccino,2021-08-16,0.67,3
Calyrex Inteleon,Zacian Inteleon,2021-08-16,0.5,2
Calyrex Inteleon,Dhelmise Rillaboom,2021-08-16,0.5,4
Calyrex Inteleon,Victini,2021-08-16,0.0,1
Calyrex Inteleon,Caturday,2021-08-16,0.0,1
Calyrex Inteleon,Other,2021-08-16,0.33,3
Calyrex Inteleon,Blacephalon,2021-08-16,0.0,1
Calyrex Inteleon,Blaziken Zeraora,2021-08-16,0.0,1
Calyrex Inteleon,Trevenant Dusknoir,2021-08-16,0.0,1
Mewtwo Weavile,Calyrex Inteleon,2021-08-16,0.22,9
Mewtwo Weavile,Shadow Rider Calyrex,2021-08-16,0.67,24
Mewtwo Weavile,ADP Moltres,2021-08-16,0.71,7
Mewtwo Weavile,Urshifu Inteleon,2021-08-16,0.85,13
Mewtwo Weavile,Eternatus,2021-08-16,0.25,8
Mewtwo Weavile,Inteleon,2021-08-16,1.0,1
Mewtwo Weavile,Rowegg Rillaboom,2021-08-16,0.75,4
Mewtwo Weavile,Decidueye,2021-08-16,0.67,3
Mewtwo Weavile,Dhelmise Rillaboom,2021-08-16,0.6,5
Mewtwo Weavile,Zacian Lucmetal,2021-08-16,0.33,3
Mewtwo Weavile,Trevenant Dusknoir,2021-08-16,0.5,2
Mewtwo Weavile,Calyrex Alcremie,2021-08-16,1.0,1
Mewtwo Weavile,Spiritomb,2021-08-16,0.5,2
Mewtwo Weavile,Green's Reshizard,2021-08-16,1.0,1
Mewtwo Weavile,Rapid Strike Malamar,2021-08-16,1.0,1
Mewtwo Weavile,Single Strike Urshifu,2021-08-16,1.0,1
Mewtwo Weavile,Mewtwo Weavile,2021-08-16,0.4,10
Dhelmise Rillaboom,ADP Moltres,2021-08-16,0.0,2
Dhelmise Rillaboom,Calyrex Alcremie,2021-08-16,0.0,2
Dhelmise Rillaboom,Urshifu Inteleon,2021-08-16,0.67,3
Dhelmise Rillaboom,Decidueye,2021-08-16,0.67,3
Dhelmise Rillaboom,Shadow Rider Calyrex,2021-08-16,0.8,5
Dhelmise Rillaboom,Mewtwo Weavile,2021-08-16,0.2,5
Dhelmise Rillaboom,Rapid Strike Malamar,2021-08-16,0.0,1
Dhelmise Rillaboom,Calyrex Inteleon,2021-08-16,0.5,4
Dhelmise Rillaboom,Blaziken Zeraora,2021-08-16,0.0,1
Dhelmise Rillaboom,ADP Zacian,2021-08-16,0.0,1
Dhelmise Rillaboom,Zacian Lucmetal,2021-08-16,1.0,2
Shadow Rider Calyrex,Urshifu Inteleon,2021-08-16,0.74,23
Shadow Rider Calyrex,Rowegg Rillaboom,2021-08-16,0.33,6
Shadow Rider Calyrex,Shadow Rider Calyrex,2021-08-16,0.5,52
Shadow Rider Calyrex,Decidueye,2021-08-16,0.75,4
Shadow Rider Calyrex,Mewtwo Weavile,2021-08-16,0.29,24
Shadow Rider Calyrex,Dhelmise Rillaboom,2021-08-16,0.0,5
Shadow Rider Calyrex,Calyrex Inteleon,2021-08-16,0.55,33
Shadow Rider Calyrex,Calyrex Alcremie,2021-08-16,0.75,12
Shadow Rider Calyrex,Eternatus,2021-08-16,0.3,20
Shadow Rider Calyrex,Welder Mewtwo,2021-08-16,1.0,1
Shadow Rider Calyrex,Zacian Lucmetal,2021-08-16,0.64,11
Shadow Rider Calyrex,Victini,2021-08-16,1.0,2
Shadow Rider Calyrex,ADP Moltres,2021-08-16,0.5,10
Shadow Rider Calyrex,Tornadus,2021-08-16,1.0,1
Shadow Rider Calyrex,Togekiss,2021-08-16,0.33,3
Shadow Rider Calyrex,Metagross,2021-08-16,0.5,2
Shadow Rider Calyrex,Rapid Strike Urshifu,2021-08-16,0.33,3
Shadow Rider Calyrex,Single Strike Urshifu,2021-08-16,0.0,1
Shadow Rider Calyrex,Blaziken Urshifu,2021-08-16,1.0,1
Shadow Rider Calyrex,Zacian,2021-08-16,0.0,2
Shadow Rider Calyrex,Spiritomb,2021-08-16,0.0,2
Shadow Rider Calyrex,Caturday,2021-08-16,1.0,1
Shadow Rider Calyrex,Blacephalon,2021-08-16,0.0,1
Shadow Rider Calyrex,ADP Zacian,2021-08-16,0.5,2
Shadow Rider Calyrex,Zacian Inteleon,2021-08-16,0.0,1
Shadow Rider Calyrex,Blaziken Zeraora,2021-08-16,1.0,1
Shadow Rider Calyrex,Corviknight,2021-08-16,1.0,2
Shadow Rider Calyrex,Other,2021-08-16,0.0,2
Shadow Rider Calyrex,Trevenant Dusknoir,2021-08-16,0.0,1
Shadow Rider Calyrex,Inteleon,2021-08-16,0.0,1
Shadow Rider Calyrex,Malamar Weavile,2021-08-16,0.0,1
Shadow Rider Calyrex,Calyrex Cinccino,2021-08-16,1.0,1
Eternatus,Spiritomb,2021-08-16,0.5,4
Eternatus,Urshifu Inteleon,2021-08-16,0.16,19
Eternatus,Calyrex Inteleon,2021-08-16,0.46,26
Eternatus,Mewtwo Weavile,2021-08-16,0.62,8
Eternatus,ADP Moltres,2021-08-16,0.4,10
Eternatus,Shadow Rider Calyrex,2021-08-16,0.55,20
Eternatus,Zacian Lucmetal,2021-08-16,0.83,6
Eternatus,Decidueye,2021-08-16,0.67,3
Eternatus,Rowegg Rillaboom,2021-08-16,0.2,5
Eternatus,Galarian Weezing,2021-08-16,1.0,1
Eternatus,Calyrex Alcremie,2021-08-16,0.6,5
Eternatus,Victini,2021-08-16,1.0,2
Eternatus,Zacian Inteleon,2021-08-16,1.0,1
Eternatus,Blaziken Urshifu,2021-08-16,0.0,1
Eternatus,Caturday,2021-08-16,1.0,1
Eternatus,Inteleon,2021-08-16,1.0,2
Eternatus,Blacephalon,2021-08-16,0.0,1
Eternatus,Eternatus,2021-08-16,0.43,14
Eternatus,Gardevoir,2021-08-16,1.0,1
Eternatus,Welder Mewtwo,2021-08-16,0.0,1
Eternatus,ADP Zacian,2021-08-16,1.0,2
Eternatus,Dragapult,2021-08-16,0.5,2
Eternatus,Zacian,2021-08-16,0.0,1
Eternatus,Rapid Strike Malamar,2021-08-16,0.5,2
Eternatus,Metagross,2021-08-16,1.0,1
Eternatus,Rapid Strike Urshifu,2021-08-16,0.5,2
Eternatus,Blaziken Zeraora,2021-08-16,1.0,1
Eternatus,Trevenant Dusknoir,2021-08-16,1.0,2
Eternatus,Togekiss,2021-08-16,1.0,1
Trevenant Dusknoir,Zacian,2021-08-16,1.0,1
Trevenant Dusknoir,Urshifu Inteleon,2021-08-16,1.0,2
Trevenant Dusknoir,Mewtwo Weavile,2021-08-16,0.5,2
Trevenant Dusknoir,Shadow Rider Calyrex,2021-08-16,1.0,1
Trevenant Dusknoir,Calyrex Inteleon,2021-08-16,1.0,1
