Place,Name,Country,Points,Record,Opp. Win %,Opp. Opp. %,Deck,List,Player ID
1,Christian Cruz,,30,10 - 1 - 0,,,Lost Zone Box,,christiancruz
2,YoongKaiJian,,27,9 - 2 - 0,,,Fusion Mew,,yoongkaijian
3,takami,,24,8 - 2 - 0,,,Single Strike Lugia,,takami
4,Alex Hamilton,,22,7 - 2 - 1,,,Gardevoir,,omegascizor456
5,"Lugia is a duck, quack quack",,22,7 - 1 - 1,,,Single Strike Lugia,,plepine
6,Dixon Yamada,,21,7 - 2 - 0,,,Single Strike Lugia,,ascotpokes
7,rain,,19,6 - 2 - 1,,,Gardevoir,,rain
8,TheLastPorg,,19,6 - 2 - 1,,,Inteleon Urshifu,,thelastporg
9,piavgc,,18,6 - 2 - 0,66.98%,58.07%,Giratina LZ Box,,piavgc
10,espel,,18,6 - 2 - 0,64.64%,55.70%,Goodra LZ Box,,espel
11,Nelson Guillen,,18,6 - 2 - 0,64.32%,60.42%,Mew Genesect,,moxyroxie
12,Harukim,,18,6 - 2 - 0,63.39%,55.71%,Inteleon Urshifu,,harukim
13,Trenton S,,18,6 - 2 - 0,61.72%,59.25%,Lost Zone Box,,waterman999
14,OGShih,,18,6 - 2 - 0,61.25%,57.15%,Inteleon Urshifu,,ogshih
15,Hanazono Y,,18,6 - 2 - 0,60.42%,59.58%,Lost Zone Box,,yurine
16,facufacio,,18,6 - 2 - 0,59.06%,56.68%,Inteleon Urshifu,,facufacio
17,Jared Grimes,,18,6 - 2 - 0,56.51%,58.83%,Chien-Pao Baxcalibur,,jaredlgrimes
18,Cal Connor,,18,6 - 2 - 0,54.43%,60.95%,Inteleon Urshifu,,calcal206
19,Tate Whitesell,,18,6 - 2 - 0,54.24%,55.61%,Arceus Giratina,,leukocyte
20,NRG allezliverpool,,18,6 - 2 - 0,53.39%,53.97%,Lost Zone Box,,allezliverpool69
21,PokeEmmi,,18,6 - 2 - 0,51.21%,55.11%,Fusion Mew,,pokeemmi
22,grainst,,18,6 - 2 - 0,50.00%,55.03%,Gardevoir,,grainst
23,Monke,,16,5 - 2 - 1,58.39%,56.37%,Gardevoir,,monke
24,UltraNko,,15,5 - 2 - 0drop,67.96%,56.23%,Gardevoir,,ultranko
25,Alejandro L,,15,5 - 3 - 0,61.93%,58.41%,Lost Zone Box,,zeno
26,BenDover1357,,15,5 - 3 - 0,61.62%,56.29%,Lost Zone Box,,bendover1357
27,Evan P,,15,5 - 3 - 0,59.64%,57.75%,Lost Zone Box,,evanp
28,Dalaind,,15,5 - 3 - 0,59.58%,57.34%,Lost Zone Box,,dalaind
29,thejollyflyingman,,15,5 - 3 - 0,59.08%,54.33%,Arceus Regidrago,,thejollyflyingman
30,Allen G,,15,5 - 3 - 0,58.82%,54.89%,Chien-Pao Baxcalibur,,bannedinsouls
31,Dylan Smeigh,,15,5 - 3 - 0,58.13%,52.36%,Giratina LZ Box,,dusce
32,SpoogottiSawce,,15,5 - 3 - 0,57.37%,57.08%,Arceus Giratina,,spoogottisawce
33,Ursiidae,,15,5 - 3 - 0,56.98%,51.86%,Gardevoir,,ursiidae
34,Colin Hawley,,15,5 - 3 - 0,56.56%,53.76%,Lost Zone Box,,kinotcg
35,Greninjaboi,,15,5 - 3 - 0,52.23%,52.58%,Other,,greninjaboi
36,NathanRogers,,15,5 - 3 - 0,52.14%,53.90%,Mew Genesect,,nathanrogers
37,melfo,,15,5 - 3 - 0,49.01%,52.73%,Arceus Giratina,,melfo
38,kingslowking,,15,5 - 3 - 0,47.97%,51.78%,Lost Zone Box,,kingslowking
39,Omar T,,15,5 - 3 - 0,44.27%,51.49%,Gardevoir,,ccot
40,P3RU2013,,15,5 - 3 - 0,41.61%,52.60%,Chien-Pao Baxcalibur,,p3ru2013
41,Lorenzo M,,15,4 - 1 - 3,40.86%,52.32%,Gardevoir,,theonevisage
42,Huntiemon,,14,4 - 2 - 2,52.81%,54.83%,Lost Zone Box,,huntiemon
43,beeswarm25,,13,4 - 3 - 1,58.59%,53.08%,Reversal Gardevoir,,beeswarm25
44,PolarPT,,13,4 - 3 - 1,53.24%,52.23%,Giratina LZ Box,,polarpt
45,EANthePOH,,13,4 - 3 - 1,48.80%,52.51%,Chien-Pao Baxcalibur,,eanthepoh
46,João Victor,,13,4 - 3 - 1,46.72%,51.24%,Gardevoir,,ijaoi
47,Solomon Shurge,,13,4 - 3 - 1,43.34%,47.56%,Gardevoir,,freedomfightre
48,giovanny,,12,4 - 4 - 0drop,58.91%,52.76%,Inteleon Urshifu,,giovanny
49,Axel Alvarez,,12,4 - 2 - 0drop,56.50%,52.75%,Single Strike Lugia,,axellvarez
50,Jonathan Patricio Ch.,,12,4 - 4 - 0,55.11%,51.64%,Snorlax Stall,,jonah2705
51,BastyS28,,12,4 - 3 - 0drop,54.82%,53.32%,Arceus Giratina,,bastys28
52,Weston Gray Riggle,,12,4 - 4 - 0,53.13%,50.78%,Chien-Pao Baxcalibur,,mastergray1816
53,asapi2034,,12,4 - 3 - 0drop,52.98%,53.37%,Lost Zone Box,,asapi2034
54,Weston67,,12,4 - 4 - 0,52.81%,51.93%,Gardevoir,,weston67
55,TrgTcg,,12,4 - 3 - 0drop,50.77%,54.81%,Chien-Pao Baxcalibur,,trgtcg
56,Hooligan835,,12,4 - 4 - 0,49.42%,53.32%,Fusion Mew,,hooligan835
57,Jacob Stillwell,,12,4 - 3 - 0drop,49.28%,54.15%,Gardevoir,,jakesterisit
58,MrTrainerB,,12,4 - 3 - 0drop,48.45%,50.13%,Gardevoir,,mrtrainerb
59,xxNico,,12,4 - 4 - 0,48.27%,48.45%,Gardevoir,,xxnico
60,Eddie Reyes,,12,4 - 4 - 0,48.23%,50.05%,Dialga Magnezone,,logik
61,Asher8282879,,12,4 - 3 - 0drop,46.53%,47.91%,Lugia Archeops,,asher8282879
62,Neo Erlandsson,,12,4 - 4 - 0,41.40%,49.62%,Mew Genesect,,neoerlandsson
63,CollectorMike,,12,4 - 4 - 0,38.18%,50.69%,Gardevoir,,collectormike
64,rafi tuchman,,9,3 - 1 - 0drop,68.75%,54.65%,Mew Genesect,,rafi789
65,AtomicGantner,,9,3 - 2 - 0drop,61.93%,54.78%,Arceus Giratina,,atomicgantner
66,fortenat,,9,3 - 2 - 0drop,57.92%,57.85%,Lost Zone Box,,fortenat
67,CHANG I-HSIANG,,9,3 - 2 - 0drop,57.50%,54.86%,Lost Zone Box,,ted31625
68,NGKyVong,,9,3 - 3 - 0drop,56.60%,51.76%,Giratina LZ Box,,ngkyvong
69,James Arnold,,9,3 - 2 - 0drop,55.18%,55.54%,Lugia Archeops,,wames
70,Azszzz,,9,3 - 4 - 0drop,54.76%,51.93%,Lost Zone Box,,azszzz
71,Keller H,,9,3 - 3 - 0drop,53.89%,49.51%,Lost Zone Box,,22lava44
72,16RedGunner,,9,3 - 3 - 0drop,51.95%,51.62%,Giratina LZ Box,,16redgunner
73,TheRicardoToddy,,9,3 - 3 - 0drop,51.04%,50.24%,Gardevoir,,thericardotoddy
74,Dan Perez,,9,3 - 4 - 0drop,48.88%,48.30%,Inteleon Urshifu,,notoriousd13
75,jamen,,9,3 - 3 - 0drop,47.36%,53.22%,Lost Box Charizard,,jamen
76,SuperShooter076,,9,3 - 5 - 0,47.14%,48.44%,Chien-Pao Baxcalibur,,supershooter076
77,Adam E,,9,3 - 5 - 0,46.65%,48.26%,Chien-Pao Baxcalibur,,starboy70
78,JFinch92,,9,3 - 5 - 0drop,46.35%,43.72%,Mew Genesect,,jfinch92
