Place,Name,Country,Points,Record,Opp. Win %,Opp. Opp. %,Deck,List,Player ID
1,TCC Jem G,,40,13 - 3 - 1,,,Whimsicott,,gumilakilla
2,kitneras y,,39,12 - 2 - 3,,,Arceus Inteleon,,rafaelyuiti
3,doby619,,36,12 - 4 - 0,,,Arceus Malamar,,doby619
4,Mikela G,,35,11 - 3 - 2,,,Arceus Inteleon,,realcloudberry
5,OnGaard,,35,11 - 2 - 2,,,Sylveon Arceus,,ongaard
6,Nate Kirksey,,33,11 - 4 - 0,,,Mew Genesect,,pokenate
7,Ryo Kaneko,,32,10 - 3 - 2,,,Arceus Inteleon,,ryo0205
8,zattack10,,31,10 - 4 - 1,,,Mew Genesect,,zattack10
9,Math Liu,,30,10 - 4 - 0,68.00%,59.20%,Arceus Duraludon,,tdonmt1989
10,CounterCollector,,30,10 - 4 - 0,42.00%,59.52%,Urshifu Inteleon,,countercollector
11,[GUH]Flavio Arechiga,,28,9 - 4 - 1,68.00%,48.75%,Arceus Charizard,,flantastic
12,Victor García,,28,9 - 4 - 1,47.00%,50.65%,Arceus Inteleon,,vicgar08
13,Guilherme Lessa,,28,9 - 4 - 1,43.67%,60.14%,Whimsicott,,guiferty
14,Cal Connor,,28,9 - 4 - 1,42.92%,55.46%,Arceus,,calcal206
15,kogyochi,,28,9 - 4 - 1,39.00%,58.33%,Mew Genesect,,kogyochi
16,JacePatrick,,27,9 - 5 - 0,70.00%,47.47%,Dark Arceus,,jacepatrick
17,MasterLeBui,,27,9 - 5 - 0,49.00%,49.77%,Calyrex Inteleon,,masterlebui
18,Zach Forjette,,25,8 - 3 - 1drop,57.78%,50.00%,Arceus,,zachforjette
19,Juan Espinola,,25,8 - 5 - 1,55.00%,45.51%,Rapid Strike Malamar,,espinola
20,Brandon Baughn,,25,8 - 5 - 1,46.25%,46.11%,Arceus Duraludon,,pokebaughn
21,wichers,,25,8 - 5 - 1,42.00%,43.67%,Arceus Duraludon,,wichers
22,Neko201293,,25,8 - 3 - 1drop,35.00%,51.41%,Whimsicott,,neko201293
23,TTVCirca,,23,7 - 4 - 2drop,58.75%,43.95%,Arceus Inteleon,,ttvcirca
24,lindsayrosecup,,22,7 - 4 - 1drop,55.56%,48.06%,Arceus Inteleon,,lindsayrosecup
25,KR54,,22,7 - 6 - 1,46.25%,47.22%,Suicune Ludicolo,,kr54
26,Augusto Beringuer,,22,7 - 5 - 1drop,39.17%,43.67%,Mew Genesect,,augustoberinguer
27,Alloutblitzle,,21,7 - 4 - 0drop,80.00%,52.00%,Arceus Gyarados,,alloutblitzle
28,kong01361955,,21,7 - 4 - 0drop,50.00%,45.50%,Whimsicott,,kong01361955
29,YoongKaiJian,,19,6 - 3 - 1drop,80.00%,52.33%,Mew Genesect,,yoongkaijian
30,WellingtonZoobi,,19,6 - 4 - 1drop,32.50%,40.74%,Arceus Duraludon,,wellingtonzoobi
31,POON S,,18,6 - 3 - 0,64.04%,55.46%,Arceus Inteleon,,hitmax0220
32,AyNunez,,18,6 - 3 - 0,59.57%,53.82%,Arceus,,aynunez
33,elizabeth M,,18,6 - 3 - 0,53.67%,52.45%,Calyrex Inteleon,,pandinugget
34,Mario Yanez,,18,6 - 3 - 0,52.31%,51.02%,Whimsicott,,marioyanez
35,Axel Godoy,,18,6 - 3 - 0,51.26%,56.40%,Mew Genesect,,raxelgt
36,ChapoPlay,,18,6 - 3 - 0,49.81%,53.52%,Arceus,,chapoplay
37,EvanCampbell94,,18,6 - 3 - 0,49.43%,52.07%,Whimsicott,,evancampbell94
38,eliasquinn,,18,6 - 3 - 0,48.46%,50.64%,Arceus Inteleon,,eliasquinn
39,aninhacns,,18,6 - 3 - 0,48.45%,51.31%,Jolteon Inteleon,,aninhacns
40,Ontaro29,,18,6 - 3 - 0,48.15%,59.02%,Other,,ontaro29
41,peke,,18,6 - 3 - 0,47.53%,52.67%,Whimsicott,,peke
42,Jervis382000,,18,6 - 3 - 0,44.11%,52.28%,Whimsicott,,jervis382000
43,jherrera,,18,6 - 3 - 0,40.53%,47.94%,Gengar,,jherrera
44,GAP Bruno Souza,,16,5 - 3 - 1,52.57%,49.11%,Arceus,,bhhenriques
45,João  Pires,,16,5 - 3 - 1,51.62%,54.30%,Arceus Inteleon,,luisao99
46,TimDanklin,,16,5 - 3 - 1,49.87%,53.44%,Other,,timdanklin
47,Joaquin  Gonzalez,,15,5 - 3 - 0drop,61.51%,58.82%,Arceus Inteleon,,sweetxyz
48,GabsBaptista,,15,5 - 3 - 0drop,61.51%,53.74%,Arceus,,gabsbaptista
49,BarrazaMila321,,15,5 - 4 - 0,60.21%,55.42%,Arceus,,barrazamila321
50,Zarbon,,15,5 - 3 - 0drop,59.25%,55.77%,Mew Genesect,,zarbon
51,Bowlerdude,,15,5 - 4 - 0,58.62%,52.71%,Urshifu Inteleon,,bowlerdude
52,Juan Andree,,15,5 - 3 - 0drop,57.99%,55.84%,Arceus Inteleon,,juanandree
53,Manupango,,15,5 - 4 - 0,57.14%,52.98%,Dark Inteleon,,manupango
54,chingpaq,,15,5 - 4 - 0,56.83%,50.90%,Mew Genesect,,chingpaq
55,HoodiePTCG,,15,5 - 3 - 0drop,56.80%,51.35%,Wormadam Box,,hoodieptcg
56,Omar T.,,15,5 - 4 - 0,56.19%,54.25%,Arceus,,ccot
57,SirSyniister,,15,5 - 3 - 0drop,55.54%,54.24%,Shadow Rider Calyrex,,sirsyniister
58,jeanrcj,,15,5 - 3 - 0drop,52.43%,52.98%,Mew Genesect,,jeanrcj
59,Anti,,15,5 - 3 - 0drop,51.96%,49.44%,Dark Inteleon,,anti
60,Jeremy Chalifour,,15,5 - 4 - 0,50.93%,51.62%,Whimsicott,,clyne
61,fable,,15,5 - 4 - 0,50.78%,50.75%,Suicune Ludicolo,,fable
62,timelord742,,15,5 - 3 - 0drop,49.62%,46.06%,Arceus Inteleon,,timelord742
63,AnActualLog,,15,5 - 4 - 0,49.07%,53.70%,Whimsicott,,anactuallog
64,MagicDedenneYT,,15,5 - 4 - 0,49.07%,49.60%,Mew Genesect,,magicdedenneyt
65,Milo625,,15,5 - 4 - 0,49.07%,45.68%,Other,,milo625
66,NFTJeff,,15,5 - 4 - 0,48.92%,53.81%,Rapid Strike Malamar,,nftjeff
67,16RedGunner,,15,5 - 4 - 0,48.40%,49.30%,Umbreon Urshifu,,16redgunner
68,Wyatt Palguta,,15,5 - 3 - 0drop,45.68%,52.16%,Arceus,,urpalwyatt
69,Kimmy S,,15,5 - 3 - 0drop,45.29%,52.25%,Stonjourner,,jasonleonard
70,ColinFerguson,,15,5 - 4 - 0,43.50%,46.87%,Mew Genesect,,colinferguson
71,cvltboy88,,14,4 - 3 - 2,46.91%,46.50%,Urshifu Inteleon,,cvltboy88
72,Bdawg2313,,14,4 - 3 - 2,40.56%,43.88%,Mew Genesect,,bdawg2313
73,Fitypaldis,,13,4 - 3 - 1drop,50.66%,49.75%,Arceus Inteleon,,fitypaldis
74,domthejeweler,,13,4 - 4 - 1,43.83%,46.63%,Durant,,domthejeweler
75,bruder82,,13,4 - 4 - 1,42.21%,48.71%,Rapid Strike Malamar,,bruder82
76,Ryan Mefford,,12,4 - 3 - 0drop,61.34%,55.40%,Arceus,,mefftrpt1
77,Kevin Abernathy,,12,4 - 3 - 0drop,59.29%,48.67%,Whimsicott,,kevbot719
78,Natagorn1990,,12,4 - 3 - 0drop,59.09%,56.42%,Shadow Rider Calyrex,,natagorn1990
79,Adpthebest,,12,4 - 3 - 0drop,58.73%,55.78%,Arceus Inteleon,,adpthebest
80,aleexdouglas,,12,4 - 3 - 0drop,58.16%,52.45%,Mew Genesect,,aleexdouglas
81,Marco Cifuentes,,12,4 - 3 - 0drop,57.57%,56.96%,Dark Inteleon,,marcocifuentes
82,xerneas12352,,12,4 - 3 - 0drop,56.38%,53.79%,Suicune Ludicolo,,xerneas12352
83,m16,,12,4 - 3 - 0drop,55.71%,53.59%,Arceus Inteleon,,m16
84,Pegasus2000,,12,4 - 3 - 0drop,55.52%,55.00%,Eternatus,,pegasus2000
85,AtiumShadow,,12,4 - 3 - 0drop,55.15%,49.06%,Arceus Inteleon,,atiumshadow
86,FabrizioINSI10,,12,4 - 4 - 0drop,54.99%,50.23%,Durant,,fabrizioinsi10
87,ToF Luis E,,12,4 - 3 - 0drop,54.89%,48.82%,Arceus Inteleon,,fester131313
88,Ant4391,,12,4 - 3 - 0drop,53.57%,53.10%,Inteleon Inteleon,,ant4391
89,Gabriel Adriano,,12,4 - 3 - 0drop,53.40%,53.91%,Arceus Inteleon,,iteba
90,Xenø Goku,,12,4 - 1 - 0drop,53.24%,57.36%,Urshifu Inteleon,,chrollo
91,Lucas O,,12,4 - 3 - 0drop,52.18%,53.90%,Arceus Inteleon,,aoldale
92,Infuriat3d,,12,4 - 4 - 0drop,51.39%,50.19%,Whimsicott,,infuriat3d
93,Memorroide69,,12,4 - 4 - 0drop,50.64%,51.51%,Whimsicott,,memorroide69
94,blesma,,12,4 - 5 - 0,49.56%,49.27%,Rayquaza Flaaffy,,blesma
95,Enma08,,12,4 - 3 - 0drop,48.64%,46.99%,Arceus Inteleon,,enma08
96,lucasgri96,,12,4 - 5 - 0,47.99%,44.14%,Arceus,,lucasgri96
97,ItzElBandido,,12,4 - 3 - 0drop,47.95%,51.18%,Umbreon Urshifu,,itzelbandido
98,Cube,,12,4 - 3 - 0drop,45.83%,50.64%,Urshifu Inteleon,,cube
99,Pulsaur,,12,4 - 5 - 0,44.60%,47.34%,Arceus,,pulsaur
100,yoppe06,,12,4 - 3 - 0drop,42.62%,49.68%,Mew Genesect,,yoppe06
101,JOAO VITOR DE SA S,,12,4 - 5 - 0,40.87%,44.72%,Whimsicott,,joaovsa
102,Celsix,,12,4 - 5 - 0,37.93%,46.90%,Mew Genesect,,celsix
103,Midori Takanashi,,12,4 - 4 - 0drop,37.79%,46.21%,Sylveon Arceus,,midori
104,dougisraw,,12,4 - 5 - 0,33.20%,42.14%,Whimsicott,,dougisraw
105,Axryle,,10,3 - 3 - 1drop,53.66%,51.15%,Whimsicott,,axryle
106,Bmakphoon,,10,3 - 5 - 1,53.60%,47.30%,Arceus Malamar,,bmakphoon
107,Phattara Chuyim,,10,3 - 3 - 1drop,47.62%,48.97%,Urshifu Inteleon,,mppooh
108,Pachi,,9,3 - 3 - 0drop,68.25%,51.55%,Whimsicott,,pachi
109,Simon Trottier-Lacasse,,9,3 - 3 - 0drop,65.56%,51.68%,Rapid Strike Malamar,,stl
110,melih,,9,3 - 4 - 0drop,63.32%,52.99%,Rapid Strike Malamar,,melih
111,theBROTH,,9,3 - 3 - 0drop,59.44%,53.47%,Lapras,,thebroth
112,FranciscoVargas,,9,3 - 3 - 0drop,59.06%,45.74%,Arceus Inteleon,,franciscovargas
113,Doubllez,,9,3 - 3 - 0drop,58.80%,53.41%,Arceus Duraludon,,doubllez
114,VolcanTurtleTCG,,9,3 - 3 - 0drop,56.51%,52.21%,Arceus Inteleon,,volcanturtletcg
115,JorgeR,,9,3 - 4 - 0drop,55.91%,50.18%,Mew Genesect,,jorger
116,Bruinboy,,9,3 - 5 - 0drop,55.41%,48.01%,Arceus Malamar,,bruinboy
117,Gabriel Smart,,9,3 - 1 - 0drop,54.98%,55.06%,Mew Genesect,,gabrielsmarttcg
118,Dylan C,,9,3 - 3 - 0drop,54.86%,51.02%,Calyrex Inteleon,,dylclark21
119,VitorMunhak,,9,3 - 3 - 0drop,54.40%,52.03%,Arceus Inteleon,,vitormunhak
120,kelvinlee127,,9,3 - 3 - 0drop,53.70%,50.35%,Jolteon Inteleon,,kelvinlee127
121,Savid400,,9,3 - 2 - 0drop,52.78%,56.17%,Mew Genesect,,savid400
122,ImmortalBojji,,9,3 - 5 - 0drop,52.78%,51.47%,Rapid Strike Malamar,,immortalbojji
123,dandres,,9,3 - 3 - 0drop,51.84%,54.69%,Urshifu Inteleon,,dandres
124,XxQuakesxX,,9,3 - 4 - 0drop,51.59%,52.47%,Jolteon Inteleon,,xxquakesxx
125,BeamMeUp,,9,3 - 3 - 0drop,51.11%,47.94%,Arceus Inteleon,,beammeup
126,Diego Gomez,,9,3 - 4 - 0drop,50.75%,45.66%,Mew Genesect,,darkweb
127,9PurpleGhost4,,9,3 - 4 - 0drop,50.75%,45.66%,Gengar,,9purpleghost4
128,Wixhain,,9,3 - 4 - 0drop,50.05%,50.77%,Other,,wixhain
129,ninjadrake,,9,3 - 3 - 0drop,49.06%,51.35%,Urshifu Inteleon,,ninjadrake
130,Edgar Rosario,,9,3 - 3 - 0drop,48.63%,45.94%,Eternatus,,sharkapr
131,8BitRich,,9,3 - 4 - 0drop,47.42%,50.52%,Jolteon Inteleon,,8bitrich
132,Joshua Sutherland,,9,3 - 3 - 0drop,46.49%,53.44%,Arceus,,joshuasutherland21
133,LiamKidd,,9,3 - 6 - 0,46.30%,46.76%,Whimsicott,,liamkidd
134,TCwhitedragon,,9,3 - 3 - 0drop,45.54%,48.11%,Arceus Charizard,,tcwhitedragon
135,Mikesun021,,9,3 - 6 - 0,45.22%,43.28%,Jolteon Inteleon,,mikesun021
136,corcho5,,9,3 - 4 - 0drop,43.48%,49.45%,Arceus Inteleon,,corcho5
137,PokeDRUMMER97,,9,3 - 3 - 0drop,43.27%,51.88%,Other,,pokedrummer97
138,ThirdOrNothing,,9,3 - 5 - 0drop,43.06%,45.66%,Victini,,thirdornothing
139,Lime,,9,3 - 3 - 0drop,42.82%,50.02%,Arceus Inteleon,,lime
140,turoslav,,9,3 - 2 - 0drop,42.54%,52.93%,Dark Inteleon,,turoslav
141,Mholts,,9,3 - 3 - 0drop,40.93%,50.65%,Whimsicott,,mholts
142,Elijah Crane,,9,3 - 3 - 0drop,37.30%,44.46%,Whimsicott,,e1ijah
143,MatiEngel,,7,2 - 2 - 1drop,53.33%,50.54%,Urshifu Inteleon,,matiengel
144,Dahgodman2,,7,2 - 3 - 1drop,41.78%,46.06%,Mew Genesect,,dahgodman2
145,JakkDoe,,6,2 - 2 - 0drop,62.78%,55.26%,Centiskorch,,jakkdoe
146,Richard  Ruiz,,6,2 - 2 - 0drop,62.10%,52.36%,Jolteon Inteleon,,vartancaftel
147,Vance K,,6,2 - 3 - 0drop,60.63%,50.31%,Mew Genesect,,vancekelley17
148,Rjg,,6,2 - 2 - 0drop,59.72%,53.95%,Whimsicott,,rjg
149,bdbare,,6,2 - 3 - 0drop,59.37%,51.09%,Arceus Inteleon,,bdbare
150,Matthew Wright,,6,2 - 4 - 0drop,58.29%,52.61%,Arceus Inteleon,,redpyro1266
151,abewiththebabes,,6,2 - 2 - 0drop,56.16%,44.87%,Arceus Inteleon,,abewiththebabes
152,UndauntedHound,,6,2 - 2 - 0drop,55.56%,47.28%,Urshifu Inteleon,,undauntedhound
153,stellarandlunar,,6,2 - 3 - 0drop,55.00%,46.03%,Arceus Duraludon,,stellarandlunar
