Place,Name,Country,Points,Record,Opp. Win %,Opp. Opp. %,Deck,List,Player ID
1,cardleadersde,,29,9 - 0 - 2,,,Giratina LZ Box,,cardleadersde
2,matsunoyushin,,25,8 - 2 - 1,,,Lugia Archeops,,matsunoyushin
3,wing1117,,24,8 - 2 - 0,,,Chien-Pao Baxcalibur,,wing1117
4,roi85,,22,7 - 2 - 1,,,Lugia Archeops,,roi85
5,Zhang Y,,21,7 - 2 - 0,,,Darkrai,,brian199988
6,MysteriousPlayer,,21,7 - 2 - 0,,,Chien-Pao Baxcalibur,,mysteriousplayer
7,MasterLeBui,,21,7 - 2 - 0,,,Lugia Archeops,,masterlebui
8,Hooligan835,,19,6 - 2 - 1,,,Fusion Mew,,hooligan835
9,jamen,,19,6 - 1 - 1,61.87%,58.49%,Ting-Lu,,jamen
10,TAKITA,,18,6 - 2 - 0,66.41%,58.20%,Inteleon Urshifu,,takita
11,Tomoki H,,18,6 - 2 - 0,65.05%,55.55%,Giratina LZ Box,,tomokihonda
12,Harukim,,18,6 - 2 - 0,63.80%,56.73%,Lost Zone Box,,harukim
13,edwynt1999,,18,6 - 2 - 0,63.42%,55.48%,Reversal Gardevoir,,edwynt1999
14,Alex Schemanske,,18,6 - 2 - 0,61.88%,57.92%,Lost Zone Box,,mewpip
15,peppo,,18,6 - 2 - 0,61.25%,58.20%,Lost Box Charizard,,peppo
16,kyoroOJ,,18,6 - 2 - 0,60.83%,55.13%,Giratina LZ Box,,kyorooj
17,kappadorcards,,18,6 - 2 - 0,60.16%,57.88%,Gardevoir,,kappadorcards
18,TeachMePokemonPodcast,,18,6 - 2 - 0,59.74%,59.67%,Gardevoir,,teachmepokemonpodcast
19,bughalover33,,18,6 - 2 - 0,56.92%,56.21%,Lost Zone Box,,bughalover33
20,MrBacon,,18,6 - 2 - 0,54.95%,56.66%,Lost Zone Box,,mrbacon
21,Jonathan Patricio Ch.,,18,6 - 2 - 0,54.69%,57.39%,Inteleon Urshifu,,jonah2705
22,DT Mark0,,18,6 - 2 - 0,49.69%,53.30%,Giratina LZ Box,,mark0
23,Omar T,,18,6 - 2 - 0,44.51%,48.92%,Gardevoir,,ccot
24,Natagorn1990,,18,6 - 2 - 0,44.18%,52.50%,Lugia Archeops,,natagorn1990
25,wei,,16,5 - 2 - 1,56.58%,54.88%,Gardevoir,,wei
26,hbjtrevo,,16,5 - 2 - 1,50.51%,51.97%,Lugia Archeops,,hbjtrevo
