Place,Name,Country,Points,Record,Opp. Win %,Opp. Opp. %,Deck,List,Player ID
1,Jahoostis,,19,6 - 1 - 1,,,Shadow Rider Calyrex,,jahoostis
2,Zach Lesage,,15,4 - 1 - 3,,,Mewtwo Miltank,,zlesage
3,Amit Ben Ari,,15,5 - 2 - 0,,,Regis,,abapkmn
4,Luke Williams,,13,4 - 2 - 1,,,Arceus Inteleon,,bananaman999
5,thane796,,15,5 - 1 - 0,,,Darkrai,,thane796
6,Jaybob952,,10,3 - 2 - 1,,,Calyrex Inteleon,,jaybob952
7,yukka2203,,9,3 - 3 - 0,,,Palkia Inteleon,,yukka2203
8,Vaughn,,9,3 - 3 - 0,,,Mew Genesect,,vaughn
9,mkirby,,9,3 - 2 - 0,40.00%,57.25%,Palkia Inteleon,,mkirby
10,Chris Baddeley,,7,2 - 2 - 1,59.00%,52.04%,Arceus Duraludon,,chrisab28
11,kaichichichi,,6,2 - 3 - 0,61.00%,49.75%,Arceus Mewtwo,,kaichichichi
12,Juan T,,6,2 - 2 - 0drop,48.33%,54.22%,Inteleon Box,,evanbastian
13,CALLMEDANDI,,3,1 - 2 - 0drop,65.00%,56.17%,Stonjourner,,callmedandi
14,Obsessed,,3,1 - 4 - 0,62.67%,48.79%,Lunatone Solrock,,obsessed
15,PCGMcaceres,,3,1 - 2 - 0drop,51.11%,47.50%,Arceus Malamar,,pcgmcaceres
16,pjwitusik,,3,1 - 2 - 0drop,42.78%,47.00%,Galarian Weezing,,pjwitusik
17,Keenan Victor,,3,1 - 1 - 0drop,37.50%,57.50%,Calyrex Inteleon,,octopathwanderer
18,Riku Nakajima,,3,1 - 2 - 0drop,36.67%,60.00%,Flaaffy,,lily818
19,domthejeweler,,1,0 - 2 - 1drop,54.44%,37.78%,Other,,domthejeweler
20,DaesonP,,0,0 - 2 - 0drop,70.00%,50.67%,Arceus Mewtwo,,daesonp
21,D0omsday110254,,0,0 - 2 - 0drop,66.67%,50.42%,Arceus Malamar,,d0omsday110254
22,Ryan Simons,,0,0 - 1 - 0drop,50.00%,59.00%,Inteleon Inteleon,,variedits
23,APackOfAlpacas,,0,0 - 1 - 0drop,50.00%,37.50%,Arceus Inteleon,,apackofalpacas
24,Savid400,,0,0 - 1 - 0drop,40.00%,61.00%,Palkia Inteleon,,savid400
