Place,Name,Country,Points,Record,Opp. Win %,Opp. Opp. %,Deck,List,Player ID
1,MatiEngel,,19,6 - 1 - 1,,,Lunatone Solrock,,matiengel
2,Clayton Fagan,,16,5 - 2 - 1,,,Samurott Weezing,,madtrucker78
3,Bdawg2313,,16,5 - 1 - 1,,,Arceus Tapu Koko,,bdawg2313
4,KOKIRI,,12,4 - 3 - 0,,,Inteleon Box,,kokiri
5,iStark11,,12,4 - 2 - 0,,,Calyrex Inteleon,,istark11
6,Kickincards,,10,3 - 2 - 1,,,Arceus Duraludon,,kickincards
7,BeamMeUp,,9,3 - 3 - 0,,,Palkia Inteleon,,beammeup
8,Zach Lesage,,9,3 - 3 - 0,,,Palkia,,zlesage
9,Memorroide69,,9,3 - 2 - 0,41.00%,55.09%,Arceus Mewtwo,,memorroide69
10,78degrees,,6,2 - 3 - 0,56.67%,53.81%,Calyrex Inteleon,,78degrees
11,Omar T,,6,2 - 3 - 0,48.75%,55.00%,Arceus Tapu Koko,,ccot
12,Superboz,,3,1 - 4 - 0,55.83%,51.30%,Other,,superboz
13,Clay H,,3,1 - 2 - 0drop,50.00%,55.00%,Lunatone Solrock,,claytontcg
14,Orion Sutherland,,3,1 - 2 - 0drop,48.33%,54.17%,Arceus Inteleon,,joshuasutherland21
15,capahab,,3,1 - 1 - 0drop,47.50%,55.00%,Mew Genesect,,capahab
16,groovysloth,,3,1 - 3 - 0drop,43.75%,47.69%,Palkia Inteleon,,groovysloth
17,Vaughn,,3,1 - 0 - 0drop,25.00%,80.00%,Palkia,,vaughn
18,yakumaru72,,3,1 - 0 - 0drop,25.00%,62.50%,Inteleon Box,,yakumaru72
19,Alex4champion,,0,0 - 2 - 0drop,80.00%,42.50%,Other,,alex4champion
20,OmnipotentDman,,0,0 - 2 - 0drop,70.00%,51.50%,Palkia Inteleon,,omnipotentdman
21,DARKGRIMLOCK,,0,0 - 2 - 0drop,62.50%,40.00%,Mew Genesect,,darkgrimlock
22,Anti,,0,0 - 1 - 0drop,60.00%,41.00%,Regis,,anti
